label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2015-2019,1519,2047,5,67.08879733871588,80.51782075371668,52.20005518017169,28.31776557354498,19.482179246283327,19.482179246283327,6.84500825117875,6.342504091337829,5.607318565247123,9.522934665781278,52.20005518017169
