label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2012-2016,1216,1172,5,60.9838762009268,75.33457830585564,44.6305334417929,30.704044864062745,24.665421694144353,24.665421694144353,7.893203487961233,6.106620009281172,5.156615178135471,11.54760618868487,44.6305334417929
