label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2012-2016,1216,1006,5,19.74687842574247,39.16793056081197,4.6274790062170545,34.54045155459492,60.83206943918803,60.83206943918803,13.876700829338134,7.165627889531128,6.603450853675907,6.894671982049741,4.6274790062170545
