from,to,informalizacion,formalizacion
2017,2018,18.407876189768498,8.16984746345212
2018,2019,17.454655345254373,9.583813321458718
2019,2020,45.87633321712078,5.480277836390223
2020,2021,23.454213308118867,20.248455737314146
