from,to,entry_rate,exit_rate
2015,2016,9.502363457102755,44.47833631914798
2016,2017,7.926184576661674,45.261128428717015
2017,2018,11.131872271890868,37.89655925500114
2018,2019,7.980269893573383,46.32741467051178
