pk,hh,trust_share,edad,mujer,educ_anios,sis,ocupado,ipcr_0,factor07,pobre,juntos,pension65,transfer
0206640571101,02066405711,0.0,59.0,0.0,11.0,1.0,1.0,3146.061938266298,35.25917053222656,0.0,0.0,0.0,1.0
0206640581101,02066405811,0.0,36.0,1.0,11.0,1.0,1.0,807.4419015050794,35.25917053222656,0.0,1.0,0.0,1.0
0207060091101,02070600911,0.23809523809523808,51.0,1.0,14.0,0.0,1.0,2010.4068355620107,246.51165771484375,0.0,0.0,0.0,0.0
0207060541101,02070605411,0.0,48.0,0.0,11.0,0.0,1.0,1666.3281926523316,246.51165771484375,0.0,0.0,0.0,0.0
0207070901101,02070709011,0.0,70.0,1.0,0.0,0.0,0.0,565.8896192329456,112.56229400634766,0.0,0.0,1.0,1.0
0207070911101,02070709111,0.047619047619047616,49.0,1.0,11.0,0.0,1.0,1834.7548108725439,112.56229400634766,0.0,0.0,0.0,0.0
0207070921101,02070709211,0.19047619047619047,38.0,0.0,14.0,1.0,1.0,719.2308373560169,112.56229400634766,0.0,0.0,0.0,1.0
0207071871101,02070718711,0.09523809523809523,45.0,0.0,6.0,0.0,1.0,926.3330308434332,112.56229400634766,0.0,0.0,0.0,0.0
0207071981101,02070719811,0.09523809523809523,70.0,1.0,11.0,0.0,1.0,1018.3141770009288,112.56229400634766,0.0,0.0,0.0,0.0
0207090331101,02070903311,0.0,70.0,1.0,14.0,1.0,1.0,896.2838449294321,357.1154479980469,0.0,0.0,1.0,1.0
0207090361101,02070903611,0.0,67.0,0.0,6.0,1.0,1.0,884.7869871002197,357.1154479980469,0.0,0.0,0.0,1.0
0207091161101,02070911611,0.047619047619047616,59.0,1.0,11.0,1.0,1.0,256.1013430576597,357.1154479980469,0.0,0.0,0.0,1.0
0207100521101,02071005211,0.0,58.0,1.0,6.0,1.0,1.0,1407.3686698981517,246.51165771484375,0.0,0.0,0.0,1.0
0207100731101,02071007311,0.0,59.0,0.0,11.0,1.0,1.0,962.9518936468934,246.51165771484375,0.0,0.0,0.0,1.0
0207101621101,02071016211,0.0,55.0,1.0,9.0,1.0,0.0,855.1667283722036,246.51165771484375,0.0,0.0,0.0,1.0
0207120051101,02071200511,0.047619047619047616,94.0,1.0,0.0,0.0,1.0,520.7141547291602,66.04398345947266,1.0,0.0,0.0,0.0
0207120071101,02071200711,0.047619047619047616,64.0,0.0,3.0,1.0,1.0,588.4910455809111,66.04398345947266,0.0,0.0,0.0,1.0
0207120081101,02071200811,0.09523809523809523,28.0,0.0,9.0,0.0,1.0,332.10338644750874,66.04398345947266,1.0,1.0,0.0,1.0
0207120531101,02071205311,0.14285714285714285,55.0,0.0,6.0,1.0,1.0,461.2963145851004,66.04398345947266,0.0,1.0,0.0,1.0
0207120541101,02071205411,0.09523809523809523,23.0,0.0,6.0,0.0,1.0,179.93558557367135,66.04398345947266,1.0,0.0,0.0,0.0
0207120551101,02071205511,0.47619047619047616,24.0,1.0,6.0,1.0,1.0,480.82642768772126,66.04398345947266,0.0,1.0,0.0,1.0
0207120561101,02071205611,0.14285714285714285,34.0,0.0,9.0,0.0,1.0,666.0109770129484,66.04398345947266,0.0,0.0,0.0,0.0
0207150181101,02071501811,0.0,69.0,1.0,11.0,1.0,1.0,990.9920585809801,246.51165771484375,0.0,0.0,0.0,1.0
0207150521101,02071505211,0.7142857142857143,31.0,1.0,17.0,1.0,1.0,638.9310279513313,246.51165771484375,0.0,0.0,0.0,1.0
0207150691101,02071506911,0.8571428571428571,29.0,0.0,11.0,1.0,0.0,1016.2658047949288,246.51165771484375,0.0,0.0,0.0,1.0
0208090771101,02080907711,0.0,69.0,0.0,6.0,0.0,1.0,1467.1435711747272,357.1154479980469,1.0,0.0,0.0,0.0
0208090781101,02080907811,0.0,51.0,1.0,0.0,1.0,1.0,450.73948578533526,357.1154479980469,1.0,1.0,0.0,1.0
0208090791101,02080907911,0.0,54.0,0.0,11.0,0.0,1.0,9463.55106431373,357.1154479980469,0.0,0.0,0.0,0.0
0208090801101,02080908011,0.0,86.0,0.0,0.0,0.0,0.0,977.3121318386908,357.1154479980469,0.0,0.0,0.0,0.0
0208090991101,02080909911,0.0,81.0,0.0,0.0,0.0,1.0,1198.0404259466573,357.1154479980469,0.0,0.0,0.0,0.0
0208091001101,02080910011,0.0,81.0,0.0,3.0,0.0,1.0,721.9100955151401,357.1154479980469,1.0,0.0,0.0,0.0
0208100251101,02081002511,0.0,83.0,0.0,3.0,1.0,1.0,1607.3261036193237,357.1154479980469,0.0,0.0,1.0,1.0
0208100271101,02081002711,0.0,63.0,1.0,3.0,1.0,1.0,277.30069402479086,357.1154479980469,1.0,0.0,0.0,1.0
0208100711101,02081007111,0.0,66.0,0.0,0.0,1.0,1.0,382.5574874255709,357.1154479980469,0.0,1.0,0.0,1.0
0208100731101,02081007311,0.0,82.0,1.0,0.0,1.0,1.0,495.2563034224867,357.1154479980469,0.0,0.0,1.0,1.0
0208100751101,02081007511,0.0,55.0,0.0,11.0,1.0,1.0,905.1644674154406,357.1154479980469,0.0,0.0,0.0,1.0
0150040341101,01500403411,0.23809523809523808,39.0,0.0,17.0,1.0,1.0,751.1878266001712,85.9923324584961,0.0,0.0,0.0,1.0
0150040481101,01500404811,0.2857142857142857,42.0,0.0,19.0,0.0,1.0,12870.015864534389,85.9923324584961,0.0,0.0,0.0,0.0
0150040641101,01500406411,0.09523809523809523,56.0,0.0,13.0,0.0,1.0,8606.82814039673,85.9923324584961,0.0,0.0,0.0,0.0
0150041251101,01500412511,0.5714285714285714,37.0,0.0,19.0,1.0,1.0,9670.88840185587,85.9923324584961,0.0,0.0,0.0,1.0
0150041541101,01500415411,0.19047619047619047,70.0,0.0,11.0,0.0,1.0,1408.8387789598196,85.9923324584961,0.0,0.0,0.0,0.0
0150350301101,01503503011,0.14285714285714285,35.0,1.0,14.0,0.0,1.0,2652.5158070183106,172.2999725341797,0.0,0.0,0.0,0.0
0150351241101,01503512411,0.047619047619047616,76.0,1.0,3.0,1.0,1.0,1554.610595425215,172.2999725341797,0.0,0.0,1.0,1.0
0150351671101,01503516711,0.09523809523809523,77.0,0.0,3.0,0.0,0.0,1706.4197424418528,172.2999725341797,0.0,0.0,0.0,0.0
0150351891101,01503518911,0.2857142857142857,76.0,1.0,0.0,1.0,1.0,1745.4543086190058,172.2999725341797,0.0,0.0,1.0,1.0
0150510281101,01505102811,0.0,50.0,0.0,11.0,0.0,1.0,627.1976545130373,291.336181640625,1.0,0.0,0.0,0.0
0150510441101,01505104411,0.09523809523809523,52.0,0.0,14.0,0.0,1.0,2566.3493952811123,291.336181640625,0.0,0.0,0.0,0.0
0150510941101,01505109411,0.38095238095238093,45.0,1.0,11.0,1.0,1.0,1426.8796968933632,291.336181640625,0.0,0.0,0.0,1.0
0150610161101,01506101611,0.3333333333333333,37.0,0.0,14.0,1.0,1.0,955.9046289135356,172.2999725341797,0.0,1.0,0.0,1.0
0150610371101,01506103711,0.047619047619047616,45.0,1.0,6.0,1.0,1.0,823.6155707482061,172.2999725341797,0.0,0.0,0.0,1.0
0150611621101,01506116211,0.42857142857142855,69.0,0.0,3.0,1.0,0.0,590.7451196679026,172.2999725341797,0.0,0.0,1.0,1.0
0150690231101,01506902311,0.0,65.0,1.0,6.0,1.0,1.0,1954.9816172119865,291.336181640625,0.0,0.0,0.0,1.0
0150690591101,01506905911,0.0,70.0,1.0,11.0,1.0,1.0,1939.3060872246701,291.336181640625,0.0,1.0,0.0,1.0
0150690951101,01506909511,0.047619047619047616,69.0,0.0,17.0,0.0,1.0,1569.042679497762,291.336181640625,0.0,0.0,0.0,0.0
0150850081101,01508500811,0.0,85.0,1.0,3.0,1.0,0.0,980.9997658325909,87.88585662841797,0.0,0.0,1.0,1.0
0150850321101,01508503211,0.14285714285714285,70.0,1.0,3.0,1.0,1.0,1087.640194941719,87.88585662841797,0.0,0.0,0.0,1.0
0150850391101,01508503911,0.14285714285714285,34.0,0.0,9.0,0.0,1.0,887.8193035426827,87.88585662841797,0.0,1.0,0.0,1.0
0150850401101,01508504011,0.09523809523809523,48.0,0.0,9.0,1.0,1.0,707.3283040672636,87.88585662841797,0.0,1.0,0.0,1.0
0150860231101,01508602311,0.0,44.0,0.0,11.0,1.0,1.0,1630.6025790732215,87.88585662841797,0.0,0.0,1.0,1.0
0150860641101,01508606411,0.23809523809523808,48.0,1.0,3.0,1.0,1.0,1186.4710941436867,87.88585662841797,0.0,0.0,0.0,1.0
0150940211101,01509402111,0.14285714285714285,83.0,0.0,3.0,1.0,1.0,755.2265827690402,87.88585662841797,0.0,0.0,1.0,1.0
0150940241101,01509402411,0.047619047619047616,87.0,1.0,3.0,1.0,1.0,1433.5124204254641,87.88585662841797,0.0,0.0,1.0,1.0
0150940371101,01509403711,0.14285714285714285,79.0,0.0,6.0,1.0,1.0,580.3625040760758,87.88585662841797,0.0,0.0,1.0,1.0
0150940431101,01509404311,0.047619047619047616,85.0,0.0,6.0,1.0,0.0,1936.7869635506772,87.88585662841797,0.0,0.0,0.0,1.0
0150940441101,01509404411,0.0,70.0,1.0,6.0,1.0,1.0,2404.5556587057695,87.88585662841797,0.0,0.0,0.0,1.0
0150940461101,01509404611,0.19047619047619047,46.0,0.0,6.0,1.0,1.0,1297.0292363308085,87.88585662841797,0.0,1.0,0.0,1.0
0150980321101,01509803211,0.42857142857142855,57.0,0.0,9.0,1.0,1.0,1905.8941659733034,87.88585662841797,0.0,1.0,0.0,1.0
0150980671101,01509806711,0.047619047619047616,57.0,0.0,6.0,1.0,1.0,1087.9246135641736,87.88585662841797,0.0,0.0,0.0,1.0
0150980761101,01509807611,0.2857142857142857,72.0,0.0,6.0,1.0,0.0,959.8182843952587,87.88585662841797,0.0,1.0,1.0,1.0
0151040061101,01510400611,0.23809523809523808,45.0,1.0,9.0,1.0,1.0,852.4007572825667,87.88585662841797,0.0,1.0,0.0,1.0
0151130541101,01511305411,0.047619047619047616,31.0,1.0,11.0,1.0,1.0,759.4571586941405,61.00482940673828,0.0,1.0,0.0,1.0
0151130551101,01511305511,0.38095238095238093,25.0,1.0,6.0,1.0,1.0,616.6913225284651,61.00482940673828,1.0,0.0,0.0,1.0
0151130561101,01511305611,0.047619047619047616,26.0,1.0,11.0,1.0,1.0,649.3921944408943,61.00482940673828,0.0,1.0,0.0,1.0
0151131341101,01511313411,0.19047619047619047,23.0,1.0,11.0,1.0,1.0,4846.4100713738835,61.00482940673828,0.0,0.0,0.0,1.0
0151131351101,01511313511,0.047619047619047616,37.0,0.0,6.0,1.0,1.0,338.37393491642484,61.00482940673828,1.0,1.0,0.0,1.0
0151131371101,01511313711,0.42857142857142855,45.0,0.0,9.0,1.0,1.0,559.5626636748742,61.00482940673828,0.0,1.0,0.0,1.0
0151160051101,01511600511,0.38095238095238093,36.0,1.0,17.0,0.0,1.0,2793.1047323988905,69.00515747070312,0.0,0.0,0.0,0.0
0151160061101,01511600611,0.42857142857142855,33.0,1.0,14.0,0.0,1.0,1318.2568642807655,69.00515747070312,0.0,0.0,0.0,0.0
0151160771101,01511607711,0.5238095238095238,36.0,1.0,11.0,1.0,1.0,512.1030557039513,69.00515747070312,1.0,1.0,0.0,1.0
0151160781101,01511607811,0.047619047619047616,58.0,1.0,6.0,1.0,1.0,1007.0305181894103,69.00515747070312,0.0,0.0,0.0,1.0
0151160791101,01511607911,0.047619047619047616,70.0,0.0,17.0,0.0,1.0,1593.793383254043,69.00515747070312,0.0,0.0,0.0,0.0
0151160801101,01511608011,0.23809523809523808,87.0,0.0,3.0,1.0,1.0,626.1986597789687,69.00515747070312,0.0,1.0,1.0,1.0
0151320171101,01513201711,0.9047619047619048,46.0,0.0,9.0,1.0,1.0,297.6067917052211,61.00482940673828,0.0,1.0,0.0,1.0
0151320181101,01513201811,0.0,36.0,0.0,11.0,1.0,1.0,848.1207900591331,61.00482940673828,0.0,1.0,0.0,1.0
0151320191101,01513201911,0.0,35.0,0.0,9.0,1.0,1.0,877.137699634117,61.00482940673828,0.0,0.0,0.0,1.0
0151320201101,01513202011,1.0,70.0,0.0,6.0,1.0,1.0,541.6128038661634,61.00482940673828,0.0,0.0,1.0,1.0
0151321141101,01513211411,0.47619047619047616,22.0,0.0,11.0,1.0,1.0,677.5079628733507,61.00482940673828,0.0,0.0,0.0,1.0
0151321161101,01513211611,0.23809523809523808,18.0,1.0,9.0,1.0,1.0,575.6759653886202,61.00482940673828,1.0,0.0,0.0,1.0
0151820371101,01518203711,0.09523809523809523,34.0,0.0,11.0,1.0,1.0,373.14743238929253,61.00482940673828,0.0,0.0,0.0,1.0
0151820381101,01518203811,0.14285714285714285,51.0,1.0,6.0,1.0,1.0,326.94352611896477,61.00482940673828,0.0,0.0,0.0,1.0
0151820391101,01518203911,0.3333333333333333,43.0,0.0,3.0,1.0,1.0,1052.0567621507103,61.00482940673828,0.0,0.0,0.0,1.0
0151821311101,01518213111,0.14285714285714285,50.0,0.0,3.0,1.0,1.0,1084.77734034776,61.00482940673828,0.0,0.0,0.0,1.0
0152050021101,01520500211,0.14285714285714285,69.0,0.0,6.0,0.0,0.0,2386.8470004249048,202.4364471435547,0.0,0.0,0.0,0.0
0152050531101,01520505311,0.0,26.0,0.0,13.0,0.0,1.0,6325.828721169463,202.4364471435547,0.0,0.0,0.0,0.0
0152050911101,01520509111,0.0,43.0,0.0,11.0,1.0,1.0,1225.6027889850245,202.4364471435547,0.0,0.0,0.0,1.0
0152051161101,01520511611,0.0,73.0,1.0,11.0,1.0,0.0,595.4234534573916,202.4364471435547,0.0,0.0,0.0,1.0
0152051281101,01520512811,0.14285714285714285,61.0,1.0,6.0,1.0,0.0,788.6881531939081,202.4364471435547,0.0,0.0,0.0,1.0
0152430161101,01524301611,0.0,66.0,1.0,13.0,1.0,1.0,478.44280811018143,445.8636169433594,1.0,0.0,0.0,1.0
0152430321101,01524303211,0.0,62.0,1.0,19.0,0.0,1.0,2203.269840858604,445.8636169433594,0.0,0.0,0.0,0.0
0152430441101,01524304411,0.0,45.0,0.0,17.0,1.0,1.0,1062.8687903725247,445.8636169433594,0.0,0.0,0.0,1.0
0152440221101,01524402211,0.09523809523809523,43.0,1.0,6.0,1.0,0.0,1363.9395578712388,356.9855651855469,0.0,0.0,0.0,1.0
0152440561101,01524405611,0.19047619047619047,32.0,0.0,14.0,1.0,1.0,1436.366431064341,356.9855651855469,0.0,0.0,0.0,1.0
0152440921101,01524409211,0.19047619047619047,39.0,1.0,17.0,0.0,1.0,1922.1120755019476,356.9855651855469,0.0,0.0,0.0,0.0
0152441031101,01524410311,0.14285714285714285,46.0,1.0,9.0,1.0,1.0,654.8860232664232,356.9855651855469,0.0,0.0,0.0,1.0
0152630031101,01526300311,0.0,60.0,1.0,11.0,1.0,1.0,2842.084417492419,356.9855651855469,0.0,0.0,0.0,1.0
0152630401101,01526304011,0.047619047619047616,36.0,0.0,11.0,1.0,1.0,1776.005247570716,356.9855651855469,0.0,0.0,0.0,1.0
0152630941101,01526309411,0.09523809523809523,37.0,0.0,11.0,1.0,1.0,651.5686958664788,356.9855651855469,0.0,0.0,0.0,1.0
0152710061101,01527100611,0.0,68.0,0.0,6.0,1.0,1.0,301.06223537647384,95.59923553466797,0.0,0.0,0.0,1.0
0152710161101,01527101611,0.19047619047619047,76.0,0.0,6.0,1.0,1.0,424.5920578752577,95.59923553466797,0.0,0.0,1.0,1.0
0152710261101,01527102611,0.0,60.0,0.0,14.0,1.0,1.0,1826.4538465982644,95.59923553466797,0.0,0.0,0.0,1.0
0152710361101,01527103611,0.0,72.0,1.0,11.0,0.0,0.0,1235.6193244746426,95.59923553466797,0.0,0.0,0.0,0.0
0152710561101,01527105611,0.42857142857142855,31.0,1.0,11.0,1.0,0.0,482.3873825165437,95.59923553466797,0.0,1.0,0.0,1.0
0152710871101,01527108711,0.0,64.0,1.0,11.0,1.0,1.0,747.039166727701,95.59923553466797,0.0,0.0,0.0,1.0
0152711071101,01527110711,0.0,44.0,0.0,11.0,1.0,1.0,1806.9644630024184,95.59923553466797,0.0,0.0,1.0,1.0
0152800091101,01528000911,0.0,66.0,0.0,6.0,1.0,1.0,601.8975983123203,238.68624877929688,0.0,1.0,0.0,1.0
0152800101101,01528001011,0.0,59.0,0.0,6.0,1.0,1.0,1481.7123248255805,238.68624877929688,0.0,0.0,0.0,1.0
0152800301101,01528003011,0.0,44.0,0.0,6.0,1.0,1.0,771.5676109908993,238.68624877929688,0.0,1.0,0.0,1.0
0152800341101,01528003411,0.0,52.0,1.0,6.0,1.0,1.0,702.0379361242001,238.68624877929688,0.0,1.0,0.0,1.0
0153000671101,01530006711,0.047619047619047616,62.0,1.0,6.0,1.0,1.0,1759.0363741803526,189.5147705078125,0.0,0.0,0.0,1.0
0153001661101,01530016611,0.19047619047619047,59.0,1.0,6.0,1.0,1.0,1452.5287463478123,189.5147705078125,0.0,0.0,0.0,1.0
0153060371101,01530603711,0.14285714285714285,58.0,1.0,3.0,1.0,1.0,850.9834224525661,544.015869140625,0.0,0.0,0.0,1.0
0153060561101,01530605611,0.047619047619047616,53.0,1.0,13.0,1.0,1.0,1690.3425602304853,544.015869140625,0.0,0.0,0.0,1.0
0153060891101,01530608911,0.19047619047619047,74.0,0.0,6.0,1.0,1.0,1405.376606924522,544.015869140625,0.0,0.0,0.0,1.0
0153061251101,01530612511,0.047619047619047616,88.0,1.0,3.0,1.0,1.0,1013.3986093588502,544.015869140625,0.0,0.0,1.0,1.0
0153180201101,01531802011,0.23809523809523808,57.0,1.0,9.0,1.0,1.0,1571.0286663759457,544.015869140625,0.0,0.0,0.0,1.0
0153180331101,01531803311,0.047619047619047616,42.0,0.0,9.0,1.0,1.0,1744.1222470999087,544.015869140625,0.0,1.0,0.0,1.0
0153180651101,01531806511,0.047619047619047616,53.0,0.0,11.0,1.0,1.0,964.5604111315477,544.015869140625,1.0,0.0,0.0,1.0
0153180991101,01531809911,0.0,72.0,1.0,3.0,1.0,1.0,984.9268455198562,544.015869140625,0.0,0.0,1.0,1.0
0153181141101,01531811411,0.23809523809523808,61.0,0.0,3.0,1.0,1.0,1173.1522356136863,544.015869140625,0.0,0.0,0.0,1.0
0153200941101,01532009411,0.0,77.0,0.0,0.0,1.0,1.0,294.8986876109377,95.59923553466797,0.0,0.0,1.0,1.0
0153202071101,01532020711,0.0,72.0,0.0,0.0,1.0,0.0,332.0644599960552,95.59923553466797,0.0,0.0,1.0,1.0
0153202111101,01532021111,0.14285714285714285,35.0,0.0,11.0,1.0,1.0,118.87248140136136,95.59923553466797,1.0,0.0,0.0,1.0
0153210061101,01532100611,0.38095238095238093,36.0,0.0,3.0,1.0,1.0,194.75346919597268,95.59923553466797,1.0,0.0,0.0,1.0
0153210071101,01532100711,0.0,55.0,1.0,0.0,1.0,1.0,602.4645215387786,95.59923553466797,0.0,0.0,1.0,1.0
0153210351101,01532103511,0.047619047619047616,25.0,0.0,6.0,1.0,1.0,230.24336252538794,95.59923553466797,1.0,0.0,0.0,1.0
0153210361101,01532103611,0.0,33.0,0.0,3.0,1.0,1.0,681.1396519594842,95.59923553466797,0.0,1.0,0.0,1.0
0153510031101,01535100311,0.0,68.0,1.0,11.0,1.0,1.0,1091.2398566597126,238.68624877929688,0.0,0.0,1.0,1.0
0153510271101,01535102711,0.7142857142857143,24.0,1.0,17.0,1.0,1.0,2674.2815882851796,238.68624877929688,0.0,0.0,0.0,1.0
0153510351101,01535103511,0.047619047619047616,53.0,1.0,6.0,1.0,1.0,778.7434382806911,238.68624877929688,0.0,0.0,0.0,1.0
0153510431101,01535104311,0.0,70.0,0.0,3.0,1.0,1.0,763.3603501268469,238.68624877929688,0.0,0.0,1.0,1.0
0153510831101,01535108311,0.09523809523809523,75.0,0.0,14.0,0.0,1.0,3542.8274321499575,238.68624877929688,0.0,0.0,0.0,0.0
0153530761101,01535307611,0.2857142857142857,42.0,1.0,11.0,1.0,1.0,751.8994888127002,238.68624877929688,0.0,1.0,0.0,1.0
0153532021101,01535320211,0.09523809523809523,45.0,0.0,14.0,1.0,1.0,321.60743302526396,238.68624877929688,0.0,1.0,0.0,1.0
0153532071101,01535320711,0.047619047619047616,73.0,0.0,6.0,1.0,1.0,1363.47922736336,238.68624877929688,0.0,0.0,1.0,1.0
0153532081101,01535320811,0.09523809523809523,81.0,0.0,3.0,1.0,1.0,2204.583208955647,238.68624877929688,1.0,0.0,1.0,1.0
0153532131101,01535321311,0.19047619047619047,36.0,0.0,11.0,1.0,1.0,195.375610930611,238.68624877929688,0.0,1.0,0.0,1.0
0153730481101,01537304811,0.047619047619047616,72.0,0.0,3.0,1.0,1.0,1755.8708430291738,238.68624877929688,1.0,0.0,0.0,1.0
0153730511101,01537305111,0.047619047619047616,84.0,1.0,3.0,1.0,1.0,623.5671471329397,238.68624877929688,0.0,0.0,1.0,1.0
0153730581101,01537305811,0.047619047619047616,70.0,1.0,6.0,1.0,1.0,2836.2805517407087,238.68624877929688,0.0,0.0,1.0,1.0
0153860481101,01538604811,0.14285714285714285,58.0,1.0,17.0,0.0,1.0,1916.714235489492,238.68624877929688,0.0,0.0,0.0,0.0
0153970611101,01539706111,0.047619047619047616,59.0,0.0,6.0,1.0,1.0,4253.328633366519,379.5422058105469,0.0,0.0,0.0,1.0
0153970881101,01539708811,0.0,78.0,0.0,6.0,1.0,0.0,623.6086429654697,379.5422058105469,0.0,0.0,1.0,1.0
0154100541101,01541005411,0.047619047619047616,53.0,0.0,11.0,1.0,0.0,213.90048977130158,63.263607025146484,0.0,0.0,0.0,1.0
0154101081101,01541010811,0.047619047619047616,46.0,0.0,11.0,0.0,1.0,1953.77004791411,63.263607025146484,0.0,0.0,0.0,0.0
0154101211101,01541012111,0.23809523809523808,41.0,0.0,17.0,0.0,1.0,2104.997383076327,63.263607025146484,0.0,0.0,0.0,0.0
0154101471101,01541014711,0.047619047619047616,73.0,0.0,13.0,0.0,1.0,1019.4255288098035,63.263607025146484,0.0,0.0,0.0,0.0
0154250361101,01542503611,0.19047619047619047,75.0,0.0,3.0,1.0,1.0,674.1124228210651,379.5422058105469,0.0,0.0,0.0,1.0
0154250841101,01542508411,0.047619047619047616,38.0,0.0,11.0,0.0,1.0,2024.6265139240988,379.5422058105469,0.0,0.0,0.0,0.0
0154251001101,01542510011,0.047619047619047616,82.0,1.0,0.0,1.0,1.0,1126.524865338551,379.5422058105469,0.0,0.0,1.0,1.0
0154340071101,01543400711,0.14285714285714285,31.0,1.0,14.0,1.0,0.0,419.1085517167899,84.35147094726562,1.0,1.0,0.0,1.0
0154340381101,01543403811,0.14285714285714285,37.0,0.0,17.0,1.0,1.0,2031.7948326830583,84.35147094726562,0.0,0.0,0.0,1.0
0154340681101,01543406811,0.047619047619047616,45.0,1.0,14.0,1.0,0.0,868.6641415170741,84.35147094726562,0.0,0.0,0.0,1.0
0154400011101,01544000111,0.047619047619047616,37.0,1.0,6.0,1.0,1.0,655.0537482460167,379.5422058105469,0.0,0.0,0.0,1.0
0154400201101,01544002011,0.047619047619047616,62.0,1.0,3.0,1.0,1.0,1609.5390471526453,379.5422058105469,0.0,0.0,0.0,1.0
0154400761101,01544007611,0.09523809523809523,42.0,0.0,19.0,0.0,1.0,2118.6627240467888,379.5422058105469,0.0,0.0,0.0,0.0
0154840291101,01548402911,0.047619047619047616,61.0,1.0,0.0,1.0,1.0,1473.8090615465642,166.44432067871094,0.0,0.0,0.0,1.0
0154840321101,01548403211,0.047619047619047616,65.0,0.0,9.0,1.0,1.0,1163.0368633453304,166.44432067871094,0.0,0.0,0.0,1.0
0154841261101,01548412611,0.0,38.0,0.0,3.0,1.0,1.0,426.19570635718514,166.44432067871094,0.0,1.0,0.0,1.0
0154841271101,01548412711,0.0,59.0,0.0,6.0,1.0,1.0,904.9974758989657,166.44432067871094,0.0,0.0,0.0,1.0
0154860571101,01548605711,0.047619047619047616,84.0,1.0,0.0,0.0,1.0,1691.9787750878752,166.44432067871094,0.0,0.0,1.0,1.0
0154860661101,01548606611,0.23809523809523808,72.0,0.0,9.0,0.0,1.0,2937.2666546543655,166.44432067871094,0.0,0.0,1.0,1.0
0154860751101,01548607511,0.047619047619047616,58.0,0.0,14.0,0.0,1.0,13605.63117725538,166.44432067871094,0.0,0.0,0.0,0.0
0154900191101,01549001911,0.14285714285714285,73.0,0.0,3.0,1.0,1.0,1854.047894677994,166.44432067871094,0.0,1.0,1.0,1.0
0154900201101,01549002011,0.09523809523809523,61.0,0.0,0.0,1.0,1.0,992.3069226414312,166.44432067871094,0.0,0.0,1.0,1.0
0154900641101,01549006411,0.19047619047619047,59.0,0.0,6.0,1.0,1.0,2764.5745814287657,166.44432067871094,0.0,0.0,0.0,1.0
0154900651101,01549006511,0.09523809523809523,80.0,0.0,3.0,1.0,1.0,849.5759770185599,166.44432067871094,0.0,0.0,1.0,1.0
0154900661101,01549006611,0.0,52.0,0.0,6.0,1.0,1.0,526.770432783261,166.44432067871094,0.0,1.0,0.0,1.0
0155091431101,01550914311,0.047619047619047616,38.0,1.0,9.0,1.0,1.0,1107.99622403939,166.44432067871094,0.0,1.0,0.0,1.0
0155100031101,01551000311,0.047619047619047616,61.0,1.0,3.0,1.0,1.0,1477.1674881215904,166.44432067871094,0.0,0.0,0.0,1.0
0155100741101,01551007411,0.23809523809523808,63.0,1.0,6.0,1.0,1.0,1062.7596488158235,166.44432067871094,0.0,0.0,0.0,1.0
0155310311101,01553103111,0.0,64.0,0.0,6.0,1.0,0.0,402.28276965157863,281.16937255859375,1.0,0.0,0.0,1.0
0155310511101,01553105111,0.047619047619047616,56.0,0.0,3.0,0.0,1.0,787.5224806395912,281.16937255859375,1.0,0.0,0.0,0.0
0155311081101,01553110811,0.2857142857142857,80.0,1.0,17.0,0.0,0.0,775.2890325147345,281.16937255859375,0.0,0.0,0.0,0.0
0155381321101,01553813211,0.047619047619047616,58.0,0.0,14.0,0.0,1.0,1385.2003081781202,160.3226776123047,0.0,0.0,0.0,0.0
0155381821101,01553818211,0.09523809523809523,30.0,0.0,14.0,1.0,1.0,1877.9312185462086,160.3226776123047,0.0,0.0,0.0,1.0
0155470111101,01554701111,0.14285714285714285,71.0,1.0,19.0,0.0,0.0,4137.4344007034015,160.3226776123047,0.0,0.0,0.0,0.0
0155470241101,01554702411,0.0,70.0,0.0,14.0,0.0,0.0,974.3926969776502,160.3226776123047,0.0,0.0,0.0,0.0
0155470491101,01554704911,0.19047619047619047,54.0,0.0,17.0,0.0,1.0,2385.9323352428596,160.3226776123047,0.0,0.0,0.0,0.0
0155470631101,01554706311,0.0,63.0,0.0,14.0,0.0,1.0,3601.3622092150904,160.3226776123047,0.0,0.0,0.0,0.0
0155471281101,01554712811,0.3333333333333333,80.0,1.0,17.0,0.0,0.0,2450.6894372566358,160.3226776123047,0.0,0.0,0.0,0.0
0155520571101,01555205711,0.0,60.0,1.0,13.0,1.0,1.0,2493.947217045599,255.19894409179688,0.0,0.0,0.0,1.0
0155520731101,01555207311,0.19047619047619047,42.0,0.0,14.0,0.0,1.0,1298.980104640291,255.19894409179688,0.0,0.0,0.0,0.0
0155520861101,01555208611,0.047619047619047616,74.0,1.0,11.0,0.0,0.0,4059.819189396972,255.19894409179688,0.0,0.0,0.0,0.0
0155640141101,01556401411,0.047619047619047616,38.0,1.0,17.0,0.0,1.0,3926.351900558,787.3184814453125,0.0,0.0,0.0,0.0
0155640301101,01556403011,0.0,54.0,0.0,11.0,0.0,1.0,675.4848343912217,787.3184814453125,0.0,0.0,0.0,0.0
0155640751101,01556407511,0.42857142857142855,57.0,0.0,17.0,0.0,0.0,1151.6361794091433,787.3184814453125,0.0,0.0,0.0,0.0
0155770521101,01557705211,0.0,50.0,0.0,3.0,0.0,1.0,1480.8184151272424,281.16937255859375,0.0,0.0,0.0,0.0
