ubigeo,income_2021,pop_2021,nhh_2021,income_2025,pop_2025,nhh_2025,chg_pct,chg_soles
060904,1421.1102143414937,43156.98321533203,28.0,765.9647764321761,42548.15759277344,28.0,-46.100959045804565,-655.1454379093176
131104,1483.549231597218,7506.6802978515625,8.0,810.3208410757702,7131.679870605469,8.0,-45.37957866060414,-673.2283905214479
150802,1063.4836837983707,2449.6583862304688,9.0,584.6955897002738,2770.259735107422,7.0,-45.02072776406336,-478.78809409809696
200210,900.4499281050219,6677.255126953125,8.0,496.1186293024618,6895.152236938477,8.0,-44.903251828057435,-404.33129880256007
021802,591.8729592131152,11518.27473449707,17.0,329.45248351216327,2599.1785736083984,6.0,-44.33729766094322,-262.42047570095195
060703,856.7863162322927,10309.262512207031,13.0,477.5764319198806,11046.427001953125,14.0,-44.259563572394924,-379.20988431241216
050206,840.1670386602847,4863.642623901367,16.0,470.1418605943742,3269.6485290527344,8.0,-44.04185846851907,-370.0251780659105
040809,1343.0220262689504,5132.000946044922,8.0,752.9640806876365,4203.787033081055,7.0,-43.93509071631192,-590.0579455813139
210903,499.55830682919276,9567.489807128906,8.0,280.3631512430989,4999.616271972656,6.0,-43.87779215951269,-219.19515558609385
160305,548.9232877152691,18726.780853271484,21.0,310.012951143895,17386.466217041016,16.0,-43.523447067762014,-238.9103365713741
080901,1559.8932717832986,21918.423907876015,32.0,888.0205150202872,33426.167779922485,38.0,-43.071713232977416,-671.8727567630114
051001,1095.218544940005,8635.777938842773,13.0,624.1909366922118,2353.177932739258,7.0,-43.007636277159236,-471.02760824779307
090607,908.570484423145,5713.150299072266,14.0,523.3164762497968,4584.520065307617,8.0,-42.402214773457835,-385.2540081733482
210103,615.7088725865353,6770.814788818359,7.0,357.1159055905453,8283.642883300781,8.0,-41.999226990130126,-258.59296699599
120116,1525.0342369849118,4341.971115112305,8.0,887.3837539356234,5831.307342529297,8.0,-41.812207725248406,-637.6504830492884
100501,1473.8090042365143,37026.82531738281,33.0,857.6666650548585,46079.38607788086,28.0,-41.80611852760661,-616.1423391816558
030606,1113.1804856378847,3212.076873779297,8.0,647.9888246110004,3495.3307342529297,8.0,-41.78941932855713,-465.1916610268843
190202,832.9572296398735,11936.612365722656,25.0,488.27384657120854,1912.4996948242188,8.0,-41.3806820810821,-344.68338306866497
160602,1167.8283686857899,3444.9750061035156,8.0,685.8872827457169,4903.057037353516,8.0,-41.26814340727337,-481.941085940073
140111,1630.1304877006264,7666.642761230469,6.0,957.8992916878165,8675.284423828125,6.0,-41.237876420618505,-672.23119601281
080608,1548.6863602021058,18494.27606201172,14.0,912.6751244884284,24709.269927978516,19.0,-41.067788291922255,-636.0112357136774
130601,1206.405663585486,23218.508056640625,27.0,717.7751087469143,14377.857360839844,20.0,-40.5030057125513,-488.6305548385718
210407,1009.2097133153688,4632.662750244141,5.0,600.9993939182981,13482.551513671875,16.0,-40.448512733399426,-408.21031939707075
130403,2699.2520870792764,8424.307434082031,5.0,1611.8435711037457,15935.632873535156,6.0,-40.2855487703692,-1087.4085159755307
160404,578.022910486109,29955.65106201172,39.0,346.9748178542877,14669.157989501953,22.0,-39.972134052180245,-231.0480926318213
200702,3014.8358541537677,4559.569244384766,6.0,1814.9227110644822,11151.000549316406,6.0,-39.800281048007115,-1199.9131430892855
210105,823.2485465061275,12680.877960205078,16.0,495.64224115837845,16148.464599609375,15.0,-39.79433753489301,-327.606305347749
150707,2246.188583498006,905.2805786132812,8.0,1356.6334916132264,1623.7595672607422,7.0,-39.60286764967299,-889.5550918847798
130206,2483.6815909608886,21285.308044433594,18.0,1509.5610936291903,19556.4461517334,18.0,-39.22082850220868,-974.1204973316983
060602,391.46679988037766,4752.6510009765625,8.0,238.43220315422835,7793.357421875,8.0,-39.09261188251796,-153.03459672614932
081005,653.2573861035204,17439.153533935547,23.0,400.7137072748449,5491.356414794922,7.0,-38.65913867962839,-252.54367882867547
010704,1135.0179734998324,3233.0003509521484,16.0,703.7239869823572,3039.528579711914,16.0,-37.99886843972862,-431.2939865174751
150109,1345.2013359966988,68600.24084472656,18.0,835.1267962904776,66320.54809570312,18.0,-37.91808155827411,-510.07453970622123
050403,807.662287884261,5873.065002441406,16.0,502.2997535877691,10267.67056274414,24.0,-37.80819519212846,-305.3625342964919
060808,1309.8661586855742,7701.51416015625,6.0,815.0935524979883,27118.099533081055,13.0,-37.772760438675725,-494.7726061875859
040115,1373.0465561441122,6092.511947631836,12.0,857.7648864098941,6646.499969482422,9.0,-37.52834653919304,-515.2816697342181
110211,1741.902724353788,4454.369903564453,7.0,1089.2235568117217,5538.146881103516,5.0,-37.469323540107425,-652.6791675420664
200206,680.4734981930549,25677.49447631836,24.0,428.3288246986266,24091.948364257812,21.0,-37.05429736264221,-252.14467349442828
101007,847.8198044301332,5786.154556274414,8.0,534.5556165977333,17074.070251464844,15.0,-36.949383134894106,-313.2641878323999
