from,to,entry_rate,exit_rate
2017,2018,9.812684249951332,44.636071495734484
2018,2019,10.66353941947248,45.020352188300144
2019,2020,20.54915124652848,34.738223191037505
2020,2021,11.978246630858813,53.669432631541056
