from,to,gana_sis,pierde_sis
2011,2012,7.795225320102368,22.881030127655958
2012,2013,11.522129201998881,18.191273713011853
2013,2014,13.438787436041219,12.500244137278719
2014,2015,11.330133049872702,14.027191845610362
