release,group,cong,vivi,p201p,e,emp,w
2016_614,madre,000026,006,201100260061102,0.0,1.0,2032.2502829360603
2016_614,madre,000026,083,201100260831102,-2.0,0.0,2032.2502829360603
2016_614,madre,000093,113,201100931131102,0.0,1.0,3680.131504243439
2016_614,madre,000094,097,201100940971102,0.0,0.0,3680.131504243439
2016_614,madre,000094,108,201100941081102,0.0,1.0,3680.131504243439
2016_614,madre,000187,021,201101870211102,-1.0,0.0,9765.520779133632
2016_614,madre,000214,045,201202140451102,-1.0,1.0,5415.930227857596
2016_614,madre,000322,109,201103221091102,-1.0,0.0,4037.0751798128304
2016_614,madre,000335,094,201103350941102,-2.0,1.0,4037.0751798128304
2016_614,madre,000579,080,201105790801102,-2.0,0.0,5142.114006403934
2016_614,madre,000579,152,201105791521102,0.0,0.0,5142.114006403934
2016_614,madre,000602,098,201106020981102,-2.0,1.0,5142.114006403934
2016_614,madre,000602,099,201106020991102,0.0,1.0,5142.114006403934
2016_614,madre,000646,025,201106460251102,-2.0,0.0,20274.052329996033
2016_614,madre,000647,043,201106470431102,-1.0,1.0,8109.573086498036
2016_614,madre,000647,074,201106470741102,0.0,1.0,8109.573086498036
2016_614,madre,000759,122,201107591221102,0.0,1.0,14406.778616871157
2016_614,madre,000937,090,201209370901101,0.0,1.0,3885.06851878208
2016_614,madre,000972,046,201109720461102,-1.0,1.0,3885.06851878208
2016_614,madre,000985,004,201109850041102,-1.0,1.0,3885.06851878208
2016_614,madre,001021,017,201110210171102,0.0,1.0,20832.17009190051
2016_614,madre,001021,104,201110211041101,0.0,1.0,20832.17009190051
2016_614,madre,001028,032,201110280321102,-2.0,1.0,4079.817935745661
2016_614,madre,001028,093,201110280931102,-2.0,1.0,4079.817935745661
2016_614,madre,001077,034,201110770341101,0.0,1.0,4079.817935745661
2016_614,madre,001077,109,201110771091102,0.0,1.0,4079.817935745661
2016_614,madre,001150,100,201111501001102,-1.0,1.0,5093.115819510461
2016_614,madre,001446,102,201114461021101,0.0,0.0,16553.144849465545
2016_614,madre,001506,090,201115060901102,0.0,1.0,7313.241776193423
2016_614,madre,001517,123,201115171231102,0.0,1.0,7313.241776193423
2016_614,madre,002271,004,201222710041102,0.0,1.0,7786.1204583396175
2016_614,madre,002271,015,201122710151102,0.0,0.0,7786.1204583396175
2016_614,madre,002299,004,201122990041102,-1.0,1.0,7349.527224197604
2016_614,madre,002613,012,201126130121102,-2.0,0.0,5590.746719120301
2016_614,madre,002673,058,201126730581103,-1.0,1.0,12813.92479162564
2016_614,madre,002797,075,201127970751102,-1.0,1.0,8713.835054717587
2016_614,madre,002814,099,201128140991102,-1.0,1.0,6245.5481561511415
2016_614,madre,002815,049,201128150491102,0.0,1.0,6245.5481561511415
2016_614,madre,002815,050,201128150501102,-1.0,1.0,6245.5481561511415
2016_614,madre,002941,100,201129411001102,-2.0,1.0,15077.835384660491
2016_614,madre,002962,104,201129621041102,-1.0,0.0,5407.173544034104
2016_614,madre,002997,017,201129970171102,0.0,1.0,8908.396955697244
2016_614,madre,003037,024,201130370241101,0.0,1.0,5885.399230084583
2016_614,madre,003168,027,201131680271102,-1.0,1.0,2832.0702471881323
2016_614,madre,003277,002,201132770021102,0.0,0.0,3400.1628768586475
2016_614,madre,003325,078,201133250781103,-2.0,0.0,4261.459146042925
2016_614,madre,003348,070,201133480701102,-2.0,0.0,4261.459146042925
2016_614,madre,003412,040,201134120401102,-1.0,0.0,5142.114006403934
2016_614,madre,003412,061,201134120611102,-1.0,0.0,5142.114006403934
2016_614,madre,003415,020,201134150201102,-1.0,1.0,5142.114006403934
2016_614,madre,003443,024,201234430241102,-2.0,0.0,3680.131504243439
2016_614,madre,003444,149,201234441491102,0.0,0.0,3680.131504243439
2016_614,madre,003444,150,201234441501102,-2.0,1.0,3680.131504243439
2016_614,madre,003456,014,201234560141102,-1.0,0.0,8870.959363563059
2016_614,madre,003659,059,201236590591102,-1.0,1.0,7818.274950745878
2016_614,madre,003756,154,201237561541102,-2.0,1.0,4419.644535267655
2016_614,madre,003800,084,201238000841102,-2.0,1.0,12538.635245599577
2016_614,madre,003852,197,201238521971102,-1.0,1.0,1414.3038183235308
2016_614,madre,003872,063,201238720631102,0.0,1.0,1566.1645996411992
2016_614,madre,003898,087,201238980871102,0.0,1.0,8713.835054717587
2016_614,madre,003911,380,201239113801102,0.0,1.0,15077.835384660491
2016_614,madre,004005,032,201240050321101,-1.0,1.0,4261.459146042925
2016_614,madre,004005,105,201240051051102,-1.0,1.0,4261.459146042925
2016_614,madre,000026,006,201100260061102,1.0,1.0,2032.2502829360603
2016_614,madre,000026,083,201100260831102,-1.0,0.0,2032.2502829360603
2016_614,madre,000093,113,201100931131102,1.0,1.0,3680.131504243439
2016_614,madre,000094,097,201100940971102,1.0,1.0,3680.131504243439
2016_614,madre,000094,108,201100941081102,1.0,1.0,3680.131504243439
2016_614,madre,000187,021,201101870211102,0.0,0.0,9765.520779133632
2016_614,madre,000214,045,201202140451102,0.0,1.0,5415.930227857596
2016_614,madre,000322,109,201103221091102,0.0,1.0,4037.0751798128304
2016_614,madre,000335,094,201103350941102,-1.0,1.0,4037.0751798128304
2016_614,madre,000579,080,201105790801102,-1.0,0.0,5142.114006403934
2016_614,madre,000579,152,201105791521102,1.0,1.0,5142.114006403934
2016_614,madre,000602,098,201106020981102,-1.0,1.0,5142.114006403934
2016_614,madre,000602,099,201106020991102,1.0,1.0,5142.114006403934
2016_614,madre,000646,025,201106460251102,-1.0,0.0,20274.052329996033
2016_614,madre,000647,043,201106470431102,0.0,1.0,8109.573086498036
2016_614,madre,000647,074,201106470741102,1.0,1.0,8109.573086498036
2016_614,madre,000759,122,201107591221102,1.0,1.0,14406.778616871157
2016_614,madre,000937,090,201209370901101,1.0,1.0,3885.06851878208
2016_614,madre,000972,046,201109720461102,0.0,1.0,3885.06851878208
2016_614,madre,000985,004,201109850041102,0.0,1.0,3885.06851878208
2016_614,madre,001021,017,201110210171102,1.0,1.0,20832.17009190051
2016_614,madre,001021,104,201110211041101,1.0,1.0,20832.17009190051
2016_614,madre,001028,032,201110280321102,-1.0,1.0,4079.817935745661
2016_614,madre,001028,093,201110280931102,-1.0,0.0,4079.817935745661
2016_614,madre,001077,034,201110770341101,1.0,1.0,4079.817935745661
2016_614,madre,001077,109,201110771091102,1.0,0.0,4079.817935745661
2016_614,madre,001150,100,201111501001102,0.0,1.0,5093.115819510461
2016_614,madre,001446,102,201114461021101,1.0,1.0,16553.144849465545
2016_614,madre,001506,090,201115060901102,1.0,1.0,7313.241776193423
2016_614,madre,001517,123,201115171231102,1.0,1.0,7313.241776193423
2016_614,madre,002271,004,201222710041102,1.0,1.0,7786.1204583396175
2016_614,madre,002271,015,201122710151102,1.0,0.0,7786.1204583396175
2016_614,madre,002299,004,201122990041102,0.0,0.0,7349.527224197604
2016_614,madre,002613,012,201126130121102,-1.0,0.0,5590.746719120301
2016_614,madre,002673,058,201126730581103,0.0,1.0,12813.92479162564
2016_614,madre,002797,075,201127970751102,0.0,0.0,8713.835054717587
2016_614,madre,002814,099,201128140991102,0.0,1.0,6245.5481561511415
2016_614,madre,002815,049,201128150491102,1.0,1.0,6245.5481561511415
2016_614,madre,002815,050,201128150501102,0.0,1.0,6245.5481561511415
2016_614,madre,002941,100,201129411001102,-1.0,1.0,15077.835384660491
2016_614,madre,002962,104,201129621041102,0.0,0.0,5407.173544034104
2016_614,madre,002997,017,201129970171102,1.0,0.0,8908.396955697244
2016_614,madre,003037,024,201130370241101,1.0,0.0,5885.399230084583
2016_614,madre,003168,027,201131680271102,0.0,1.0,2832.0702471881323
2016_614,madre,003277,002,201132770021102,1.0,0.0,3400.1628768586475
2016_614,madre,003325,078,201133250781103,-1.0,0.0,4261.459146042925
2016_614,madre,003348,070,201133480701102,-1.0,0.0,4261.459146042925
2016_614,madre,003412,040,201134120401102,0.0,0.0,5142.114006403934
2016_614,madre,003412,061,201134120611102,0.0,0.0,5142.114006403934
2016_614,madre,003415,020,201134150201102,0.0,1.0,5142.114006403934
2016_614,madre,003443,024,201234430241102,-1.0,1.0,3680.131504243439
2016_614,madre,003444,149,201234441491102,1.0,1.0,3680.131504243439
2016_614,madre,003444,150,201234441501102,-1.0,1.0,3680.131504243439
2016_614,madre,003456,014,201234560141102,0.0,0.0,8870.959363563059
2016_614,madre,003659,059,201236590591102,0.0,1.0,7818.274950745878
2016_614,madre,003756,154,201237561541102,-1.0,1.0,4419.644535267655
2016_614,madre,003800,084,201238000841102,-1.0,1.0,12538.635245599577
2016_614,madre,003852,197,201238521971102,0.0,1.0,1414.3038183235308
2016_614,madre,003872,063,201238720631102,1.0,0.0,1566.1645996411992
2016_614,madre,003898,087,201238980871102,1.0,1.0,8713.835054717587
2016_614,madre,003911,380,201239113801102,1.0,1.0,15077.835384660491
2016_614,madre,004005,032,201240050321101,0.0,1.0,4261.459146042925
2016_614,madre,004005,105,201240051051102,0.0,1.0,4261.459146042925
2016_614,madre,000026,006,201100260061102,2.0,1.0,2032.2502829360603
2016_614,madre,000026,083,201100260831102,0.0,0.0,2032.2502829360603
2016_614,madre,000093,113,201100931131102,2.0,1.0,3680.131504243439
2016_614,madre,000094,097,201100940971102,2.0,1.0,3680.131504243439
2016_614,madre,000094,108,201100941081102,2.0,1.0,3680.131504243439
2016_614,madre,000187,021,201101870211102,1.0,0.0,9765.520779133632
2016_614,madre,000214,045,201202140451102,1.0,1.0,5415.930227857596
2016_614,madre,000322,109,201103221091102,1.0,1.0,4037.0751798128304
2016_614,madre,000335,094,201103350941102,0.0,1.0,4037.0751798128304
2016_614,madre,000579,080,201105790801102,0.0,0.0,5142.114006403934
2016_614,madre,000579,152,201105791521102,2.0,1.0,5142.114006403934
2016_614,madre,000602,098,201106020981102,0.0,1.0,5142.114006403934
2016_614,madre,000602,099,201106020991102,2.0,0.0,5142.114006403934
2016_614,madre,000646,025,201106460251102,0.0,0.0,20274.052329996033
2016_614,madre,000647,043,201106470431102,1.0,1.0,8109.573086498036
2016_614,madre,000647,074,201106470741102,2.0,1.0,8109.573086498036
2016_614,madre,000759,122,201107591221102,2.0,0.0,14406.778616871157
2016_614,madre,000937,090,201209370901101,2.0,1.0,3885.06851878208
2016_614,madre,000972,046,201109720461102,1.0,1.0,3885.06851878208
2016_614,madre,000985,004,201109850041102,1.0,1.0,3885.06851878208
2016_614,madre,001021,017,201110210171102,2.0,1.0,20832.17009190051
2016_614,madre,001021,104,201110211041101,2.0,1.0,20832.17009190051
2016_614,madre,001028,032,201110280321102,0.0,1.0,4079.817935745661
2016_614,madre,001028,093,201110280931102,0.0,0.0,4079.817935745661
2016_614,madre,001077,034,201110770341101,2.0,0.0,4079.817935745661
2016_614,madre,001077,109,201110771091102,2.0,0.0,4079.817935745661
2016_614,madre,001150,100,201111501001102,1.0,1.0,5093.115819510461
2016_614,madre,001446,102,201114461021101,2.0,1.0,16553.144849465545
2016_614,madre,001506,090,201115060901102,2.0,1.0,7313.241776193423
2016_614,madre,001517,123,201115171231102,2.0,1.0,7313.241776193423
2016_614,madre,002271,004,201222710041102,2.0,0.0,7786.1204583396175
2016_614,madre,002271,015,201122710151102,2.0,0.0,7786.1204583396175
2016_614,madre,002299,004,201122990041102,1.0,0.0,7349.527224197604
2016_614,madre,002613,012,201126130121102,0.0,0.0,5590.746719120301
2016_614,madre,002673,058,201126730581103,1.0,1.0,12813.92479162564
2016_614,madre,002797,075,201127970751102,1.0,0.0,8713.835054717587
2016_614,madre,002814,099,201128140991102,1.0,1.0,6245.5481561511415
2016_614,madre,002815,049,201128150491102,2.0,1.0,6245.5481561511415
2016_614,madre,002815,050,201128150501102,1.0,1.0,6245.5481561511415
2016_614,madre,002941,100,201129411001102,0.0,1.0,15077.835384660491
2016_614,madre,002962,104,201129621041102,1.0,0.0,5407.173544034104
2016_614,madre,002997,017,201129970171102,2.0,1.0,8908.396955697244
2016_614,madre,003037,024,201130370241101,2.0,1.0,5885.399230084583
2016_614,madre,003168,027,201131680271102,1.0,0.0,2832.0702471881323
2016_614,madre,003277,002,201132770021102,2.0,0.0,3400.1628768586475
2016_614,madre,003325,078,201133250781103,0.0,1.0,4261.459146042925
2016_614,madre,003348,070,201133480701102,0.0,0.0,4261.459146042925
2016_614,madre,003412,040,201134120401102,1.0,1.0,5142.114006403934
2016_614,madre,003412,061,201134120611102,1.0,0.0,5142.114006403934
2016_614,madre,003415,020,201134150201102,1.0,1.0,5142.114006403934
2016_614,madre,003443,024,201234430241102,0.0,1.0,3680.131504243439
2016_614,madre,003444,149,201234441491102,2.0,0.0,3680.131504243439
2016_614,madre,003444,150,201234441501102,0.0,1.0,3680.131504243439
2016_614,madre,003456,014,201234560141102,1.0,0.0,8870.959363563059
2016_614,madre,003659,059,201236590591102,1.0,1.0,7818.274950745878
2016_614,madre,003756,154,201237561541102,0.0,1.0,4419.644535267655
2016_614,madre,003800,084,201238000841102,0.0,1.0,12538.635245599577
2016_614,madre,003852,197,201238521971102,1.0,1.0,1414.3038183235308
2016_614,madre,003872,063,201238720631102,2.0,1.0,1566.1645996411992
2016_614,madre,003898,087,201238980871102,2.0,1.0,8713.835054717587
2016_614,madre,003911,380,201239113801102,2.0,1.0,15077.835384660491
2016_614,madre,004005,032,201240050321101,1.0,1.0,4261.459146042925
2016_614,madre,004005,105,201240051051102,1.0,1.0,4261.459146042925
2016_614,madre,000026,006,20110000260061104,-1.0,0.0,2032.2502829360603
2016_614,madre,000094,097,20110000940971104,0.0,1.0,3680.131504243439
2016_614,madre,000099,121,20110000991211104,-1.0,1.0,3680.131504243439
2016_614,madre,000214,045,20120002140451104,-1.0,1.0,5415.930227857596
2016_614,madre,000602,098,20110006020981104,-1.0,0.0,5142.114006403934
2016_614,madre,000602,098,20110006020981104,-1.0,0.0,5142.114006403934
2016_614,madre,000602,098,20110006020981104,-1.0,1.0,5142.114006403934
2016_614,madre,000759,122,20110007591221104,-1.0,1.0,14406.778616871157
2016_614,madre,000759,122,20110007591221104,-1.0,1.0,14406.778616871157
2016_614,madre,000759,122,20110007591221104,-1.0,1.0,14406.778616871157
2016_614,madre,000985,004,20110009850041104,-1.0,1.0,3885.06851878208
2016_614,madre,000985,004,20110009850041104,-1.0,0.0,3885.06851878208
2016_614,madre,001028,032,20110010280321104,-1.0,1.0,4079.817935745661
2016_614,madre,001077,033,20110010770331104,0.0,1.0,4079.817935745661
2016_614,madre,001150,100,20110011501001104,0.0,0.0,5093.115819510461
2016_614,madre,001150,100,20110011501001104,0.0,1.0,5093.115819510461
2016_614,madre,001150,100,20110011501001104,0.0,1.0,5093.115819510461
2016_614,madre,001304,019,20110013040191104,0.0,0.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,0.0,1.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,0.0,0.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,0.0,0.0,11273.356798965558
2016_614,madre,001517,119,20110015171191104,0.0,0.0,7313.241776193423
2016_614,madre,001572,086,20110015720861104,0.0,1.0,7635.526240813321
2016_614,madre,002063,029,20110020630291104,-1.0,0.0,35555.02294877424
2016_614,madre,002271,004,20120022710041104,0.0,1.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,0.0,1.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,0.0,1.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,0.0,1.0,7786.1204583396175
2016_614,madre,002299,004,20110022990041104,0.0,0.0,7349.527224197604
2016_614,madre,002524,040,20110025240401104,0.0,1.0,2353.1812606634753
2016_614,madre,002698,011,20110026980111100,0.0,0.0,11648.998972566194
2016_614,madre,002698,070,20110026980701104,-1.0,1.0,11648.998972566194
2016_614,madre,002731,045,20110027310451104,-1.0,1.0,17000.81438429324
2016_614,madre,002797,075,20110027970751104,0.0,1.0,8713.835054717587
2016_614,madre,002797,075,20110027970751104,0.0,0.0,8713.835054717587
2016_614,madre,002813,064,20110028130641104,0.0,1.0,6245.5481561511415
2016_614,madre,002813,064,20110028130641104,0.0,1.0,6245.5481561511415
2016_614,madre,002814,094,20120028140941104,0.0,0.0,6245.5481561511415
2016_614,madre,002814,099,20110028140991104,-1.0,1.0,6245.5481561511415
2016_614,madre,002814,099,20110028140991104,-1.0,1.0,6245.5481561511415
2016_614,madre,002815,049,20110028150491104,-1.0,0.0,6245.5481561511415
2016_614,madre,002815,082,20110028150821104,-1.0,0.0,6245.5481561511415
2016_614,madre,002878,088,20110028780881104,0.0,1.0,15077.835384660491
2016_614,madre,002878,088,20110028780881104,0.0,1.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,-1.0,0.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,-1.0,0.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,-1.0,0.0,15077.835384660491
2016_614,madre,003037,024,20110030370241100,0.0,1.0,5885.399230084583
2016_614,madre,003037,095,20110030370951104,0.0,0.0,5885.399230084583
2016_614,madre,003077,015,20110030770151104,0.0,1.0,5885.399230084583
2016_614,madre,003077,015,20110030770151104,0.0,1.0,5885.399230084583
2016_614,madre,003273,024,20110032730241104,0.0,1.0,3400.1628768586475
2016_614,madre,003412,061,20110034120611104,-1.0,0.0,5142.114006403934
2016_614,madre,003412,061,20110034120611104,-1.0,1.0,5142.114006403934
2016_614,madre,003456,014,20120034560141104,0.0,0.0,8870.959363563059
2016_614,madre,003456,014,20120034560141104,0.0,0.0,8870.959363563059
2016_614,madre,003597,007,20120035970071104,0.0,1.0,2863.313970096315
2016_614,madre,003597,007,20120035970071104,0.0,0.0,2863.313970096315
2016_614,madre,003803,100,20120038031001104,-1.0,0.0,12538.635245599577
2016_614,madre,003803,100,20120038031001104,-1.0,0.0,12538.635245599577
2016_614,madre,003828,122,20120038281221104,0.0,0.0,6036.248980053912
2016_614,madre,003839,078,20120038390781104,-1.0,0.0,3826.0580973114006
2016_614,madre,003839,078,20120038390781104,-1.0,1.0,3826.0580973114006
2016_614,madre,003872,063,20120038720631104,-1.0,1.0,1566.1645996411992
2016_614,madre,003923,198,20120039231981104,-1.0,0.0,8908.396955697244
2016_614,madre,000026,006,20110000260061104,0.0,1.0,2032.2502829360603
2016_614,madre,000094,097,20110000940971104,1.0,1.0,3680.131504243439
2016_614,madre,000099,121,20110000991211104,0.0,0.0,3680.131504243439
2016_614,madre,000214,045,20120002140451104,0.0,1.0,5415.930227857596
2016_614,madre,000602,098,20110006020981104,0.0,0.0,5142.114006403934
2016_614,madre,000602,098,20110006020981104,0.0,1.0,5142.114006403934
2016_614,madre,000602,098,20110006020981104,0.0,1.0,5142.114006403934
2016_614,madre,000759,122,20110007591221104,0.0,0.0,14406.778616871157
2016_614,madre,000759,122,20110007591221104,0.0,0.0,14406.778616871157
2016_614,madre,000759,122,20110007591221104,0.0,1.0,14406.778616871157
2016_614,madre,000759,122,20110007591221104,0.0,1.0,14406.778616871157
2016_614,madre,000985,004,20110009850041104,0.0,1.0,3885.06851878208
2016_614,madre,000985,004,20110009850041104,0.0,1.0,3885.06851878208
2016_614,madre,000985,004,20110009850041104,0.0,0.0,3885.06851878208
2016_614,madre,001028,032,20110010280321104,0.0,1.0,4079.817935745661
2016_614,madre,001077,033,20110010770331104,1.0,0.0,4079.817935745661
2016_614,madre,001150,100,20110011501001104,1.0,0.0,5093.115819510461
2016_614,madre,001150,100,20110011501001104,1.0,0.0,5093.115819510461
2016_614,madre,001150,100,20110011501001104,1.0,1.0,5093.115819510461
2016_614,madre,001304,019,20110013040191104,1.0,0.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,1.0,1.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,1.0,1.0,11273.356798965558
2016_614,madre,001304,019,20110013040191104,1.0,0.0,11273.356798965558
2016_614,madre,001517,119,20110015171191104,1.0,1.0,7313.241776193423
2016_614,madre,001572,086,20110015720861104,1.0,1.0,7635.526240813321
2016_614,madre,002063,029,20110020630291104,0.0,0.0,35555.02294877424
2016_614,madre,002271,004,20120022710041104,1.0,1.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,1.0,0.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,1.0,0.0,7786.1204583396175
2016_614,madre,002271,063,20110022710631104,1.0,1.0,7786.1204583396175
2016_614,madre,002299,004,20110022990041104,1.0,0.0,7349.527224197604
2016_614,madre,002524,040,20110025240401104,1.0,0.0,2353.1812606634753
2016_614,madre,002698,011,20110026980111100,1.0,0.0,11648.998972566194
2016_614,madre,002698,070,20110026980701104,0.0,1.0,11648.998972566194
2016_614,madre,002731,045,20110027310451104,0.0,0.0,17000.81438429324
2016_614,madre,002797,075,20110027970751104,1.0,0.0,8713.835054717587
2016_614,madre,002797,075,20110027970751104,1.0,0.0,8713.835054717587
2016_614,madre,002813,064,20110028130641104,1.0,1.0,6245.5481561511415
2016_614,madre,002813,064,20110028130641104,1.0,1.0,6245.5481561511415
2016_614,madre,002813,064,20110028130641104,1.0,0.0,6245.5481561511415
2016_614,madre,002814,094,20120028140941104,1.0,0.0,6245.5481561511415
2016_614,madre,002814,099,20110028140991104,0.0,0.0,6245.5481561511415
2016_614,madre,002814,099,20110028140991104,0.0,0.0,6245.5481561511415
2016_614,madre,002815,049,20110028150491104,0.0,0.0,6245.5481561511415
2016_614,madre,002815,082,20110028150821104,0.0,0.0,6245.5481561511415
2016_614,madre,002815,082,20110028150821104,0.0,0.0,6245.5481561511415
2016_614,madre,002878,088,20110028780881104,1.0,1.0,15077.835384660491
2016_614,madre,002878,088,20110028780881104,1.0,1.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,0.0,0.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,0.0,1.0,15077.835384660491
2016_614,madre,002904,080,20110029040801104,0.0,0.0,15077.835384660491
2016_614,madre,003037,024,20110030370241100,1.0,0.0,5885.399230084583
2016_614,madre,003037,095,20110030370951104,1.0,1.0,5885.399230084583
2016_614,madre,003077,015,20110030770151104,1.0,1.0,5885.399230084583
2016_614,madre,003077,015,20110030770151104,1.0,1.0,5885.399230084583
2016_614,madre,003273,024,20110032730241104,1.0,1.0,3400.1628768586475
2016_614,madre,003412,061,20110034120611104,0.0,0.0,5142.114006403934
2016_614,madre,003412,061,20110034120611104,0.0,0.0,5142.114006403934
2016_614,madre,003456,014,20120034560141104,1.0,0.0,8870.959363563059
2016_614,madre,003456,014,20120034560141104,1.0,1.0,8870.959363563059
2016_614,madre,003597,007,20120035970071104,1.0,0.0,2863.313970096315
2016_614,madre,003597,007,20120035970071104,1.0,0.0,2863.313970096315
2016_614,madre,003803,100,20120038031001104,0.0,1.0,12538.635245599577
2016_614,madre,003803,100,20120038031001104,0.0,0.0,12538.635245599577
2016_614,madre,003828,122,20120038281221104,1.0,0.0,6036.248980053912
2016_614,madre,003839,078,20120038390781104,0.0,0.0,3826.0580973114006
2016_614,madre,003839,078,20120038390781104,0.0,1.0,3826.0580973114006
2016_614,madre,003872,063,20120038720631104,0.0,0.0,1566.1645996411992
2016_614,madre,003923,198,20120039231981104,0.0,0.0,8908.396955697244
2016_614,padre,000026,006,201100260061101,0.0,1.0,2032.2502829360603
2016_614,padre,000026,083,201100260831101,-2.0,1.0,2032.2502829360603
2016_614,padre,000093,113,201100931131101,0.0,1.0,3680.131504243439
2016_614,padre,000094,097,201100940971101,0.0,1.0,3680.131504243439
2016_614,padre,000094,108,201100941081101,0.0,1.0,3680.131504243439
2016_614,padre,000187,021,201101870211101,-1.0,1.0,9765.520779133632
2016_614,padre,000214,045,201102140451101,-1.0,1.0,5415.930227857596
2016_614,padre,000322,109,201103221091101,-1.0,1.0,4037.0751798128304
2016_614,padre,000335,094,201103350941101,-2.0,1.0,4037.0751798128304
2016_614,padre,000579,080,201105790801101,-2.0,1.0,5142.114006403934
2016_614,padre,000579,152,201105791521101,0.0,1.0,5142.114006403934
2016_614,padre,000602,098,201106020981101,-2.0,1.0,5142.114006403934
2016_614,padre,000602,099,201106020991101,0.0,1.0,5142.114006403934
2016_614,padre,000646,025,201106460251101,-2.0,1.0,20274.052329996033
2016_614,padre,000647,001,201206470011101,0.0,1.0,8109.573086498036
2016_614,padre,000647,043,201106470431101,-1.0,1.0,8109.573086498036
2016_614,padre,000647,074,201106470741101,0.0,1.0,8109.573086498036
2016_614,padre,000759,122,201107591221101,0.0,1.0,14406.778616871157
2016_614,padre,000972,046,201109720461101,-1.0,1.0,3885.06851878208
2016_614,padre,000985,004,201109850041101,-1.0,1.0,3885.06851878208
2016_614,padre,001021,017,201110210171101,0.0,1.0,20832.17009190051
2016_614,padre,001028,032,201110280321101,-2.0,1.0,4079.817935745661
2016_614,padre,001028,093,201110280931101,-2.0,1.0,4079.817935745661
2016_614,padre,001077,109,201110771091101,0.0,1.0,4079.817935745661
2016_614,padre,001150,100,201111501001103,-1.0,1.0,5093.115819510461
2016_614,padre,001506,090,201115060901101,0.0,1.0,7313.241776193423
2016_614,padre,001517,123,201115171231101,0.0,1.0,7313.241776193423
2016_614,padre,002271,004,201222710041101,0.0,1.0,7786.1204583396175
2016_614,padre,002271,015,201122710151101,0.0,1.0,7786.1204583396175
2016_614,padre,002299,004,201122990041101,-1.0,1.0,7349.527224197604
2016_614,padre,002613,012,201126130121101,-2.0,1.0,5590.746719120301
2016_614,padre,002673,058,201126730581104,-1.0,1.0,12813.92479162564
2016_614,padre,002797,075,201127970751101,-1.0,1.0,8713.835054717587
2016_614,padre,002814,056,201128140561103,-2.0,1.0,6245.5481561511415
2016_614,padre,002814,099,201128140991101,-1.0,1.0,6245.5481561511415
2016_614,padre,002815,049,201128150491101,0.0,1.0,6245.5481561511415
2016_614,padre,002815,050,201128150501101,-1.0,1.0,6245.5481561511415
2016_614,padre,002941,100,201129411001101,-2.0,1.0,15077.835384660491
2016_614,padre,002962,104,201129621041101,-1.0,1.0,5407.173544034104
2016_614,padre,002997,017,201129970171101,0.0,1.0,8908.396955697244
2016_614,padre,003037,024,201130370241102,0.0,1.0,5885.399230084583
2016_614,padre,003168,027,201131680271101,-1.0,1.0,2832.0702471881323
2016_614,padre,003277,002,201132770021101,0.0,1.0,3400.1628768586475
2016_614,padre,003348,070,201133480701101,-2.0,1.0,4261.459146042925
2016_614,padre,003412,040,201134120401101,-1.0,1.0,5142.114006403934
2016_614,padre,003412,061,201134120611101,-1.0,1.0,5142.114006403934
2016_614,padre,003415,020,201134150201101,-1.0,1.0,5142.114006403934
2016_614,padre,003443,024,201234430241101,-2.0,1.0,3680.131504243439
2016_614,padre,003444,149,201234441491101,0.0,1.0,3680.131504243439
2016_614,padre,003456,014,201234560141101,-1.0,1.0,8870.959363563059
2016_614,padre,003659,059,201236590591101,-1.0,1.0,7818.274950745878
2016_614,padre,003756,154,201237561541101,-2.0,1.0,4419.644535267655
2016_614,padre,003800,010,201238000101103,-2.0,1.0,12538.635245599577
2016_614,padre,003800,084,201238000841101,-2.0,1.0,12538.635245599577
2016_614,padre,003852,197,201238521971101,-1.0,1.0,1414.3038183235308
2016_614,padre,003872,063,201238720631101,0.0,1.0,1566.1645996411992
2016_614,padre,003898,087,201238980871101,0.0,1.0,8713.835054717587
2016_614,padre,003911,380,201239113801101,0.0,1.0,15077.835384660491
2016_614,padre,004005,105,201240051051101,-1.0,1.0,4261.459146042925
2016_614,padre,000026,006,201100260061101,1.0,1.0,2032.2502829360603
2016_614,padre,000026,083,201100260831101,-1.0,1.0,2032.2502829360603
2016_614,padre,000093,113,201100931131101,1.0,1.0,3680.131504243439
2016_614,padre,000094,097,201100940971101,1.0,1.0,3680.131504243439
2016_614,padre,000094,108,201100941081101,1.0,1.0,3680.131504243439
2016_614,padre,000187,021,201101870211101,0.0,1.0,9765.520779133632
2016_614,padre,000214,045,201102140451101,0.0,1.0,5415.930227857596
