release,group,cong,vivi,p201p,e,emp,w
2019_699,ref_madre,005322,106,20150053221061104,,1.0,4369.0361328125
2019_699,ref_madre,005322,106,20150053221061104,,1.0,4369.0361328125
2019_699,ref_madre,005322,106,20150053221061104,,1.0,4369.0361328125
2019_699,ref_madre,005345,024,20150053450241104,,0.0,3802.90673828125
2019_699,ref_madre,005345,034,20150053450341104,,1.0,3802.90673828125
2019_699,ref_madre,005376,033,20150053760331104,,0.0,4175.71923828125
2019_699,ref_madre,005376,056,20150053760561104,,1.0,4175.71923828125
2019_699,ref_madre,005376,124,20150053761241104,,1.0,4175.71923828125
2019_699,ref_madre,005376,078,20150053760781100,,1.0,4175.71923828125
2019_699,ref_madre,005376,147,20150053761471104,,1.0,4175.71923828125
2019_699,ref_madre,005376,033,20150053760331104,,1.0,4175.71923828125
2019_699,ref_madre,005376,124,20150053761241104,,1.0,4175.71923828125
2019_699,ref_madre,005376,124,20150053761241104,,0.0,4175.71923828125
2019_699,ref_madre,005385,211,20150053852111104,,0.0,2326.5341796875
2019_699,ref_madre,005385,211,20150053852111104,,1.0,2326.5341796875
2019_699,ref_madre,005385,211,20150053852111104,,1.0,2326.5341796875
2019_699,ref_madre,005385,211,20150053852111104,,1.0,2326.5341796875
2019_699,ref_madre,005385,211,20150053852111104,,1.0,2326.5341796875
2019_699,ref_madre,005385,206,20150053852061104,,1.0,2326.5341796875
2019_699,ref_madre,005385,072,20150053850721104,,0.0,2326.5341796875
2019_699,ref_madre,005385,206,20150053852061104,,1.0,2326.5341796875
2019_699,ref_madre,005399,198,20150053991981104,,1.0,2326.5341796875
2019_699,ref_madre,005399,198,20150053991981104,,1.0,2326.5341796875
2019_699,ref_madre,005404,110,20150054041101104,,1.0,2326.5341796875
2019_699,ref_madre,005404,108,20150054041081104,,0.0,2326.5341796875
2019_699,ref_madre,005404,115,20150054041151104,,1.0,2326.5341796875
2019_699,ref_madre,005404,108,20150054041081104,,0.0,2326.5341796875
2019_699,ref_madre,005404,115,20150054041151104,,0.0,2326.5341796875
2019_699,ref_madre,005404,112,20150054041121100,,1.0,2326.5341796875
2019_699,ref_madre,005411,013,20150054110131104,,1.0,2326.5341796875
2019_699,ref_madre,005411,013,20150054110131104,,1.0,2326.5341796875
2019_699,ref_madre,005411,014,20150054110141100,,1.0,2326.5341796875
2019_699,ref_madre,005450,048,20150054500481104,,1.0,2326.5341796875
2019_699,ref_madre,005450,048,20150054500481104,,1.0,2326.5341796875
2019_699,ref_madre,005450,022,20150054500221104,,1.0,2326.5341796875
2019_699,ref_madre,005483,081,20150054830811100,,1.0,10605.1767578125
2019_699,ref_madre,005483,096,20150054830961104,,1.0,10605.1767578125
2019_699,ref_madre,005483,096,20150054830961104,,1.0,10605.1767578125
2019_699,ref_madre,005483,052,20150054830521104,,1.0,10605.1767578125
2019_699,ref_madre,005483,052,20150054830521104,,1.0,10605.1767578125
2019_699,ref_madre,005508,045,20150055080451104,,1.0,11212.7724609375
2019_699,ref_madre,005532,115,20150055321151100,,1.0,10605.1767578125
2019_699,ref_madre,005532,073,20150055320731104,,0.0,10605.1767578125
2019_699,ref_madre,005532,045,20150055320451100,,1.0,10605.1767578125
2019_699,ref_madre,005532,073,20150055320731104,,1.0,10605.1767578125
2019_699,ref_madre,005546,065,20150055460651104,,1.0,11649.716796875
2019_699,ref_madre,005546,122,20150055461221104,,1.0,11649.716796875
2019_699,ref_madre,005546,122,20150055461221104,,0.0,11649.716796875
2019_699,ref_madre,005546,065,20150055460651104,,1.0,11649.716796875
2019_699,ref_madre,005546,122,20150055461221104,,0.0,11649.716796875
2019_699,ref_madre,005546,122,20150055461221104,,0.0,11649.716796875
2019_699,ref_madre,005550,067,20150055500671104,,0.0,11649.716796875
2019_699,ref_madre,005552,056,20150055520561100,,1.0,10605.1767578125
2019_699,ref_madre,005552,138,20150055521381104,,1.0,10605.1767578125
2019_699,ref_madre,005552,138,20150055521381104,,0.0,10605.1767578125
2019_699,ref_madre,005552,138,20150055521381104,,0.0,10605.1767578125
2019_699,ref_madre,005573,076,20150055730761104,,1.0,10605.1767578125
2019_699,ref_madre,005596,091,20150055960911104,,1.0,4685.21630859375
2019_699,ref_madre,005596,006,20150055960061104,,1.0,4685.21630859375
2019_699,ref_madre,005596,107,20150055961071104,,1.0,4685.21630859375
2019_699,ref_madre,005596,107,20150055961071104,,0.0,4685.21630859375
2019_699,ref_madre,005596,006,20150055960061104,,1.0,4685.21630859375
2019_699,ref_madre,005612,124,20150056121241104,,1.0,5595.29052734375
2019_699,ref_madre,005612,124,20150056121241104,,0.0,5595.29052734375
2019_699,ref_madre,005624,241,20150056242411104,,1.0,1437.2957763671875
2019_699,ref_madre,005624,241,20150056242411104,,0.0,1437.2957763671875
2019_699,ref_madre,005624,182,20150056241821104,,0.0,1437.2957763671875
2019_699,ref_madre,005624,182,20150056241821104,,0.0,1437.2957763671875
2019_699,ref_madre,005624,003,20150056240031100,,1.0,1437.2957763671875
2019_699,ref_madre,005663,001,20150056630011104,,0.0,3200.317626953125
2019_699,ref_madre,005663,080,20150056630801104,,1.0,3200.317626953125
2019_699,ref_madre,005663,001,20150056630011104,,0.0,3200.317626953125
2019_699,ref_madre,005663,080,20150056630801104,,0.0,3200.317626953125
2019_699,ref_madre,005674,034,20150056740341104,,1.0,4471.83837890625
2019_699,ref_madre,005674,034,20150056740341104,,0.0,4471.83837890625
2019_699,ref_madre,005674,034,20150056740341104,,0.0,4471.83837890625
2019_699,ref_madre,005674,034,20150056740341104,,1.0,4471.83837890625
2019_699,ref_madre,005676,182,20150056761821104,,0.0,4471.83837890625
2019_699,ref_madre,005689,008,20150056890081100,,1.0,7799.7646484375
2019_699,ref_madre,005689,028,20150056890281104,,0.0,7799.7646484375
2019_699,ref_madre,005690,065,20150056900651100,,1.0,5849.82373046875
2019_699,ref_madre,005721,051,20150057210511100,,1.0,2290.11962890625
2019_699,ref_madre,005721,067,20150057210671104,,0.0,2290.11962890625
2019_699,ref_madre,005721,067,20150057210671104,,1.0,2290.11962890625
2019_699,ref_madre,005721,067,20150057210671104,,0.0,2290.11962890625
2019_699,ref_madre,005721,036,20150057210361104,,0.0,2290.11962890625
2019_699,ref_madre,005721,036,20150057210361104,,0.0,2290.11962890625
2019_699,ref_madre,005729,036,20150057290361104,,1.0,7366.59228515625
2019_699,ref_madre,005729,036,20150057290361104,,1.0,7366.59228515625
2019_699,ref_madre,005729,116,20150057291161104,,0.0,7366.59228515625
2019_699,ref_madre,005729,036,20150057290361104,,1.0,7366.59228515625
2019_699,ref_madre,005729,116,20150057291161104,,0.0,7366.59228515625
2019_699,ref_madre,005771,222,20150057712221104,,1.0,3709.22900390625
2019_699,ref_madre,005786,122,20150057861221104,,1.0,3709.22900390625
2019_699,ref_madre,005786,124,20150057861241104,,1.0,3709.22900390625
2019_699,ref_madre,005786,122,20150057861221104,,0.0,3709.22900390625
2019_699,ref_madre,005786,125,20150057861251104,,1.0,3709.22900390625
2019_699,ref_madre,005804,004,20150058040041104,,1.0,3709.22900390625
2019_699,ref_madre,005804,001,20150058040011104,,0.0,3709.22900390625
2019_699,ref_madre,005804,109,20150058041091104,,1.0,3709.22900390625
2019_699,ref_madre,005804,001,20150058040011104,,1.0,3709.22900390625
2019_699,ref_madre,005804,005,20150058040051104,,1.0,3709.22900390625
2019_699,ref_madre,005806,199,20150058061991104,,1.0,3709.22900390625
2019_699,ref_madre,005832,159,20150058321591104,,1.0,3709.22900390625
2019_699,ref_madre,005832,159,20150058321591104,,0.0,3709.22900390625
2019_699,ref_madre,005832,159,20150058321591104,,1.0,3709.22900390625
2019_699,ref_madre,005869,157,20150058691571104,,0.0,4472.859375
2019_699,ref_madre,005869,026,20150058690261104,,0.0,4472.859375
2019_699,ref_madre,005869,063,20150058690631104,,1.0,4472.859375
2019_699,ref_madre,005869,063,20150058690631104,,0.0,4472.859375
2019_699,ref_madre,005869,026,20150058690261104,,1.0,4472.859375
2019_699,ref_madre,005875,013,20150058750131104,,0.0,22901.197265625
2019_699,ref_madre,005895,030,20150058950301104,,1.0,26239.767578125
2019_699,ref_madre,005895,030,20150058950301104,,1.0,26239.767578125
2019_699,ref_madre,005918,069,20150059180691104,,1.0,5712.68701171875
2019_699,ref_madre,005918,019,20150059180191104,,1.0,5712.68701171875
2019_699,ref_madre,005918,019,20150059180191104,,0.0,5712.68701171875
2019_699,ref_madre,005930,055,20150059300551100,,1.0,5959.36669921875
2019_699,ref_madre,005936,001,20150059360011104,,1.0,5959.36669921875
2019_699,ref_madre,005936,001,20150059360011104,,1.0,5959.36669921875
2019_699,ref_madre,005973,036,20150059730361104,,1.0,5959.36669921875
2019_699,ref_madre,005982,014,20150059820141104,,1.0,5959.36669921875
2019_699,ref_madre,005982,014,20150059820141104,,1.0,5959.36669921875
2019_699,ref_madre,005992,222,20150059922221104,,1.0,5959.36669921875
2019_699,ref_madre,005992,220,20150059922201104,,1.0,5959.36669921875
2019_699,ref_madre,005992,010,20150059920101104,,1.0,5959.36669921875
2019_699,ref_madre,005992,219,20150059922191104,,1.0,5959.36669921875
2019_699,ref_madre,005992,222,20150059922221104,,1.0,5959.36669921875
2019_699,ref_madre,005992,010,20150059920101104,,0.0,5959.36669921875
2019_699,ref_madre,006006,006,20150060060061104,,1.0,5959.36669921875
2019_699,ref_madre,006006,281,20150060062811104,,0.0,5959.36669921875
2019_699,ref_madre,006006,275,20150060062751100,,1.0,5959.36669921875
2019_699,ref_madre,006040,051,20150060400511104,,0.0,7078.4404296875
2019_699,ref_madre,006048,078,20150060480781104,,1.0,16730.931640625
2019_699,ref_madre,006048,078,20150060480781104,,0.0,16730.931640625
2019_699,ref_madre,006048,078,20150060480781104,,0.0,16730.931640625
2019_699,ref_madre,006048,078,20150060480781104,,0.0,16730.931640625
2019_699,ref_madre,006049,043,20150060490431100,,1.0,6274.09912109375
2019_699,ref_madre,006049,072,20150060490721104,,0.0,6274.09912109375
2019_699,ref_madre,006049,072,20150060490721104,,1.0,6274.09912109375
2019_699,ref_madre,006049,086,20150060490861100,,1.0,6274.09912109375
2019_699,ref_madre,006049,072,20150060490721104,,1.0,6274.09912109375
2019_699,ref_madre,006059,066,20150060590661104,,1.0,5308.92919921875
2019_699,ref_madre,006063,051,20150060630511104,,1.0,6274.09912109375
2019_699,ref_madre,006063,005,20150060630051104,,0.0,6274.09912109375
2019_699,ref_madre,006063,082,20150060630821104,,1.0,6274.09912109375
2019_699,ref_madre,006063,051,20150060630511104,,0.0,6274.09912109375
2019_699,ref_madre,006063,005,20150060630051104,,1.0,6274.09912109375
2019_699,ref_madre,006105,091,20150061050911104,,0.0,8923.1103515625
2019_699,ref_madre,006105,091,20150061050911104,,1.0,8923.1103515625
2019_699,ref_madre,006105,032,20150061050321104,,0.0,8923.1103515625
2019_699,ref_madre,006105,091,20150061050911104,,0.0,8923.1103515625
2019_699,ref_madre,006105,032,20150061050321104,,1.0,8923.1103515625
2019_699,ref_madre,006124,114,20150061241141104,,0.0,16730.931640625
2019_699,ref_madre,006124,114,20150061241141104,,0.0,16730.931640625
2019_699,ref_madre,006124,114,20150061241141104,,0.0,16730.931640625
2019_699,ref_madre,006221,069,20150062210691100,,1.0,23996.681640625
2019_699,ref_madre,006225,003,20150062250031104,,1.0,31995.501953125
2019_699,ref_madre,006232,073,20150062320731100,,1.0,27538.580078125
2019_699,ref_madre,006261,090,20150062610901104,,1.0,15606.1865234375
2019_699,ref_madre,006263,090,20150062630901104,,1.0,15606.1865234375
2019_699,ref_madre,006263,090,20150062630901104,,0.0,15606.1865234375
2019_699,ref_madre,006263,090,20150062630901104,,1.0,15606.1865234375
2019_699,ref_madre,006263,090,20150062630901104,,1.0,15606.1865234375
2019_699,ref_madre,006263,090,20150062630901104,,1.0,15606.1865234375
2019_699,ref_madre,006274,001,20150062740011104,,1.0,3739.7041015625
2019_699,ref_madre,006274,001,20150062740011104,,1.0,3739.7041015625
2019_699,ref_madre,006274,001,20150062740011104,,1.0,3739.7041015625
2019_699,ref_madre,006274,046,20150062740461104,,1.0,3739.7041015625
2019_699,ref_madre,006274,001,20150062740011104,,1.0,3739.7041015625
2019_699,ref_madre,006280,211,20150062802111104,,1.0,3984.797607421875
2019_699,ref_madre,006280,211,20150062802111104,,1.0,3984.797607421875
2019_699,ref_madre,006280,211,20150062802111104,,1.0,3984.797607421875
2019_699,ref_madre,006280,068,20150062800681104,,0.0,3984.797607421875
2019_699,ref_madre,006280,214,20150062802141104,,0.0,3984.797607421875
2019_699,ref_madre,006280,068,20150062800681104,,1.0,3984.797607421875
2019_699,ref_madre,006280,215,20150062802151104,,1.0,3984.797607421875
2019_699,ref_madre,006280,214,20150062802141104,,1.0,3984.797607421875
2019_699,ref_madre,006280,066,20150062800661104,,0.0,3984.797607421875
2019_699,ref_madre,006280,215,20150062802151104,,1.0,3984.797607421875
2019_699,ref_madre,006280,066,20150062800661104,,1.0,3984.797607421875
2019_699,ref_madre,006283,008,20150062830081104,,1.0,3739.7041015625
2019_699,ref_madre,006283,008,20150062830081104,,1.0,3739.7041015625
2019_699,ref_madre,006283,008,20150062830081104,,0.0,3739.7041015625
2019_699,ref_madre,006316,141,20150063161411104,,1.0,3984.797607421875
2019_699,ref_madre,006316,141,20150063161411104,,1.0,3984.797607421875
2019_699,ref_madre,006316,139,20150063161391104,,1.0,3984.797607421875
2019_699,ref_madre,006316,026,20150063160261104,,1.0,3984.797607421875
2019_699,ref_madre,006316,026,20150063160261104,,1.0,3984.797607421875
2019_699,ref_madre,006316,026,20150063160261104,,1.0,3984.797607421875
2019_699,ref_madre,006316,024,20150063160241104,,1.0,3984.797607421875
2019_699,ref_madre,006316,141,20150063161411104,,1.0,3984.797607421875
2019_699,ref_madre,006316,141,20150063161411104,,0.0,3984.797607421875
2019_699,ref_madre,006316,139,20150063161391104,,1.0,3984.797607421875
2019_699,ref_madre,006316,024,20150063160241104,,0.0,3984.797607421875
2019_699,ref_madre,006316,138,20150063161381104,,1.0,3984.797607421875
2019_699,ref_madre,006316,026,20150063160261104,,1.0,3984.797607421875
2019_699,ref_madre,006316,139,20150063161391104,,1.0,3984.797607421875
2019_699,ref_madre,006316,138,20150063161381104,,1.0,3984.797607421875
2019_699,ref_madre,006336,209,20150063362091104,,1.0,3984.797607421875
2019_699,ref_madre,006336,208,20150063362081104,,1.0,3984.797607421875
2019_699,ref_madre,006336,209,20150063362091104,,1.0,3984.797607421875
2019_699,ref_madre,006356,123,20150063561231104,,0.0,3984.797607421875
2019_699,ref_madre,006356,125,20150063561251100,,1.0,3984.797607421875
2019_699,ref_madre,006356,123,20150063561231104,,1.0,3984.797607421875
2019_699,ref_madre,006356,123,20150063561231104,,1.0,3984.797607421875
2019_699,ref_madre,006365,001,20150063650011104,,1.0,4005.29052734375
2019_699,ref_madre,006365,001,20150063650011104,,0.0,4005.29052734375
2019_699,ref_madre,006389,066,20150063890661104,,0.0,2438.36962890625
2019_699,ref_madre,006389,041,20150063890411104,,0.0,2438.36962890625
2019_699,ref_madre,006389,066,20150063890661104,,0.0,2438.36962890625
2019_699,ref_madre,006389,066,20150063890661104,,1.0,2438.36962890625
2019_699,ref_madre,006389,002,20150063890021100,,1.0,2438.36962890625
2019_699,ref_madre,006394,099,20150063940991104,,1.0,2320.4404296875
2019_699,ref_madre,006394,099,20150063940991104,,1.0,2320.4404296875
2019_699,ref_madre,006406,088,20150064060881104,,1.0,2320.4404296875
2019_699,ref_madre,006406,085,20150064060851104,,1.0,2320.4404296875
2019_699,ref_madre,006406,088,20150064060881104,,1.0,2320.4404296875
2019_699,ref_madre,006406,085,20150064060851104,,1.0,2320.4404296875
2019_699,ref_madre,006406,088,20150064060881104,,0.0,2320.4404296875
2019_699,ref_madre,006406,001,20150064060011104,,1.0,2320.4404296875
2019_699,ref_madre,006406,085,20150064060851104,,0.0,2320.4404296875
2019_699,ref_madre,006406,085,20150064060851104,,0.0,2320.4404296875
2019_699,ref_madre,006411,191,20150064111911100,,1.0,2320.4404296875
2019_699,ref_madre,006411,018,20150064110181104,,1.0,2320.4404296875
2019_699,ref_madre,006421,020,20150064210201104,,1.0,2320.4404296875
2019_699,ref_madre,006421,004,20150064210041104,,1.0,2320.4404296875
2019_699,ref_madre,006421,020,20150064210201104,,0.0,2320.4404296875
2019_699,ref_madre,006421,004,20150064210041104,,1.0,2320.4404296875
2019_699,ref_madre,006421,004,20150064210041104,,0.0,2320.4404296875
2019_699,ref_madre,006421,004,20150064210041104,,1.0,2320.4404296875
2019_699,ref_madre,006427,275,20150064272751104,,1.0,2320.4404296875
2019_699,ref_madre,006427,275,20150064272751104,,1.0,2320.4404296875
2019_699,ref_madre,006427,271,20150064272711100,,1.0,2320.4404296875
2019_699,ref_madre,006478,098,20150064780981104,,1.0,2320.4404296875
2019_699,ref_madre,006478,102,20150064781021104,,1.0,2320.4404296875
2019_699,ref_madre,006478,098,20150064780981104,,1.0,2320.4404296875
2019_699,ref_madre,006478,102,20150064781021104,,1.0,2320.4404296875
2019_699,ref_madre,006480,099,20150064800991104,,1.0,2320.4404296875
2019_699,ref_madre,006480,096,20150064800961104,,1.0,2320.4404296875
2019_699,ref_madre,006480,099,20150064800991104,,1.0,2320.4404296875
2019_699,ref_madre,006480,097,20150064800971104,,1.0,2320.4404296875
2019_699,ref_madre,006480,097,20150064800971104,,1.0,2320.4404296875
2019_699,ref_madre,006480,096,20150064800961104,,1.0,2320.4404296875
2019_699,ref_madre,006480,096,20150064800961104,,1.0,2320.4404296875
2019_699,ref_madre,006480,097,20150064800971104,,1.0,2320.4404296875
2019_699,ref_madre,006480,006,20150064800061104,,1.0,2320.4404296875
2019_699,ref_madre,006480,006,20150064800061104,,1.0,2320.4404296875
2019_699,ref_madre,006501,080,20150065010801100,,1.0,7309.56103515625
2019_699,ref_madre,006501,011,20150065010111104,,1.0,7309.56103515625
2019_699,ref_madre,006524,127,20150065241271100,,1.0,4819.48583984375
2019_699,ref_madre,006524,065,20150065240651100,,1.0,4819.48583984375
2019_699,ref_madre,006533,111,20150065331111104,,0.0,4819.48583984375
2019_699,ref_madre,006533,018,20150065330181104,,1.0,4819.48583984375
2019_699,ref_madre,006533,018,20150065330181104,,1.0,4819.48583984375
2019_699,ref_madre,006533,071,20150065330711104,,1.0,4819.48583984375
2019_699,ref_madre,006533,018,20150065330181104,,1.0,4819.48583984375
2019_699,ref_madre,006533,018,20150065330181104,,0.0,4819.48583984375
2019_699,ref_madre,006533,071,20150065330711104,,0.0,4819.48583984375
2019_699,ref_madre,006558,029,20150065580291100,,1.0,5411.54736328125
2019_699,ref_madre,006558,082,20150065580821100,,1.0,5411.54736328125
2019_699,ref_madre,006583,081,20150065830811104,,0.0,2963.2197265625
2019_699,ref_madre,006583,083,20150065830831100,,1.0,2963.2197265625
2019_699,ref_madre,006583,081,20150065830811104,,1.0,2963.2197265625
2019_699,ref_madre,006583,015,20150065830151104,,1.0,2963.2197265625
2019_699,ref_madre,006588,080,20150065880801100,,1.0,2963.2197265625
2019_699,ref_madre,006588,004,20150065880041104,,1.0,2963.2197265625
2019_699,ref_madre,006588,004,20150065880041104,,1.0,2963.2197265625
2019_699,ref_madre,006588,079,20150065880791104,,0.0,2963.2197265625
2019_699,ref_madre,006588,082,20150065880821104,,1.0,2963.2197265625
2019_699,ref_madre,006594,004,20150065940041104,,0.0,2481.01953125
2019_699,ref_madre,006594,005,20150065940051104,,0.0,2481.01953125
2019_699,ref_madre,006611,110,20150066111101104,,1.0,2481.01953125
2019_699,ref_madre,006611,035,20150066110351104,,0.0,2481.01953125
2019_699,ref_madre,006611,110,20150066111101104,,1.0,2481.01953125
2019_699,ref_madre,006611,110,20150066111101104,,1.0,2481.01953125
2019_699,ref_madre,006611,035,20150066110351104,,1.0,2481.01953125
2019_699,ref_madre,006611,035,20150066110351104,,0.0,2481.01953125
2019_699,ref_madre,006611,035,20150066110351104,,0.0,2481.01953125
2019_699,ref_madre,006626,026,20150066260261104,,1.0,2481.01953125
2019_699,ref_madre,006626,028,20150066260281104,,0.0,2481.01953125
2019_699,ref_madre,006626,026,20150066260261104,,1.0,2481.01953125
2019_699,ref_madre,006626,028,20150066260281104,,1.0,2481.01953125
2019_699,ref_madre,006635,129,20150066351291104,,1.0,2481.01953125
2019_699,ref_madre,006635,018,20150066350181100,,0.0,2481.01953125
2019_699,ref_madre,006657,049,20150066570491104,,1.0,2481.01953125
2019_699,ref_madre,006657,049,20150066570491104,,1.0,2481.01953125
2019_699,ref_madre,006662,130,20150066621301104,,0.0,2481.01953125
2019_699,ref_madre,006662,130,20150066621301104,,0.0,2481.01953125
2019_699,ref_madre,006662,130,20150066621301104,,0.0,2481.01953125
2019_699,ref_madre,006665,121,20150066651211104,,0.0,2481.01953125
2019_699,ref_madre,006665,121,20150066651211104,,1.0,2481.01953125
2019_699,ref_madre,006681,049,20150066810491100,,0.0,2820.0185546875
2019_699,ref_madre,006681,077,20150066810771104,,1.0,2820.0185546875
2019_699,ref_madre,006697,081,20150066970811104,,1.0,2115.1171875
2019_699,ref_madre,006697,028,20150066970281104,,0.0,2115.1171875
2019_699,ref_madre,006697,081,20150066970811104,,0.0,2115.1171875
2019_699,ref_madre,006697,081,20150066970811104,,0.0,2115.1171875
2019_699,ref_madre,006697,028,20150066970281104,,0.0,2115.1171875
2019_699,ref_madre,006697,028,20150066970281104,,0.0,2115.1171875
2019_699,ref_madre,006697,094,20150066970941104,,0.0,2115.1171875
2019_699,ref_madre,006697,094,20150066970941104,,1.0,2115.1171875
2019_699,ref_madre,006699,065,20150066990651100,,1.0,2642.863037109375
2019_699,ref_madre,006723,084,20150067230841100,,1.0,2115.1171875
2019_699,ref_madre,006723,094,20150067230941104,,1.0,2115.1171875
2019_699,ref_madre,006732,050,20150067320501100,,1.0,2820.0185546875
2019_699,ref_madre,006737,081,20150067370811104,,1.0,2642.863037109375
2019_699,ref_madre,006737,002,20150067370021100,,1.0,2642.863037109375
2019_699,ref_madre,006737,081,20150067370811104,,0.0,2642.863037109375
2019_699,ref_madre,006738,049,20150067380491100,,1.0,4282.947265625
2019_699,ref_madre,006738,096,20150067380961100,,0.0,4282.947265625
2019_699,ref_madre,006738,018,20150067380181104,,0.0,4282.947265625
2019_699,ref_madre,006738,065,20150067380651100,,1.0,4282.947265625
2019_699,ref_madre,006738,018,20150067380181104,,1.0,4282.947265625
2019_699,ref_madre,006752,053,20150067520531104,,1.0,4282.947265625
2019_699,ref_madre,006752,053,20150067520531104,,0.0,4282.947265625
2019_699,ref_madre,006787,012,20150067870121100,,1.0,4161.39794921875
2019_699,ref_madre,006787,020,20150067870201104,,0.0,4161.39794921875
2019_699,ref_madre,006787,047,20150067870471104,,1.0,4161.39794921875
2019_699,ref_madre,006787,072,20150067870721104,,0.0,4161.39794921875
2019_699,ref_madre,006787,072,20150067870721104,,1.0,4161.39794921875
2019_699,ref_madre,006838,132,20150068381321100,,1.0,4193.8525390625
2019_699,ref_madre,006838,007,20150068380071104,,0.0,4193.8525390625
2019_699,ref_madre,006874,028,20150068740281104,,0.0,1314.93115234375
2019_699,ref_madre,006874,005,20150068740051104,,0.0,1314.93115234375
2019_699,ref_madre,006874,005,20150068740051104,,0.0,1314.93115234375
2019_699,ref_madre,006918,096,20150069180961100,,1.0,5116.84814453125
2019_699,ref_madre,006918,119,20150069181191100,,1.0,5116.84814453125
2019_699,ref_madre,006920,064,20150069200641104,,1.0,6822.4638671875
2019_699,ref_madre,006920,064,20150069200641104,,1.0,6822.4638671875
2019_699,ref_madre,006920,034,20150069200341104,,0.0,6822.4638671875
2019_699,ref_madre,006920,034,20150069200341104,,0.0,6822.4638671875
2019_699,ref_madre,006920,064,20150069200641104,,1.0,6822.4638671875
2019_699,ref_madre,006920,034,20150069200341104,,1.0,6822.4638671875
2019_699,ref_madre,006920,064,20150069200641104,,0.0,6822.4638671875
2019_699,ref_madre,006926,055,20150069260551104,,1.0,8214.296875
2019_699,ref_madre,006926,141,20150069261411104,,1.0,8214.296875
2019_699,ref_madre,006926,141,20150069261411104,,1.0,8214.296875
2019_699,ref_madre,006926,055,20150069260551104,,1.0,8214.296875
2019_699,ref_madre,006942,156,20150069421561104,,1.0,7457.3544921875
2019_699,ref_madre,006942,100,20150069421001104,,1.0,7457.3544921875
2019_699,ref_madre,006942,156,20150069421561104,,1.0,7457.3544921875
2019_699,ref_madre,006942,100,20150069421001104,,1.0,7457.3544921875
2019_699,ref_madre,006945,023,20150069450231104,,1.0,8978.783203125
2019_699,ref_madre,006945,005,20150069450051100,,1.0,8978.783203125
2019_699,ref_madre,006956,049,20150069560491104,,1.0,6620.90771484375
2019_699,ref_madre,006956,049,20150069560491104,,1.0,6620.90771484375
2019_699,ref_madre,007006,044,20150070060441100,,1.0,2816.847412109375
2019_699,ref_madre,007006,041,20150070060411100,,1.0,2816.847412109375
2019_699,ref_madre,007032,074,20150070320741104,,1.0,2816.847412109375
2019_699,ref_madre,007032,074,20150070320741104,,1.0,2816.847412109375
2019_699,ref_madre,007039,004,20150070390041104,,1.0,2816.847412109375
2019_699,ref_madre,007039,004,20150070390041104,,1.0,2816.847412109375
2019_699,ref_madre,007054,097,20150070540971100,,1.0,2816.847412109375
2019_699,ref_madre,007054,101,20150070541011104,,1.0,2816.847412109375
2019_699,ref_madre,007054,101,20150070541011104,,1.0,2816.847412109375
2019_699,ref_madre,007054,101,20150070541011104,,1.0,2816.847412109375
2019_699,ref_madre,007070,070,20150070700701104,,1.0,3823.138671875
2019_699,ref_madre,007070,070,20150070700701104,,1.0,3823.138671875
2019_699,ref_madre,007070,070,20150070700701104,,1.0,3823.138671875
2019_699,ref_madre,007071,079,20150070710791104,,1.0,3823.138671875
2019_699,ref_madre,007071,078,20150070710781104,,0.0,3823.138671875
2019_699,ref_madre,007071,079,20150070710791104,,1.0,3823.138671875
2019_699,ref_madre,007071,078,20150070710781104,,1.0,3823.138671875
2019_699,ref_madre,007085,005,20150070850051104,,0.0,9213.7421875
2019_699,ref_madre,007085,005,20150070850051104,,1.0,9213.7421875
2019_699,ref_madre,007085,005,20150070850051104,,1.0,9213.7421875
2019_699,ref_madre,007112,088,20150071120881100,,1.0,7230.7158203125
2019_699,ref_madre,007112,116,20150071121161104,,0.0,7230.7158203125
2019_699,ref_madre,007112,116,20150071121161104,,1.0,7230.7158203125
2019_699,ref_madre,007112,116,20150071121161104,,1.0,7230.7158203125
2019_699,ref_madre,007141,054,20150071410541104,,1.0,9213.7421875
2019_699,ref_madre,007141,072,20150071410721104,,1.0,9213.7421875
2019_699,ref_madre,007141,019,20150071410191104,,1.0,9213.7421875
2019_699,ref_madre,007141,019,20150071410191104,,1.0,9213.7421875
2019_699,ref_madre,007155,064,20150071550641104,,1.0,9641.0234375
2019_699,ref_madre,007155,064,20150071550641104,,0.0,9641.0234375
2019_699,ref_madre,007155,064,20150071550641104,,0.0,9641.0234375
2019_699,ref_madre,007164,003,20150071640031104,,1.0,10568.5576171875
2019_699,ref_madre,007173,027,20150071730271100,,1.0,10140.0361328125
2019_699,ref_madre,007210,037,20150072100371104,,0.0,8282.0732421875
2019_699,ref_madre,007210,005,20150072100051104,,1.0,8282.0732421875
2019_699,ref_madre,007210,037,20150072100371104,,1.0,8282.0732421875
2019_699,ref_madre,007210,005,20150072100051104,,1.0,8282.0732421875
2019_699,ref_madre,007210,037,20150072100371104,,1.0,8282.0732421875
2019_699,ref_madre,007210,037,20150072100371104,,1.0,8282.0732421875
2019_699,ref_madre,007210,068,20150072100681104,,1.0,8282.0732421875
2019_699,ref_madre,007219,034,20150072190341104,,0.0,3206.85107421875
2019_699,ref_madre,007219,034,20150072190341104,,0.0,3206.85107421875
2019_699,ref_madre,007219,034,20150072190341104,,1.0,3206.85107421875
