anio,edad_aprox,grupo,matricula_pct,n
2007,15,jefe_superior,76.09877534215443,55
2007,15,jefe_no_superior,69.63324859071977,300
2008,16,jefe_superior,75.84928885091416,55
2008,16,jefe_no_superior,57.00094028442299,300
2009,17,jefe_superior,88.16742427912526,55
2009,17,jefe_no_superior,49.02507039749412,300
2010,18,jefe_superior,64.63556128723368,55
2010,18,jefe_no_superior,45.0205927616117,300
2011,19,jefe_superior,65.86458247978626,55
2011,19,jefe_no_superior,40.206493483263785,300
