label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2016-2020,1620,1885,5,67.1688322611772,86.61793939424359,51.08440791703954,35.53353147720405,13.382060605756408,13.382060605756408,14.07201207922303,6.847957758939252,5.80005243258029,8.813509206461479,51.08440791703954
