from,to,gana_sis,pierde_sis
2019,2020,14.997421317564969,9.028303275092654
2020,2021,14.531417193320683,9.861568174212348
2021,2022,15.875262388206865,9.211217804708447
2022,2023,15.150341803151157,9.474239977069388
