label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2007-2011,0711,1129,5,34.43933159825617,57.045821303961304,14.532267453961015,42.513553850000285,42.954178696038696,42.954178696038696,14.164071393647996,9.301377670161747,9.423925157257909,9.624179628932634,14.532267453961015
