label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2018-2022,1822,1990,5,69.44120503849986,89.28594890970095,53.431440682538835,35.85450822716212,10.714051090299048,10.714051090299048,14.420726302214312,6.413005611993872,7.281020998212716,7.739755314741224,53.431440682538835
