label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2011-2015,1115,2630,5,69.50406351041237,83.08443958311796,54.7933754628246,28.291064120293356,16.91556041688204,16.91556041688204,7.4142885962733,5.622975225599781,6.122000003215162,9.131800295205117,54.7933754628246
