label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2013-2017,1317,2124,5,65.068494820017,79.28674616230182,49.88666180215062,29.400084360151197,20.713253837698183,20.713253837698183,8.123322780229266,5.644165609288875,6.03287279200738,9.599723178625679,49.88666180215062
