label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2016-2020,1620,1940,5,18.203564089941437,39.93323046169985,4.3639962485447406,35.56923421315511,60.06676953830015,60.06676953830015,18.11658775655812,6.280242726841599,6.1688489222794,5.003554807475993,4.3639962485447406
