label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2013-2017,1317,1784,5,19.41965648683946,39.95976933776528,4.673072525856088,35.2866968119092,60.04023066223472,60.04023066223472,14.471555147220618,8.591956241887084,6.815289517283908,5.407895905517587,4.673072525856088
