label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2015-2019,1519,1866,5,18.299011998617114,39.08505541700457,3.7756067840422887,35.30944863296227,60.91494458299543,60.91494458299543,15.561759450209129,7.849433466778051,6.2366231747914895,5.661632541183609,3.7756067840422887
