from,to,entry_rate,exit_rate
2018,2019,9.9958835920209,45.311477660755244
2019,2020,18.32402772786514,36.926458173276814
2020,2021,10.517847255726231,55.506808918954235
2021,2022,14.869991063232888,35.88490886745718
