label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2007-2011,0711,1358,5,77.26066021492534,87.75585701881427,64.73827874264245,23.0175782761718,12.244142981185735,12.244142981185735,4.333045887197395,5.245131519412891,5.969005042854848,7.470395826706669,64.73827874264245
