label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2014-2018,1418,1689,5,19.367271618676483,39.10536927328114,4.827318146758787,34.27805112652235,60.89463072671886,60.89463072671886,13.144230277359165,9.181133515427563,6.617479283568303,5.335208050167321,4.827318146758787
