ubigeo_onpe,departamento,provincia,distrito,keiko_share_2021,keiko_share_2026,participacion,electores
140508,LIMA,HUAURA,LEONCIO PRADO,76.47,78.82,69.57,1801.0
140509,LIMA,HUAURA,PACCHO,59.26,57.64,63.05,1253.0
140511,LIMA,HUAURA,SANTA LEONOR,68.6,71.74,60.63,894.0
140512,LIMA,HUAURA,SANTA MARÍA,54.87,55.22,78.81,28309.0
140513,LIMA,HUAURA,SAYAN,40.95,40.55,78.38,17697.0
140516,LIMA,HUAURA,VEGUETA,45.91,46.16,79.76,18719.0
140102,LIMA,LIMA,ANCÓN,59.97,57.81,80.38,38964.0
140103,LIMA,LIMA,ATE,55.44,55.61,79.67,467474.0
140125,LIMA,LIMA,BARRANCO,79.18,76.22,78.45,46193.0
140104,LIMA,LIMA,BREÑA,72.0,68.46,77.44,99483.0
140105,LIMA,LIMA,CARABAYLLO,55.65,56.34,81.55,224528.0
140107,LIMA,LIMA,CHACLACAYO,63.31,62.59,80.5,43266.0
140108,LIMA,LIMA,CHORRILLOS,71.53,69.65,81.18,263034.0
140139,LIMA,LIMA,CIENEGUILLA,56.66,54.71,82.36,23773.0
140106,LIMA,LIMA,COMAS,63.11,62.29,81.57,438549.0
140135,LIMA,LIMA,EL AGUSTINO,62.35,62.36,81.49,164367.0
140134,LIMA,LIMA,INDEPENDENCIA,62.6,62.21,81.55,176400.0
140133,LIMA,LIMA,JESÚS MARÍA,74.5,69.43,74.04,109816.0
140110,LIMA,LIMA,LA MOLINA,78.56,75.32,78.54,163748.0
140109,LIMA,LIMA,LA VICTORIA,70.09,69.0,76.81,187665.0
140101,LIMA,LIMA,LIMA,68.71,66.57,77.25,297774.0
140111,LIMA,LIMA,LINCE,74.98,71.05,74.23,79672.0
140142,LIMA,LIMA,LOS OLIVOS,63.75,62.2,81.39,306644.0
140112,LIMA,LIMA,LURIGANCHO,52.07,53.0,79.34,145649.0
140113,LIMA,LIMA,LURÍN,64.85,64.05,82.03,65481.0
140114,LIMA,LIMA,MAGDALENA DEL MAR,79.17,75.04,76.66,71813.0
140115,LIMA,LIMA,MIRAFLORES,84.55,81.08,72.9,133429.0
140116,LIMA,LIMA,PACHACÁMAC,53.15,53.85,81.71,77328.0
140118,LIMA,LIMA,PUCUSANA,63.52,60.89,81.92,11237.0
140117,LIMA,LIMA,PUEBLO LIBRE,77.59,73.07,76.21,96296.0
140119,LIMA,LIMA,PUENTE PIEDRA,54.49,56.09,81.36,251078.0
140120,LIMA,LIMA,PUNTA HERMOSA,75.03,66.84,82.38,7334.0
140121,LIMA,LIMA,PUNTA NEGRA,72.04,69.06,79.48,6368.0
140122,LIMA,LIMA,RÍMAC,69.72,67.95,79.44,165542.0
140123,LIMA,LIMA,SAN BARTOLO,68.92,68.6,82.45,6725.0
140140,LIMA,LIMA,SAN BORJA,83.92,80.71,76.71,124922.0
140124,LIMA,LIMA,SAN ISIDRO,88.11,84.23,74.21,76210.0
140137,LIMA,LIMA,SAN JUAN DE LURIGANCHO,58.0,58.67,81.24,794420.0
140136,LIMA,LIMA,SAN JUAN DE MIRAFLORES,64.9,63.57,81.6,331663.0
140138,LIMA,LIMA,SAN LUIS,70.32,68.74,79.16,57941.0
140126,LIMA,LIMA,SAN MARTÍN DE PORRES,65.86,64.58,79.65,534617.0
140127,LIMA,LIMA,SAN MIGUEL,78.9,75.01,78.37,149341.0
140143,LIMA,LIMA,SANTA ANITA,58.39,58.51,81.32,189494.0
140128,LIMA,LIMA,SANTA MARÍA DEL MAR,78.96,78.05,83.88,1501.0
140129,LIMA,LIMA,SANTA ROSA,54.92,55.9,79.39,15352.0
140130,LIMA,LIMA,SANTIAGO DE SURCO,82.19,78.88,77.5,332221.0
140131,LIMA,LIMA,SURQUILLO,76.33,73.32,77.96,94871.0
140141,LIMA,LIMA,VILLA EL SALVADOR,64.35,63.27,83.57,336196.0
140132,LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,63.61,62.65,81.37,350202.0
141004,LIMA,OYÓN,ANDAJES,61.57,69.9,54.93,497.0
141003,LIMA,OYÓN,CAUJUL,70.61,66.97,64.47,470.0
141006,LIMA,OYÓN,COCHAMARCA,54.0,52.47,73.1,1260.0
141002,LIMA,OYÓN,NAVAN,47.61,50.29,69.95,732.0
141001,LIMA,OYÓN,OYÓN,35.19,36.45,65.44,7262.0
141005,LIMA,OYÓN,PACHANGARA,57.18,59.35,70.13,2380.0
140702,LIMA,YAUYOS,ALIS,23.47,34.29,59.06,342.0
140703,LIMA,YAUYOS,ALLAUCA,34.33,34.88,63.61,1253.0
140704,LIMA,YAUYOS,AYAVIRI,63.52,58.02,65.38,491.0
140705,LIMA,YAUYOS,AZÁNGARO,41.84,41.83,54.51,565.0
140706,LIMA,YAUYOS,CACRA,30.69,37.9,67.34,444.0
140707,LIMA,YAUYOS,CARANIA,47.93,53.1,62.63,198.0
140733,LIMA,YAUYOS,CATAHUASI,38.37,38.54,76.51,1043.0
140710,LIMA,YAUYOS,CHOCOS,29.38,31.75,66.75,1161.0
140708,LIMA,YAUYOS,COCHAS,57.61,69.66,67.14,140.0
140709,LIMA,YAUYOS,COLONIA,35.08,37.13,64.25,1298.0
140730,LIMA,YAUYOS,HONGOS,58.23,52.17,65.15,373.0
140711,LIMA,YAUYOS,HUAMPARA,53.38,56.56,38.79,348.0
140712,LIMA,YAUYOS,HUANCAYA,49.8,44.59,56.31,444.0
140715,LIMA,YAUYOS,HUAÑEC,56.69,54.1,61.79,424.0
140713,LIMA,YAUYOS,HUANGASCAR,35.03,36.87,57.99,676.0
140714,LIMA,YAUYOS,HUANTAN,44.15,42.5,59.05,735.0
140716,LIMA,YAUYOS,LARAOS,36.92,45.45,63.76,425.0
140717,LIMA,YAUYOS,LINCHA,37.77,29.9,64.15,915.0
140731,LIMA,YAUYOS,MADEAN,44.7,41.87,65.92,763.0
140718,LIMA,YAUYOS,MIRAFLORES,44.07,41.67,57.47,221.0
140719,LIMA,YAUYOS,OMAS,49.57,45.51,71.32,659.0
140732,LIMA,YAUYOS,PUTINZA,45.0,46.56,60.2,686.0
140720,LIMA,YAUYOS,QUINCHES,61.66,64.95,54.28,759.0
140721,LIMA,YAUYOS,QUINOCAY,53.76,52.45,66.25,554.0
140722,LIMA,YAUYOS,SAN JOAQUÍN,66.96,66.39,66.86,175.0
140723,LIMA,YAUYOS,SAN PEDRO DE PILAS,56.94,48.31,67.7,322.0
140724,LIMA,YAUYOS,TANTA,61.32,59.31,58.81,556.0
140725,LIMA,YAUYOS,TAURIPAMPA,27.15,20.0,67.13,651.0
140727,LIMA,YAUYOS,TOMÁS,35.14,39.96,64.24,618.0
140726,LIMA,YAUYOS,TUPE,25.57,27.18,64.24,576.0
140728,LIMA,YAUYOS,VIÑAC,38.42,37.3,65.27,1820.0
140729,LIMA,YAUYOS,VITIS,23.87,25.93,57.88,273.0
140701,LIMA,YAUYOS,YAUYOS,31.02,30.61,65.6,1372.0
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,6.7,4.95,54.2,11280.0
150205,LORETO,ALTO AMAZONAS,JEBEROS,22.06,20.26,46.6,3206.0
150206,LORETO,ALTO AMAZONAS,LAGUNAS,29.5,29.33,53.77,9625.0
150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,18.42,21.25,49.6,3248.0
150211,LORETO,ALTO AMAZONAS,TENIENTE CÉSAR LÓPEZ ROJAS,20.11,21.48,61.96,4816.0
150201,LORETO,ALTO AMAZONAS,YURIMAGUAS,36.31,39.77,69.85,57858.0
150702,LORETO,DATEM DEL MARAÑÓN,ANDOAS,34.04,31.09,34.83,7552.0
150701,LORETO,DATEM DEL MARAÑÓN,BARRANCA,34.03,33.16,57.83,10153.0
150703,LORETO,DATEM DEL MARAÑÓN,CAHUAPANAS,5.22,3.09,40.28,5606.0
150704,LORETO,DATEM DEL MARAÑÓN,MANSERICHE,44.31,34.26,52.82,6700.0
150705,LORETO,DATEM DEL MARAÑÓN,MORONA,27.3,23.58,35.76,5800.0
150706,LORETO,DATEM DEL MARAÑÓN,PASTAZA,41.73,34.88,42.43,5932.0
150301,LORETO,LORETO,NAUTA,50.06,51.67,63.22,22484.0
150302,LORETO,LORETO,PARINARI,59.9,58.71,54.63,4803.0
150303,LORETO,LORETO,TIGRE,75.18,72.28,46.82,5961.0
150305,LORETO,LORETO,TROMPETEROS,50.5,51.98,40.94,6267.0
150304,LORETO,LORETO,URARINAS,57.64,53.92,44.6,9337.0
150602,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,67.78,69.04,51.63,9900.0
150601,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,71.48,72.02,59.83,15816.0
150604,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,62.19,65.72,44.79,10779.0
150603,LORETO,MARISCAL RAMÓN CASTILLA,YAVARI,80.73,79.3,50.93,10782.0
150102,LORETO,MAYNAS,ALTO NANAY,69.9,74.82,55.74,2910.0
150112,LORETO,MAYNAS,BELÉN,60.26,62.35,69.16,49471.0
150103,LORETO,MAYNAS,FERNANDO LORES,45.02,49.92,62.01,11705.0
150110,LORETO,MAYNAS,INDIANA,47.16,52.85,59.17,9195.0
150101,LORETO,MAYNAS,IQUITOS,56.17,56.9,71.91,124259.0
150104,LORETO,MAYNAS,LAS AMAZONAS,48.6,53.32,50.9,7678.0
150105,LORETO,MAYNAS,MAZAN,28.87,38.89,55.21,10760.0
150106,LORETO,MAYNAS,NAPO,42.28,38.68,46.13,10188.0
150111,LORETO,MAYNAS,PUNCHANA,58.18,60.83,67.95,63541.0
150113,LORETO,MAYNAS,SAN JUAN BAUTISTA,55.85,58.45,68.85,80841.0
150108,LORETO,MAYNAS,TORRES CAUSANA,27.65,18.31,40.21,4029.0
150901,LORETO,PUTUMAYO,PUTUMAYO,65.78,69.99,42.94,3589.0
150902,LORETO,PUTUMAYO,ROSA PANDURO,75.18,66.1,42.06,340.0
150903,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,62.83,70.26,32.43,2180.0
150904,LORETO,PUTUMAYO,YAGUAS,69.19,86.05,27.83,794.0
150402,LORETO,REQUENA,ALTO TAPICHE,76.27,89.38,44.08,1418.0
150403,LORETO,REQUENA,CAPELO,75.22,68.33,51.17,2353.0
150404,LORETO,REQUENA,EMILIO SAN MARTÍN,65.65,62.9,50.42,4720.0
150410,LORETO,REQUENA,JENARO HERRERA,69.1,71.23,54.19,3362.0
150405,LORETO,REQUENA,MAQUIA,68.01,60.0,50.51,5545.0
150406,LORETO,REQUENA,PUINAHUA,76.07,71.92,54.24,3739.0
150401,LORETO,REQUENA,REQUENA,59.02,58.52,62.61,18741.0
150407,LORETO,REQUENA,SAQUENA,51.76,47.47,52.64,2675.0
150408,LORETO,REQUENA,SOPLIN,61.86,65.38,34.21,722.0
150409,LORETO,REQUENA,TAPICHE,60.55,68.33,44.02,936.0
150411,LORETO,REQUENA,YAQUERANA,78.78,56.22,53.93,1843.0
150501,LORETO,UCAYALI,CONTAMANA,42.7,53.02,62.93,17663.0
150506,LORETO,UCAYALI,INAHUAYA,55.68,62.58,49.16,2154.0
150503,LORETO,UCAYALI,PADRE MÁRQUEZ,31.76,35.91,44.9,4541.0
150504,LORETO,UCAYALI,PAMPA HERMOSA,44.73,42.82,49.61,4225.0
150505,LORETO,UCAYALI,SARAYACU,47.7,51.35,47.46,9448.0
150502,LORETO,UCAYALI,VARGAS GUERRA,35.61,44.18,54.14,6494.0
160202,MADRE DE DIOS,MANÚ,FITZCARRALD,19.75,21.77,39.6,851.0
160204,MADRE DE DIOS,MANÚ,HUEPETUHE,22.72,22.22,71.75,4991.0
160203,MADRE DE DIOS,MANÚ,MADRE DE DIOS,20.43,17.65,64.03,4487.0
160201,MADRE DE DIOS,MANÚ,MANÚ,17.18,16.55,61.9,2084.0
160302,MADRE DE DIOS,TAHUAMANÚ,IBERIA,31.14,34.76,72.77,4377.0
160301,MADRE DE DIOS,TAHUAMANÚ,IÑAPARÍ,55.39,63.01,67.6,1392.0
160303,MADRE DE DIOS,TAHUAMANÚ,TAHUAMANÚ,31.73,32.85,70.61,2212.0
160102,MADRE DE DIOS,TAMBOPATA,INAMBARI,16.3,16.45,68.67,10081.0
160104,MADRE DE DIOS,TAMBOPATA,LABERINTO,14.97,18.02,76.2,4693.0
160103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,25.83,30.19,75.88,8038.0
160101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,32.28,35.39,75.65,73307.0
170203,MOQUEGUA,GENERAL SÁNCHEZ CERRO,CHOJATA,7.5,10.79,65.21,868.0
170202,MOQUEGUA,GENERAL SÁNCHEZ CERRO,COALAQUE,21.27,17.92,74.17,929.0
170204,MOQUEGUA,GENERAL SÁNCHEZ CERRO,ICHUÑA,2.88,7.06,71.7,2177.0
170205,MOQUEGUA,GENERAL SÁNCHEZ CERRO,LA CAPILLA,25.99,25.91,68.01,647.0
170206,MOQUEGUA,GENERAL SÁNCHEZ CERRO,LLOQUE,4.53,5.48,74.87,577.0
170207,MOQUEGUA,GENERAL SÁNCHEZ CERRO,MATALAQUE,10.96,8.57,71.4,521.0
170201,MOQUEGUA,GENERAL SÁNCHEZ CERRO,OMATE,30.25,32.35,77.69,2228.0
170208,MOQUEGUA,GENERAL SÁNCHEZ CERRO,PUQUINA,18.43,19.19,80.07,2032.0
170209,MOQUEGUA,GENERAL SÁNCHEZ CERRO,QUINISTAQUILLAS,10.22,12.03,70.51,468.0
170210,MOQUEGUA,GENERAL SÁNCHEZ CERRO,UBINAS,11.68,13.18,71.06,2018.0
170211,MOQUEGUA,GENERAL SÁNCHEZ CERRO,YUNGA,10.96,9.87,75.4,626.0
170302,MOQUEGUA,ILO,EL ALGARROBAL,20.0,18.92,86.93,1140.0
170301,MOQUEGUA,ILO,ILO,33.78,34.33,79.03,57256.0
170303,MOQUEGUA,ILO,PACOCHA,59.42,55.73,76.97,4751.0
170102,MOQUEGUA,MARISCAL NIETO,CARUMAS,8.49,9.06,74.19,2367.0
170103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,5.74,6.25,71.39,1248.0
170101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,23.91,27.34,79.32,51070.0
170106,MOQUEGUA,MARISCAL NIETO,SAMEGUA,23.94,27.05,79.03,7514.0
170104,MOQUEGUA,MARISCAL NIETO,SAN CRISTÓBAL,5.24,6.56,74.25,2765.0
170105,MOQUEGUA,MARISCAL NIETO,TORATA,13.68,16.59,77.91,7165.0
180202,PASCO,DANIEL ALCIDES CARRIÓN,CHACAYÁN,12.94,21.83,60.18,1906.0
180203,PASCO,DANIEL ALCIDES CARRIÓN,GOYLLARISQUIZGA,14.02,27.85,61.01,577.0
180204,PASCO,DANIEL ALCIDES CARRIÓN,PAUCAR,16.75,20.9,54.74,2055.0
180205,PASCO,DANIEL ALCIDES CARRIÓN,SAN PEDRO DE PILLAO,11.68,16.41,66.43,1266.0
180206,PASCO,DANIEL ALCIDES CARRIÓN,SANTA ANA DE TUSI,11.91,18.02,64.86,4840.0
180207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,15.81,19.24,70.05,1930.0
180208,PASCO,DANIEL ALCIDES CARRIÓN,VILCABAMBA,22.63,24.38,63.48,1380.0
180201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,14.16,18.18,70.56,10056.0
180302,PASCO,OXAPAMPA,CHONTABAMBA,64.19,66.26,75.04,3722.0
180308,PASCO,OXAPAMPA,CONSTITUCIÓN,29.69,29.63,62.61,10383.0
180303,PASCO,OXAPAMPA,HUANCABAMBA,72.84,76.72,75.3,5110.0
180301,PASCO,OXAPAMPA,OXAPAMPA,66.12,68.57,72.71,13214.0
180307,PASCO,OXAPAMPA,PALCAZU,55.31,57.32,59.59,6910.0
180306,PASCO,OXAPAMPA,POZUZO,69.58,73.29,54.05,5056.0
180304,PASCO,OXAPAMPA,PUERTO BERMÚDEZ,55.48,40.89,51.29,15293.0
180305,PASCO,OXAPAMPA,VILLA RICA,57.53,59.74,71.01,13627.0
180101,PASCO,PASCO,CHAUPIMARCA,25.81,32.31,73.33,24033.0
180103,PASCO,PASCO,HUACHÓN,49.77,54.79,61.59,3278.0
180104,PASCO,PASCO,HUARIACA,24.74,32.71,72.2,5540.0
180105,PASCO,PASCO,HUAYLLAY,22.58,26.79,67.98,5893.0
180106,PASCO,PASCO,NINACACA,20.67,24.0,73.54,3794.0
180107,PASCO,PASCO,PALLANCHACRA,20.12,27.46,64.76,2114.0
180108,PASCO,PASCO,PAUCARTAMBO,22.75,27.12,69.61,9924.0
180109,PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACÁN,18.59,25.64,62.32,5228.0
180110,PASCO,PASCO,SIMÓN BOLÍVAR,19.65,28.83,72.99,9946.0
180111,PASCO,PASCO,TICLACAYÁN,22.38,32.2,63.21,3664.0
180112,PASCO,PASCO,TINYAHUARCO,24.37,32.88,73.11,5336.0
180113,PASCO,PASCO,VICCO,37.04,42.35,62.07,3251.0
180114,PASCO,PASCO,YANACANCHA,23.73,30.53,67.44,21356.0
190201,PIURA,AYABACA,AYABACA,17.49,16.57,45.33,26463.0
190202,PIURA,AYABACA,FRÍAS,27.94,28.32,54.62,16292.0
190209,PIURA,AYABACA,JILILÍ,36.05,35.46,62.29,2275.0
190203,PIURA,AYABACA,LAGUNAS,14.79,13.4,56.69,4828.0
190204,PIURA,AYABACA,MONTERO,30.03,25.6,64.11,5208.0
190205,PIURA,AYABACA,PACAIPAMPA,12.98,12.68,47.6,16451.0
190210,PIURA,AYABACA,PAIMAS,39.14,37.6,70.97,7419.0
190206,PIURA,AYABACA,SAPILLICA,12.99,15.76,61.66,8170.0
190207,PIURA,AYABACA,SICCHEZ,33.21,34.88,53.77,2016.0
190208,PIURA,AYABACA,SUYO,61.15,58.14,68.64,9314.0
190302,PIURA,HUANCABAMBA,CANCHAQUE,35.73,33.91,65.66,6430.0
190306,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,23.65,24.03,58.19,9476.0
190301,PIURA,HUANCABAMBA,HUANCABAMBA,39.55,37.69,64.24,22707.0
190303,PIURA,HUANCABAMBA,HUARMACA,31.8,30.35,61.7,27524.0
190308,PIURA,HUANCABAMBA,LALAQUIZ,17.88,17.45,59.06,3840.0
190307,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,22.39,23.18,69.07,7145.0
190304,PIURA,HUANCABAMBA,SONDOR,23.71,23.5,64.55,5588.0
190305,PIURA,HUANCABAMBA,SONDORILLO,28.04,22.49,67.04,7937.0
190402,PIURA,MORROPÓN,BUENOS AIRES,68.35,65.47,74.2,7344.0
190403,PIURA,MORROPÓN,CHALACO,35.4,40.25,62.71,6261.0
190401,PIURA,MORROPÓN,CHULUCANAS,67.46,66.96,77.3,67207.0
190408,PIURA,MORROPÓN,LA MATANZA,47.95,48.26,77.37,11678.0
190404,PIURA,MORROPÓN,MORROPÓN,55.37,52.53,74.34,10234.0
190405,PIURA,MORROPÓN,SALITRAL,56.27,52.26,75.02,6810.0
190410,PIURA,MORROPÓN,SAN JUAN DE BIGOTE,39.82,38.95,68.0,5729.0
190406,PIURA,MORROPÓN,SANTA CATALINA DE MOSSA,30.35,30.57,67.23,3097.0
190407,PIURA,MORROPÓN,SANTO DOMINGO,37.15,38.01,64.07,5753.0
190409,PIURA,MORROPÓN,YAMANGO,21.19,23.27,61.46,7413.0
190502,PIURA,PAITA,AMOTAPE,43.45,43.87,81.35,1861.0
190503,PIURA,PAITA,ARENAL,36.84,39.73,79.05,1036.0
190505,PIURA,PAITA,COLÁN,40.74,39.6,78.65,11290.0
190504,PIURA,PAITA,LA HUACA,53.81,45.76,84.74,9137.0
190501,PIURA,PAITA,PAITA,64.92,60.63,79.57,59892.0
190506,PIURA,PAITA,TAMARINDO,42.17,37.76,80.47,3763.0
190507,PIURA,PAITA,VICHAYAL,45.4,44.79,76.76,3976.0
190103,PIURA,PIURA,CASTILLA,66.98,62.93,77.67,113059.0
190104,PIURA,PIURA,CATACAOS,63.37,60.18,78.42,54767.0
190113,PIURA,PIURA,CURA MORI,48.91,44.2,80.19,12837.0
190114,PIURA,PIURA,EL TALLÁN,46.19,41.68,76.08,3875.0
190105,PIURA,PIURA,LA ARENA,49.28,42.03,73.0,28274.0
190106,PIURA,PIURA,LA UNIÓN,51.35,45.4,77.7,29034.0
190107,PIURA,PIURA,LAS LOMAS,46.89,48.75,71.49,22276.0
190101,PIURA,PIURA,PIURA,70.74,65.99,75.88,145055.0
190109,PIURA,PIURA,TAMBO GRANDE,65.3,61.4,80.66,75961.0
190115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,65.4,60.98,82.66,95849.0
190804,PIURA,SECHURA,BELLAVISTA DE LA UNIÓN,56.68,51.83,82.42,3538.0
190803,PIURA,SECHURA,BERNAL,47.7,40.14,82.16,5192.0
190805,PIURA,SECHURA,CRISTO NOS VALGA,54.67,50.41,78.87,3076.0
190806,PIURA,SECHURA,RINCONADA LLICUAR,42.2,33.32,80.26,2558.0
190801,PIURA,SECHURA,SECHURA,62.54,52.48,79.34,28266.0
190802,PIURA,SECHURA,VICE,69.05,59.61,84.98,11215.0
190602,PIURA,SULLANA,BELLAVISTA,76.48,74.14,79.97,31965.0
190608,PIURA,SULLANA,IGNACIO ESCUDERO,51.03,47.73,82.21,14783.0
190603,PIURA,SULLANA,LANCONES,79.72,78.82,71.98,10306.0
190604,PIURA,SULLANA,MARCAVELICA,70.14,69.67,80.8,21333.0
190605,PIURA,SULLANA,MIGUEL CHECA,67.75,59.47,83.79,6422.0
190606,PIURA,SULLANA,QUERECOTILLO,70.41,70.04,80.44,19637.0
190607,PIURA,SULLANA,SALITRAL,67.81,65.25,83.79,5275.0
190601,PIURA,SULLANA,SULLANA,73.15,69.85,78.61,133302.0
190702,PIURA,TALARA,EL ALTO,58.45,56.23,78.76,6324.0
190703,PIURA,TALARA,LA BREA,53.05,51.47,77.24,10363.0
190704,PIURA,TALARA,LOBITOS,68.69,67.16,78.15,1103.0
190706,PIURA,TALARA,LOS ÓRGANOS,66.4,64.8,77.2,7539.0
190705,PIURA,TALARA,MÁNCORA,83.76,80.44,78.58,7985.0
190701,PIURA,TALARA,PARIÑAS,52.03,50.43,74.13,73715.0
200202,PUNO,AZÁNGARO,ACHAYA,6.09,9.35,83.43,3367.0
200203,PUNO,AZÁNGARO,ARAPA,5.14,7.45,82.14,6510.0
200204,PUNO,AZÁNGARO,ASILLO,2.77,6.13,82.04,12353.0
200201,PUNO,AZÁNGARO,AZÁNGARO,3.72,6.21,85.71,24585.0
200205,PUNO,AZÁNGARO,CAMINACA,6.58,10.31,85.07,3858.0
200206,PUNO,AZÁNGARO,CHUPA,2.24,5.22,82.66,6194.0
200207,PUNO,AZÁNGARO,JOSÉ DOMINGO CHOQUEHUANCA,9.06,10.06,82.83,3588.0
200208,PUNO,AZÁNGARO,MUÑANI,4.8,7.11,82.84,5653.0
200210,PUNO,AZÁNGARO,POTONI,5.17,7.92,84.39,2819.0
200212,PUNO,AZÁNGARO,SAMAN,5.76,8.96,84.28,10101.0
200213,PUNO,AZÁNGARO,SAN ANTON,5.67,9.6,83.36,5909.0
200214,PUNO,AZÁNGARO,SAN JOSÉ,4.86,5.76,79.92,3945.0
200215,PUNO,AZÁNGARO,SAN JUAN DE SALINAS,4.75,6.52,84.26,2992.0
200216,PUNO,AZÁNGARO,SANTIAGO DE PUPUJA,5.13,7.11,81.17,4095.0
200217,PUNO,AZÁNGARO,TIRAPATA,4.14,4.56,81.97,2274.0
200302,PUNO,CARABAYA,AJOYANI,10.78,13.33,80.75,1860.0
200303,PUNO,CARABAYA,AYAPATA,11.26,11.58,73.97,4530.0
200304,PUNO,CARABAYA,COASA,6.97,7.81,76.14,4690.0
200305,PUNO,CARABAYA,CORANI,9.64,14.22,77.17,3115.0
200306,PUNO,CARABAYA,CRUCERO,7.99,9.03,85.02,6021.0
200307,PUNO,CARABAYA,ITUATA,10.71,11.96,75.58,4116.0
200301,PUNO,CARABAYA,MACUSANI,11.48,16.12,80.97,9240.0
200308,PUNO,CARABAYA,OLLACHEA,15.04,12.6,71.23,4087.0
200309,PUNO,CARABAYA,SAN GABÁN,13.26,14.06,74.68,4993.0
200310,PUNO,CARABAYA,USICAYOS,4.53,5.57,80.84,2432.0
200402,PUNO,CHUCUITO,DESAGUADERO,10.49,13.94,81.38,8421.0
200403,PUNO,CHUCUITO,HUACULLANI,5.33,7.54,82.16,3637.0
200401,PUNO,CHUCUITO,JULI,6.87,9.35,80.25,17435.0
200412,PUNO,CHUCUITO,KELLUYO,3.98,7.93,81.56,3920.0
200406,PUNO,CHUCUITO,PISACOMA,6.36,7.63,78.57,2044.0
200407,PUNO,CHUCUITO,POMATA,5.89,9.93,76.54,11834.0
200410,PUNO,CHUCUITO,ZEPITA,4.06,6.71,77.2,12713.0
201204,PUNO,EL COLLAO,CAPASO,9.13,12.39,74.92,634.0
201205,PUNO,EL COLLAO,CONDURIRI,6.12,9.33,81.66,2290.0
201201,PUNO,EL COLLAO,ILAVE,5.19,9.41,81.26,38330.0
201202,PUNO,EL COLLAO,PILCUYO,4.37,6.83,77.98,9293.0
201203,PUNO,EL COLLAO,SANTA ROSA,7.98,11.63,78.85,2780.0
200502,PUNO,HUANCANÉ,COJATA,9.63,12.9,81.59,3651.0
200501,PUNO,HUANCANÉ,HUANCANÉ,5.34,7.23,80.58,17588.0
200511,PUNO,HUANCANÉ,HUATASANI,5.01,5.99,84.87,2208.0
200504,PUNO,HUANCANÉ,INCHUPALLA,3.68,5.05,82.57,2759.0
200506,PUNO,HUANCANÉ,PUSI,3.64,5.8,86.35,4323.0
200507,PUNO,HUANCANÉ,ROSASPATA,3.86,7.43,73.47,4602.0
200508,PUNO,HUANCANÉ,TARACO,5.36,7.83,84.92,11521.0
200509,PUNO,HUANCANÉ,VILQUE CHICO,4.23,6.23,78.3,8337.0
200602,PUNO,LAMPA,CABANILLA,6.9,9.5,84.39,4804.0
200603,PUNO,LAMPA,CALAPUJA,12.93,13.78,83.52,1766.0
200601,PUNO,LAMPA,LAMPA,7.23,9.93,86.84,10096.0
200604,PUNO,LAMPA,NICASIO,8.94,10.23,87.39,2529.0
200605,PUNO,LAMPA,OCUVIRI,9.6,12.73,79.2,1841.0
200606,PUNO,LAMPA,PALCA,9.73,11.64,83.45,1565.0
200607,PUNO,LAMPA,PARATIA,6.44,8.82,78.38,1887.0
200608,PUNO,LAMPA,PUCARA,8.46,10.66,83.31,4848.0
200609,PUNO,LAMPA,SANTA LUCÍA,11.14,12.58,80.61,5672.0
200610,PUNO,LAMPA,VILAVILA,11.13,13.72,84.65,847.0
200702,PUNO,MELGAR,ANTAUTA,6.98,9.83,77.53,4352.0
200701,PUNO,MELGAR,AYAVIRI,7.67,11.67,82.91,19772.0
200703,PUNO,MELGAR,CUPI,8.85,12.0,80.87,1532.0
200704,PUNO,MELGAR,LLALLI,6.15,9.59,81.43,2305.0
200705,PUNO,MELGAR,MACARI,4.57,7.31,81.57,5517.0
200706,PUNO,MELGAR,NUÑOA,6.25,9.35,75.6,7110.0
200707,PUNO,MELGAR,ORURILLO,4.01,6.61,77.3,6470.0
200708,PUNO,MELGAR,SANTA ROSA,7.98,12.71,77.8,4711.0
200709,PUNO,MELGAR,UMACHIRI,7.01,11.34,83.8,2908.0
201302,PUNO,MOHO,CONIMA,4.51,7.28,69.21,3092.0
201304,PUNO,MOHO,HUAYRAPATA,4.79,5.78,73.81,2894.0
201301,PUNO,MOHO,MOHO,5.58,7.43,73.53,12831.0
201303,PUNO,MOHO,TILALI,5.48,6.54,69.47,2535.0
