ubigeo_onpe,departamento,provincia,distrito,keiko_share_2021,keiko_share_2026,participacion,electores
070103,CUSCO,CUSCO,POROY,14.34,22.74,81.31,5777.0
070104,CUSCO,CUSCO,SAN JERÓNIMO,23.9,30.78,81.46,35774.0
070105,CUSCO,CUSCO,SAN SEBASTIÁN,24.55,32.19,79.99,72170.0
070106,CUSCO,CUSCO,SANTIAGO,22.82,31.87,78.27,76786.0
070107,CUSCO,CUSCO,SAYLLA,13.29,19.99,84.49,4281.0
070108,CUSCO,CUSCO,WANCHAQ,41.75,47.73,78.66,61892.0
070808,CUSCO,ESPINAR,ALTO PICHIGUA,3.82,9.12,81.77,2282.0
070802,CUSCO,ESPINAR,CONDOROMA,8.81,13.66,79.44,822.0
070803,CUSCO,ESPINAR,COPORAQUE,4.38,7.6,78.71,11080.0
070801,CUSCO,ESPINAR,ESPINAR,11.43,14.2,78.66,20027.0
070804,CUSCO,ESPINAR,OCORURO,5.92,7.35,78.44,1192.0
070805,CUSCO,ESPINAR,PALLPATA,6.08,9.64,79.56,4623.0
070806,CUSCO,ESPINAR,PICHIGUA,4.75,7.28,81.76,3438.0
070807,CUSCO,ESPINAR,SUYCKUTAMBO,5.7,6.88,72.88,2201.0
070902,CUSCO,LA CONVENCIÓN,ECHARATE,14.55,19.45,57.13,33529.0
070903,CUSCO,LA CONVENCIÓN,HUAYOPATA,19.44,23.14,70.27,4635.0
070911,CUSCO,LA CONVENCIÓN,INKAWASI,8.67,10.14,68.43,3465.0
070909,CUSCO,LA CONVENCIÓN,KIMBIRI,15.28,21.12,69.21,13163.0
070904,CUSCO,LA CONVENCIÓN,MARANURA,14.11,19.33,71.84,5949.0
070915,CUSCO,LA CONVENCIÓN,MEGANTONI,23.83,26.08,50.53,7479.0
070905,CUSCO,LA CONVENCIÓN,OCOBAMBA,5.73,9.79,65.04,4465.0
070910,CUSCO,LA CONVENCIÓN,PICHARI,12.36,16.66,70.48,18230.0
070908,CUSCO,LA CONVENCIÓN,QUELLOUNO,12.94,16.07,67.27,10446.0
070901,CUSCO,LA CONVENCIÓN,SANTA ANA,21.2,26.61,73.94,30039.0
070906,CUSCO,LA CONVENCIÓN,SANTA TERESA,12.34,19.33,70.48,6206.0
070907,CUSCO,LA CONVENCIÓN,VILCABAMBA,8.77,11.67,59.68,9805.0
070913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,18.27,19.66,79.87,1749.0
070912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,19.59,27.0,79.86,1395.0
071002,CUSCO,PARURO,ACCHA,10.39,13.85,68.94,2804.0
071003,CUSCO,PARURO,CCAPI,6.16,13.81,66.97,3076.0
071004,CUSCO,PARURO,COLCHA,18.44,26.6,61.21,1026.0
071005,CUSCO,PARURO,HUANOQUITE,5.8,10.66,76.5,4515.0
071006,CUSCO,PARURO,OMACHA,3.26,5.46,61.25,4681.0
071008,CUSCO,PARURO,PACCARITAMBO,8.47,15.85,67.08,2078.0
071001,CUSCO,PARURO,PARURO,10.91,15.04,74.65,2706.0
071009,CUSCO,PARURO,PILLPINTO,20.16,29.08,62.7,1059.0
071007,CUSCO,PARURO,YAURISQUE,6.55,12.21,81.11,2451.0
071102,CUSCO,PAUCARTAMBO,CAICAY,7.76,13.37,80.04,2330.0
071104,CUSCO,PAUCARTAMBO,CHALLABAMBA,4.14,5.82,70.82,7165.0
071103,CUSCO,PAUCARTAMBO,COLQUEPATA,6.17,9.13,80.83,6755.0
071106,CUSCO,PAUCARTAMBO,HUANCARANI,6.82,9.19,83.38,4922.0
071105,CUSCO,PAUCARTAMBO,KOSÑIPATA,13.0,11.5,71.84,3864.0
071101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,9.14,9.65,77.5,9557.0
071202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,14.2,17.87,78.86,4717.0
071203,CUSCO,QUISPICANCHI,CAMANTI,24.29,22.21,69.73,2058.0
071204,CUSCO,QUISPICANCHI,CCARHUAYO,3.5,5.27,76.63,2473.0
071205,CUSCO,QUISPICANCHI,CCATCA,9.25,12.46,77.26,9528.0
071206,CUSCO,QUISPICANCHI,CUSIPATA,7.58,9.33,77.66,3720.0
071207,CUSCO,QUISPICANCHI,HUARO,11.99,19.42,76.11,3416.0
071208,CUSCO,QUISPICANCHI,LUCRE,16.3,24.69,82.13,3492.0
071209,CUSCO,QUISPICANCHI,MARCAPATA,8.64,12.06,69.3,3762.0
071210,CUSCO,QUISPICANCHI,OCONGATE,3.6,5.38,77.71,11857.0
071211,CUSCO,QUISPICANCHI,OROPESA,18.21,24.82,82.8,6698.0
071212,CUSCO,QUISPICANCHI,QUIQUIJANA,5.05,8.04,76.77,7974.0
071201,CUSCO,QUISPICANCHI,URCOS,13.33,18.29,77.33,9877.0
071302,CUSCO,URUBAMBA,CHINCHERO,8.51,15.72,85.71,9287.0
071303,CUSCO,URUBAMBA,HUAYLLABAMBA,14.09,19.82,81.54,4372.0
071304,CUSCO,URUBAMBA,MACHUPICCHU,19.52,25.6,64.96,6316.0
071305,CUSCO,URUBAMBA,MARAS,8.79,14.29,79.45,5723.0
071306,CUSCO,URUBAMBA,OLLANTAYTAMBO,10.33,18.48,79.46,8388.0
071301,CUSCO,URUBAMBA,URUBAMBA,16.93,23.44,78.14,18021.0
071307,CUSCO,URUBAMBA,YUCAY,15.71,21.78,79.89,2467.0
080201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,14.21,16.08,70.48,7406.0
080203,HUANCAVELICA,ACOBAMBA,ANDABAMBA,7.99,11.61,74.11,2731.0
080202,HUANCAVELICA,ACOBAMBA,ANTA,11.12,15.92,61.07,4421.0
080204,HUANCAVELICA,ACOBAMBA,CAJA,20.58,24.35,68.59,1856.0
080205,HUANCAVELICA,ACOBAMBA,MARCAS,18.58,22.83,66.88,1567.0
080206,HUANCAVELICA,ACOBAMBA,PAUCARA,11.33,15.92,71.37,8510.0
080207,HUANCAVELICA,ACOBAMBA,POMACOCHA,16.34,19.4,67.57,2553.0
080208,HUANCAVELICA,ACOBAMBA,ROSARIO,11.41,16.49,66.66,4454.0
080302,HUANCAVELICA,ANGARAES,ANCHONGA,3.0,9.16,75.08,5421.0
080303,HUANCAVELICA,ANGARAES,CALLANMARCA,9.45,14.29,67.62,667.0
080312,HUANCAVELICA,ANGARAES,CCOCHACCASA,7.11,12.3,74.71,2558.0
080305,HUANCAVELICA,ANGARAES,CHINCHO,33.33,32.99,69.58,950.0
080304,HUANCAVELICA,ANGARAES,CONGALLA,10.64,12.17,67.3,2905.0
080306,HUANCAVELICA,ANGARAES,HUALLAY - GRANDE,10.39,12.19,72.93,1086.0
080307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,10.37,11.84,67.6,1102.0
080308,HUANCAVELICA,ANGARAES,JULCAMARCA,14.58,13.95,70.14,931.0
080301,HUANCAVELICA,ANGARAES,LIRCAY,13.66,19.04,69.89,17993.0
080309,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,13.08,16.79,68.99,803.0
080310,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,18.1,20.82,71.55,1023.0
080311,HUANCAVELICA,ANGARAES,SECCLLA,6.14,11.73,73.33,2160.0
080402,HUANCAVELICA,CASTROVIRREYNA,ARMA,47.24,43.9,55.93,1350.0
080403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,23.45,17.82,62.74,1503.0
080405,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,29.69,28.44,59.65,1207.0
080401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,31.85,28.77,65.3,2467.0
080408,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,19.48,27.41,62.77,881.0
080406,HUANCAVELICA,CASTROVIRREYNA,COCAS,36.12,34.26,60.22,817.0
080409,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,25.35,30.12,63.22,1520.0
080410,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,41.77,43.65,61.67,527.0
080414,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,35.01,34.15,58.2,1012.0
080422,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,41.82,40.5,70.89,718.0
080429,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,14.86,18.14,65.33,1122.0
080427,HUANCAVELICA,CASTROVIRREYNA,TANTARA,60.64,55.64,58.77,730.0
080428,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,35.84,36.86,65.08,1492.0
080702,HUANCAVELICA,CHURCAMPA,ANCO,10.88,13.38,62.74,4343.0
080703,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,20.41,23.01,64.31,1855.0
080701,HUANCAVELICA,CHURCAMPA,CHURCAMPA,13.93,19.09,64.27,4061.0
080711,HUANCAVELICA,CHURCAMPA,COSME,13.36,14.04,69.93,2341.0
080704,HUANCAVELICA,CHURCAMPA,EL CARMEN,14.02,16.03,62.47,2009.0
080705,HUANCAVELICA,CHURCAMPA,LA MERCED,24.69,25.37,65.17,646.0
080706,HUANCAVELICA,CHURCAMPA,LOCROJA,11.29,10.64,65.84,3100.0
080710,HUANCAVELICA,CHURCAMPA,PACHAMARCA,17.59,23.84,58.42,1787.0
080707,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,18.11,19.27,65.34,4039.0
080708,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,28.25,28.14,69.36,718.0
080709,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,22.67,26.26,60.38,2327.0
080102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,25.73,28.19,68.94,1961.0
080103,HUANCAVELICA,HUANCAVELICA,ACORIA,10.15,12.57,66.3,16904.0
080119,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,9.95,15.93,81.5,8836.0
080104,HUANCAVELICA,HUANCAVELICA,CONAYCA,14.46,17.06,60.92,737.0
080105,HUANCAVELICA,HUANCAVELICA,CUENCA,22.61,25.71,64.65,1519.0
080106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,13.78,14.97,72.3,1715.0
080101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,12.59,17.42,77.92,30962.0
080120,HUANCAVELICA,HUANCAVELICA,HUANDO,11.06,14.11,65.59,5374.0
080108,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,14.33,16.51,63.48,597.0
080109,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,33.86,39.11,69.43,952.0
080110,HUANCAVELICA,HUANCAVELICA,LARIA,13.05,17.95,63.14,757.0
080111,HUANCAVELICA,HUANCAVELICA,MANTA,19.31,18.63,65.69,749.0
080112,HUANCAVELICA,HUANCAVELICA,MARISCAL CÁCERES,27.85,31.74,66.58,763.0
080113,HUANCAVELICA,HUANCAVELICA,MOYA,26.72,26.32,61.88,1023.0
080114,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,7.33,9.92,71.35,1546.0
080115,HUANCAVELICA,HUANCAVELICA,PALCA,12.28,13.64,70.81,2398.0
080116,HUANCAVELICA,HUANCAVELICA,PILCHACA,25.21,24.15,65.2,592.0
080117,HUANCAVELICA,HUANCAVELICA,VILCA,16.82,22.14,62.98,1791.0
080118,HUANCAVELICA,HUANCAVELICA,YAULI,7.21,11.75,76.45,16016.0
080601,HUANCAVELICA,HUAYTARA,AYAVI,39.24,39.33,63.95,724.0
080602,HUANCAVELICA,HUAYTARA,CÓRDOVA,35.64,33.63,58.13,1273.0
080603,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,27.23,23.4,58.91,404.0
080604,HUANCAVELICA,HUAYTARA,HUAYTARA,37.15,39.77,68.24,1678.0
080605,HUANCAVELICA,HUAYTARA,LARAMARCA,37.23,38.24,62.25,551.0
080606,HUANCAVELICA,HUAYTARA,OCOYO,26.22,31.74,53.18,976.0
080607,HUANCAVELICA,HUAYTARA,PILPICHACA,17.21,23.41,65.03,3320.0
080608,HUANCAVELICA,HUAYTARA,QUERCO,37.4,33.04,52.6,768.0
080609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,25.33,25.92,56.46,712.0
080610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,36.76,29.2,58.67,1304.0
080611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,37.35,42.0,53.35,1031.0
080612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,42.28,35.22,66.57,667.0
080613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,43.28,34.8,49.65,2427.0
080614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,14.29,18.31,50.9,670.0
080615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,38.19,39.96,54.3,919.0
080616,HUANCAVELICA,HUAYTARA,TAMBO,44.42,40.15,61.66,866.0
080502,HUANCAVELICA,TAYACAJA,ACOSTAMBO,15.7,17.91,70.05,3456.0
080503,HUANCAVELICA,TAYACAJA,ACRAQUIA,12.61,16.67,74.1,3598.0
080504,HUANCAVELICA,TAYACAJA,AHUAYCHA,13.51,14.13,71.12,3636.0
080529,HUANCAVELICA,TAYACAJA,ANDAYMARCA,14.42,17.52,66.05,1617.0
080506,HUANCAVELICA,TAYACAJA,COLCABAMBA,8.4,10.66,62.9,10393.0
080509,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,13.03,16.75,72.94,7824.0
080511,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,33.4,34.21,67.34,2477.0
080512,HUANCAVELICA,TAYACAJA,HUARIBAMBA,12.17,14.4,60.69,3747.0
080515,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,20.13,25.58,75.1,1466.0
080501,HUANCAVELICA,TAYACAJA,PAMPAS,19.14,23.03,69.97,7303.0
080517,HUANCAVELICA,TAYACAJA,PAZOS,10.47,13.96,76.66,5013.0
080531,HUANCAVELICA,TAYACAJA,PICHOS,6.81,13.11,74.46,1727.0
080528,HUANCAVELICA,TAYACAJA,QUICHUAS,12.36,12.85,68.48,3522.0
080518,HUANCAVELICA,TAYACAJA,QUISHUAR,28.09,33.24,66.51,624.0
080530,HUANCAVELICA,TAYACAJA,ROBLE,9.63,12.77,73.69,840.0
080519,HUANCAVELICA,TAYACAJA,SALCABAMBA,26.5,23.48,64.9,3487.0
080526,HUANCAVELICA,TAYACAJA,SALCAHUASI,31.83,34.91,62.76,2637.0
080520,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,18.79,23.68,63.25,2321.0
080532,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,10.68,14.9,76.71,1022.0
080523,HUANCAVELICA,TAYACAJA,SURCUBAMBA,24.63,24.63,61.37,3769.0
080525,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,20.29,30.95,60.28,2213.0
090201,HUÁNUCO,AMBO,AMBO,37.32,40.6,73.65,13759.0
090202,HUÁNUCO,AMBO,CAYNA,21.35,24.37,66.73,2807.0
090203,HUÁNUCO,AMBO,COLPAS,12.15,16.6,57.34,2131.0
090204,HUÁNUCO,AMBO,CONCHAMARCA,36.52,40.95,74.27,4447.0
090205,HUÁNUCO,AMBO,HUACAR,33.07,33.99,70.6,6755.0
090206,HUÁNUCO,AMBO,SAN FRANCISCO,29.93,34.01,66.36,1825.0
090207,HUÁNUCO,AMBO,SAN RAFAEL,22.71,23.12,65.75,7985.0
090208,HUÁNUCO,AMBO,TOMAY - KICHWA,45.63,51.02,75.85,3337.0
090307,HUÁNUCO,DOS DE MAYO,CHUQUIS,12.04,16.4,60.03,3100.0
090301,HUÁNUCO,DOS DE MAYO,LA UNIÓN,22.44,26.65,65.65,3793.0
090312,HUÁNUCO,DOS DE MAYO,MARÍAS,11.46,16.65,56.87,4408.0
090314,HUÁNUCO,DOS DE MAYO,PACHAS,19.48,29.62,66.01,5095.0
090316,HUÁNUCO,DOS DE MAYO,QUIVILLA,13.21,19.45,58.12,948.0
090317,HUÁNUCO,DOS DE MAYO,RIPÁN,24.17,32.09,66.02,4385.0
090321,HUÁNUCO,DOS DE MAYO,SHUNQUI,32.14,36.76,64.37,1667.0
090322,HUÁNUCO,DOS DE MAYO,SILLAPATA,14.73,19.45,61.68,2612.0
090323,HUÁNUCO,DOS DE MAYO,YANAS,24.21,30.25,63.85,2252.0
090903,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,15.43,22.35,60.06,2261.0
090904,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,16.96,19.27,48.54,1339.0
090901,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,17.03,19.55,57.06,4250.0
090902,HUÁNUCO,HUACAYBAMBA,PINRA,17.22,18.44,59.67,4944.0
090402,HUÁNUCO,HUAMALIES,ARANCAY,18.42,23.96,45.8,1511.0
090403,HUÁNUCO,HUAMALIES,CHAVÍN DE PARIARCA,14.57,21.07,66.36,3112.0
090404,HUÁNUCO,HUAMALIES,JACAS GRANDE,13.85,18.87,59.34,4907.0
090405,HUÁNUCO,HUAMALIES,JIRCÁN,30.37,30.97,47.74,1286.0
090401,HUÁNUCO,HUAMALIES,LLATA,19.29,24.0,66.28,9631.0
090406,HUÁNUCO,HUAMALIES,MIRAFLORES,7.1,15.41,66.76,2626.0
090407,HUÁNUCO,HUAMALIES,MONZÓN,19.29,23.55,63.73,10122.0
090408,HUÁNUCO,HUAMALIES,PUNCHAO,18.44,19.38,68.14,1657.0
090409,HUÁNUCO,HUAMALIES,PUÑOS,13.81,18.66,65.87,3721.0
090410,HUÁNUCO,HUAMALIES,SINGA,16.2,20.59,56.71,2601.0
090411,HUÁNUCO,HUAMALIES,TANTAMAYO,26.22,25.09,58.99,1724.0
090110,HUÁNUCO,HUÁNUCO,AMARILIS,40.89,44.66,76.33,62312.0
090102,HUÁNUCO,HUÁNUCO,CHINCHAO,45.25,50.85,65.85,13098.0
090103,HUÁNUCO,HUÁNUCO,CHURUBAMBA,18.28,19.09,69.9,14984.0
090101,HUÁNUCO,HUÁNUCO,HUÁNUCO,45.25,47.93,74.85,69020.0
090104,HUÁNUCO,HUÁNUCO,MARGOS,10.87,11.22,61.42,5352.0
090111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,31.86,36.55,78.06,25009.0
090105,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),14.98,19.56,70.63,4437.0
090106,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRÁN,24.43,28.28,73.78,4416.0
090113,HUÁNUCO,HUÁNUCO,SAN PABLO DE PILLAO,24.6,27.83,77.22,5593.0
090107,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULÁN,7.73,7.56,59.45,3164.0
090108,HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,23.63,27.06,71.62,17103.0
090112,HUÁNUCO,HUÁNUCO,YACUS,7.69,13.93,74.05,2208.0
090109,HUÁNUCO,HUÁNUCO,YARUMAYO,11.91,18.09,67.74,2086.0
091002,HUÁNUCO,LAURICOCHA,BAÑOS,20.83,25.25,60.09,2443.0
091001,HUÁNUCO,LAURICOCHA,JESÚS,13.26,17.41,65.95,3603.0
091007,HUÁNUCO,LAURICOCHA,JIVIA,11.84,12.64,59.94,1540.0
091004,HUÁNUCO,LAURICOCHA,QUEROPALCA,19.27,25.07,51.88,665.0
091006,HUÁNUCO,LAURICOCHA,RONDOS,18.9,20.69,59.93,3916.0
091003,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASÍS,8.55,16.25,60.17,1765.0
091005,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,9.75,11.76,62.23,3646.0
090608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,48.11,51.62,82.17,5411.0
090602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMÍA ROBLES,34.13,35.7,69.03,5970.0
090603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZÁN,37.64,39.37,70.45,3242.0
090606,HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,36.29,39.57,70.46,18368.0
090604,HUÁNUCO,LEONCIO PRADO,LUYANDO,44.33,46.72,72.58,7353.0
090605,HUÁNUCO,LEONCIO PRADO,MARIANO DÁMASO BERAÚN,42.76,45.46,70.23,9106.0
090607,HUÁNUCO,LEONCIO PRADO,PUCAYACU,28.35,30.65,79.53,2203.0
090609,HUÁNUCO,LEONCIO PRADO,PUEBLO NUEVO,28.68,34.31,79.4,2311.0
090601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,54.67,56.48,70.36,45111.0
090610,HUÁNUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,25.94,27.01,80.67,1578.0
090502,HUÁNUCO,MARAÑÓN,CHOLÓN,22.25,27.68,59.31,4407.0
090501,HUÁNUCO,MARAÑÓN,HUACRACHUCO,39.13,44.07,65.75,10559.0
090506,HUÁNUCO,MARAÑÓN,LA MORADA,17.39,23.33,78.41,2001.0
090505,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,28.03,29.47,63.42,1815.0
090507,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YANAJANCA,21.73,25.02,77.08,1418.0
090702,HUÁNUCO,PACHITEA,CHAGLLA,31.97,35.76,60.84,8244.0
090704,HUÁNUCO,PACHITEA,MOLINO,15.78,17.36,69.93,9418.0
090701,HUÁNUCO,PACHITEA,PANAO,16.39,17.78,63.97,14847.0
090706,HUÁNUCO,PACHITEA,UMARI,12.01,15.12,64.76,8684.0
090803,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,53.6,59.63,60.36,5182.0
090801,HUÁNUCO,PUERTO INCA,HONORIA,43.41,42.42,65.64,4438.0
090802,HUÁNUCO,PUERTO INCA,PUERTO INCA,33.68,37.11,59.82,8536.0
090804,HUÁNUCO,PUERTO INCA,TOURNAVISTA,27.69,32.6,64.99,4122.0
090805,HUÁNUCO,PUERTO INCA,YUYAPICHIS,33.76,37.97,59.06,4157.0
091102,HUÁNUCO,YAROWILCA,APARICIO POMARES,8.17,10.82,59.73,5076.0
091103,HUÁNUCO,YAROWILCA,CAHUAC,15.01,20.0,51.03,2136.0
091104,HUÁNUCO,YAROWILCA,CHACABAMBA,7.12,16.31,55.59,1781.0
091101,HUÁNUCO,YAROWILCA,CHAVINILLO,7.47,12.25,63.18,5038.0
091108,HUÁNUCO,YAROWILCA,CHORAS,6.23,10.76,60.02,2749.0
091105,HUÁNUCO,YAROWILCA,JACAS CHICO,16.89,20.34,64.37,1844.0
091106,HUÁNUCO,YAROWILCA,OBAS,9.45,15.92,59.21,4437.0
091107,HUÁNUCO,YAROWILCA,PAMPAMARCA,8.8,11.2,49.44,1511.0
100209,ICA,CHINCHA,ALTO LARAN,47.3,48.77,85.07,5715.0
100202,ICA,CHINCHA,CHAVÍN,18.46,19.5,63.03,2529.0
100201,ICA,CHINCHA,CHINCHA ALTA,58.32,58.6,81.72,59656.0
100203,ICA,CHINCHA,CHINCHA BAJA,48.89,50.63,83.93,10655.0
100204,ICA,CHINCHA,EL CARMEN,42.75,43.35,84.57,10032.0
100205,ICA,CHINCHA,GROCIO PRADO,52.8,57.11,83.74,17000.0
100210,ICA,CHINCHA,PUEBLO NUEVO,51.51,52.32,82.68,39592.0
100211,ICA,CHINCHA,SAN JUAN DE YANAC,28.94,28.25,62.86,1050.0
100206,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,38.53,31.18,63.35,1135.0
100207,ICA,CHINCHA,SUNAMPE,54.98,57.86,84.18,18390.0
100208,ICA,CHINCHA,TAMBO DE MORA,62.9,63.3,82.43,3882.0
100101,ICA,ICA,ICA,60.05,57.85,77.2,133922.0
100102,ICA,ICA,LA TINGUIÑA,50.32,50.45,81.31,28314.0
100103,ICA,ICA,LOS AQUIJES,49.57,49.84,82.17,13171.0
100114,ICA,ICA,OCUCAJE,44.42,43.89,79.61,4017.0
100113,ICA,ICA,PACHACUTEC,41.94,44.3,85.14,5398.0
100104,ICA,ICA,PARCONA,52.16,53.04,79.68,37964.0
100105,ICA,ICA,PUEBLO NUEVO,46.52,48.77,83.13,4441.0
100106,ICA,ICA,SALAS,42.87,41.9,81.74,15685.0
100107,ICA,ICA,SAN JOSÉ DE LOS MOLINOS,47.66,48.43,81.53,5735.0
100108,ICA,ICA,SAN JUAN BAUTISTA,56.08,56.46,82.17,5983.0
100109,ICA,ICA,SANTIAGO,34.23,36.91,83.09,19201.0
100110,ICA,ICA,SUBTANJALLA,50.93,51.07,81.17,18745.0
100112,ICA,ICA,TATE,47.35,49.54,80.81,3977.0
100111,ICA,ICA,YAUCA DEL ROSARIO,43.19,43.95,76.72,2092.0
100302,ICA,NASCA,CHANGUILLO,39.24,38.52,75.44,2003.0
100303,ICA,NASCA,EL INGENIO,62.01,49.11,77.08,2727.0
100304,ICA,NASCA,MARCONA,36.01,29.86,67.23,13498.0
100301,ICA,NASCA,NASCA,56.16,51.07,75.38,24513.0
100305,ICA,NASCA,VISTA ALEGRE,53.77,46.6,76.97,15078.0
100502,ICA,PALPA,LLIPATA,46.42,39.34,79.14,1390.0
100501,ICA,PALPA,PALPA,54.08,51.69,75.63,6566.0
100503,ICA,PALPA,RÍO GRANDE,42.83,40.92,75.09,2505.0
100504,ICA,PALPA,SANTA CRUZ,47.37,47.06,78.71,1146.0
100505,ICA,PALPA,TIBILLO,43.5,41.79,64.84,384.0
100402,ICA,PISCO,HUANCANO,43.34,47.46,73.52,1624.0
100403,ICA,PISCO,HUMAY,32.8,36.6,81.36,4973.0
100404,ICA,PISCO,INDEPENDENCIA,34.84,39.54,81.18,9746.0
100405,ICA,PISCO,PARACAS,44.08,42.67,81.86,4698.0
100401,ICA,PISCO,PISCO,58.78,59.27,79.58,52207.0
100406,ICA,PISCO,SAN ANDRÉS,59.24,58.79,79.07,11990.0
100407,ICA,PISCO,SAN CLEMENTE,41.77,43.13,83.59,16440.0
100408,ICA,PISCO,TUPAC AMARU INCA,48.06,49.96,82.81,11595.0
110801,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,53.84,54.93,72.86,24886.0
110806,JUNÍN,CHANCHAMAYO,PERENÉ,43.09,43.87,65.25,37480.0
110805,JUNÍN,CHANCHAMAYO,PICHANAQUI,43.75,42.83,72.58,35941.0
110804,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,49.32,51.59,68.33,4841.0
110802,JUNÍN,CHANCHAMAYO,SAN RAMÓN,48.29,51.99,73.07,20189.0
110803,JUNÍN,CHANCHAMAYO,VITOC,41.56,45.04,65.63,1990.0
110902,JUNÍN,CHUPACA,AHUAC,26.29,33.54,74.93,5900.0
110903,JUNÍN,CHUPACA,CHONGOS BAJO,30.15,40.59,74.79,3966.0
110901,JUNÍN,CHUPACA,CHUPACA,33.12,39.41,78.9,21299.0
110904,JUNÍN,CHUPACA,HUACHAC,33.84,40.39,73.6,2564.0
110905,JUNÍN,CHUPACA,HUAMANCACA CHICO,36.67,45.37,81.46,4866.0
110907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,33.77,36.35,71.75,2750.0
110906,JUNÍN,CHUPACA,SAN JUAN DE ISCOS,21.49,29.97,74.28,2212.0
110908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,29.32,39.16,81.39,2230.0
110909,JUNÍN,CHUPACA,YANACANCHA,34.85,41.18,71.93,2444.0
110202,JUNÍN,CONCEPCIÓN,ACO,45.22,52.21,73.85,1495.0
110203,JUNÍN,CONCEPCIÓN,ANDAMARCA,18.65,22.55,56.47,3784.0
110206,JUNÍN,CONCEPCIÓN,CHAMBARA,40.54,46.0,76.75,2219.0
