from,to,gana_sis,pierde_sis
2013,2014,12.626496560372072,13.21631603765482
2014,2015,14.688900723346944,14.421472349074241
2015,2016,12.50611531727752,15.651450351650805
2016,2017,11.056564226463601,14.642204251525726
