label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2011-2015,1115,2174,5,20.46623794847358,38.18133993040062,6.869597388543856,31.311742541856752,61.81866006959938,61.81866006959938,12.52147497793453,6.901412283203193,5.89651786756841,5.99233741315062,6.869597388543856
