label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2019-2023,1923,1995,5,23.193746587961954,47.840712795541926,4.974226314478776,42.86648648106315,52.159287204458074,52.159287204458074,16.51611529275466,11.845271927361118,7.129454823850499,7.375644437096876,4.974226314478776
