from,to,entry_rate,exit_rate
2016,2017,8.03159106780833,40.997708810150854
2017,2018,7.1358185411593205,43.292300393071656
2018,2019,9.282303262655764,41.47956782750978
2019,2020,16.07457602387945,33.911289583725036
