year,indicator,value,grupo
2020,pct_agricola,32.05030352415546,05 Empleo
2020,pct_independiente,38.059600815314795,05 Empleo
2020,pct_asalariado,43.85067048523402,05 Empleo
2020,pct_empleo_vulnerable,51.39274857417077,05 Empleo
2020,confianza_inst,30.305962580444497,85 Gobernabilidad
2021,pobreza,25.873046540157986,34 Pobreza
2021,pobreza_extrema,4.1230525457468,34 Pobreza
2021,tam_hogar,3.359455314848534,34 Pobreza
2021,agua_red_dentro,64.69975562879515,01 Vivienda
2021,electricidad,74.4993535825555,01 Vivienda
2021,cocina_gas,66.98490766827338,01 Vivienda
2021,celular,73.30871966353482,01 Vivienda
2021,pct_60mas,14.966605155732868,02 Demografia
2021,pct_0a14,24.31268004564611,02 Demografia
2021,edad_mediana,31.0,02 Demografia
2021,pct_jefa_mujer,35.94147459320515,02 Demografia
2021,educ_anios_25,9.388419932981773,03 Educacion
2021,pct_superior_25,27.658957744952104,03 Educacion
2021,analfabetismo_15,6.638983296844028,03 Educacion
2021,pct_lengua_indigena,16.505170837627606,03 Educacion
2021,pct_algun_seguro,81.21446268579443,04 Salud
2021,pct_sis,56.48935757432483,04 Salud
2021,pct_agricola,28.03844762239347,05 Empleo
2021,pct_independiente,38.03606687864773,05 Empleo
2021,pct_asalariado,45.50105163358524,05 Empleo
2021,pct_empleo_vulnerable,48.97948002249381,05 Empleo
2021,confianza_inst,19.84584588592948,85 Gobernabilidad
2022,pobreza,27.52410158838346,34 Pobreza
2022,pobreza_extrema,5.009475255683741,34 Pobreza
2022,tam_hogar,3.375651064859173,34 Pobreza
2022,agua_red_dentro,63.604355782089584,01 Vivienda
2022,electricidad,73.97068691145576,01 Vivienda
2022,cocina_gas,66.6441880094933,01 Vivienda
2022,celular,72.92477143425623,01 Vivienda
2022,pct_60mas,15.21755970515089,02 Demografia
2022,pct_0a14,24.213508628319847,02 Demografia
2022,edad_mediana,31.0,02 Demografia
2022,pct_jefa_mujer,36.4541816556394,02 Demografia
2022,educ_anios_25,9.532744958283873,03 Educacion
2022,pct_superior_25,28.506278531775504,03 Educacion
2022,analfabetismo_15,6.77618085970524,03 Educacion
2022,pct_lengua_indigena,16.23762081525241,03 Educacion
