anio,origen,destino,personas,n
2020,Ucayali,Ica,293,1
2020,Pasco,San Martin,291,2
2020,Apurimac,Puno,289,1
2020,La Libertad,Amazonas,285,4
2020,Ayacucho,Amazonas,283,1
2020,Madre de Dios,Lambayeque,273,1
2020,Arequipa,San Martin,253,1
2020,Arequipa,Madre de Dios,251,6
2020,Madre de Dios,Puno,248,1
2020,Ancash,San Martin,243,2
2020,Piura,Ucayali,242,1
2020,Cajamarca,Madre de Dios,239,1
2020,Lambayeque,Tumbes,237,2
2020,Junin,Ucayali,220,3
2020,Huancavelica,Pasco,212,1
2020,La Libertad,Loreto,210,1
2020,Piura,Huanuco,210,1
2020,Ancash,Huanuco,206,3
2020,Tacna,Ucayali,199,1
2020,Tumbes,Loreto,186,1
2020,La Libertad,Tacna,182,6
2020,Pasco,Ica,182,3
2020,Huanuco,Loreto,181,2
2020,Ucayali,Pasco,180,2
2020,La Libertad,Puno,179,1
2020,Huanuco,Tacna,177,8
2020,Ica,Ancash,176,1
2020,San Martin,Ancash,176,1
2020,Tumbes,Ancash,175,1
2020,Ucayali,Amazonas,175,2
2020,Puno,Ica,174,1
2020,Junin,Loreto,166,1
2020,Apurimac,Ayacucho,165,1
2020,Arequipa,Huanuco,153,1
2020,La Libertad,Moquegua,153,2
2020,Cajamarca,Ayacucho,149,1
2020,Amazonas,Huanuco,143,1
2020,Cajamarca,Ancash,141,1
2020,Cusco,La Libertad,140,1
2020,Huanuco,Ayacucho,132,1
2020,Ayacucho,San Martin,131,1
2020,Cajamarca,Tacna,128,2
2020,Huanuco,Junin,128,1
2020,Ucayali,Lambayeque,128,1
2020,Puno,Apurimac,127,1
2020,Arequipa,Ucayali,124,1
2020,Lambayeque,Ucayali,124,1
2020,Puno,Madre de Dios,122,9
2020,Piura,Madre de Dios,119,1
2020,Huancavelica,Apurimac,118,1
2020,Amazonas,Madre de Dios,114,1
2020,Loreto,Apurimac,114,1
2020,Madre de Dios,Apurimac,114,1
2020,San Martin,Apurimac,114,1
2020,Piura,Loreto,111,1
2020,Ica,Ucayali,108,3
2020,Cusco,Lambayeque,106,2
2020,Tacna,Apurimac,104,1
2020,Huanuco,Amazonas,100,1
2020,La Libertad,Arequipa,95,1
2020,Ucayali,Moquegua,93,1
2020,Ucayali,Madre de Dios,90,4
2020,Arequipa,La Libertad,89,1
2020,Tumbes,La Libertad,81,1
2020,Ancash,Pasco,80,1
2020,Loreto,Pasco,80,1
2020,Lambayeque,Pasco,78,1
2020,Ica,Moquegua,72,1
2020,Loreto,Madre de Dios,72,6
2020,Loreto,Tacna,71,2
2020,Ica,Amazonas,69,1
2020,Cusco,Ucayali,68,3
2020,Piura,Amazonas,62,1
2020,Cajamarca,Moquegua,54,2
2020,Ica,Tacna,48,1
2020,Lambayeque,Moquegua,40,1
2020,Puno,Amazonas,32,1
2020,Ica,Junin,31,1
2020,San Martin,Ayacucho,16,1
2020,La Libertad,Tumbes,15,1
2020,Loreto,Tumbes,13,1
2020,Huancavelica,Tacna,12,2
2020,Loreto,Moquegua,8,2
2020,Tacna,La Libertad,8,1
2020,Amazonas,Cajamarca,7,1
2020,Ayacucho,Madre de Dios,7,1
2020,Piura,Tacna,7,1
2020,Ucayali,Tacna,5,1
2020,Ancash,Madre de Dios,4,1
2020,Arequipa,Huancavelica,1,1
2021,Lima,San Martin,27393,114
2021,Junin,Lima,25103,38
2021,Lima,Lambayeque,24097,77
2021,Lima,Junin,22523,79
2021,Loreto,Lima,22332,29
2021,Lima,Piura,21597,74
2021,Ancash,Lima,20620,30
2021,Lima,Ancash,20524,82
2021,Lima,La Libertad,19519,50
2021,Lima,Loreto,18973,112
2021,Lima,Huanuco,18065,85
2021,La Libertad,Lima,14965,18
2021,Lima,Ica,12774,65
2021,Lima,Ayacucho,12581,57
2021,Cusco,Lima,12476,16
2021,Cajamarca,Lima,12233,12
2021,Huanuco,Lima,11924,17
2021,Lima,Ucayali,10899,89
2021,Lima,Apurimac,10774,63
2021,Tacna,Puno,10706,13
2021,Puno,Arequipa,10479,35
2021,Ayacucho,Lima,10289,11
2021,Lambayeque,Lima,10235,14
2021,Pasco,Junin,10161,22
2021,Arequipa,Puno,10022,23
2021,Cusco,Arequipa,9452,36
2021,Pasco,Lima,9377,14
2021,Lambayeque,Cajamarca,9303,18
2021,Lima,Arequipa,9191,52
2021,Arequipa,Cusco,9102,17
2021,Lima,Amazonas,9024,83
2021,Lima,Cajamarca,8876,26
2021,Huancavelica,Lima,8819,8
2021,Cajamarca,La Libertad,8422,17
2021,Lima,Pasco,7794,82
2021,Ucayali,Lima,7590,8
2021,Lima,Cusco,7293,20
2021,Apurimac,Lima,7262,9
2021,Cusco,Apurimac,7130,31
2021,Cajamarca,Lambayeque,6455,25
2021,Ica,Lima,6154,7
2021,Junin,Huancavelica,5841,35
2021,San Martin,Loreto,5605,20
2021,Amazonas,San Martin,5590,27
2021,Piura,Lima,5373,10
2021,Lima,Huancavelica,5347,33
2021,San Martin,Lima,5197,6
2021,Arequipa,Lima,4780,8
2021,Ancash,La Libertad,4775,11
2021,Huanuco,Ucayali,4716,44
2021,Puno,Tacna,4642,54
2021,Cusco,Puno,4572,11
2021,La Libertad,Cajamarca,4516,12
2021,Ica,Ayacucho,4473,22
2021,Loreto,Ucayali,4255,24
2021,Cajamarca,San Martin,4229,20
2021,San Martin,Piura,4162,8
2021,Lambayeque,San Martin,3908,24
2021,Amazonas,Lambayeque,3681,16
2021,Ucayali,Loreto,3620,26
2021,Ucayali,San Martin,3530,15
2021,Arequipa,Tacna,3447,20
2021,San Martin,Lambayeque,3412,11
2021,Pasco,Huanuco,3295,7
2021,Piura,Huanuco,3291,5
2021,Junin,Cusco,3258,9
2021,La Libertad,Ancash,3163,7
2021,San Martin,Cajamarca,3146,9
2021,Lambayeque,Amazonas,3003,16
2021,Huancavelica,Junin,2972,10
2021,Cajamarca,Piura,2945,6
2021,Cajamarca,Amazonas,2915,22
2021,Lima,Tacna,2770,27
2021,Lambayeque,La Libertad,2702,5
2021,Lima,Puno,2644,7
2021,La Libertad,San Martin,2641,21
2021,Puno,Cusco,2608,4
2021,Loreto,San Martin,2450,13
2021,San Martin,Huanuco,2363,12
2021,Ucayali,Huanuco,2355,16
2021,Madre de Dios,Cusco,2307,4
2021,San Martin,Madre de Dios,2146,10
2021,Junin,Pasco,2097,25
2021,Ica,Piura,2096,5
2021,San Martin,Ucayali,2081,22
2021,Tumbes,Lambayeque,2052,6
2021,Ica,Huancavelica,2051,14
2021,Apurimac,Cusco,2045,6
2021,Huanuco,Pasco,2027,22
2021,La Libertad,Lambayeque,2014,11
2021,Piura,San Martin,2005,11
2021,Cusco,Madre de Dios,1983,37
2021,Moquegua,Arequipa,1943,6
2021,Ayacucho,Huancavelica,1927,12
2021,Loreto,Piura,1914,5
2021,Madre de Dios,San Martin,1914,8
2021,Ayacucho,Ica,1898,7
2021,Arequipa,Moquegua,1858,30
2021,Lambayeque,Piura,1828,7
2021,Huanuco,San Martin,1822,14
2021,Lima,Tumbes,1808,28
2021,Piura,La Libertad,1805,3
2021,Huanuco,Junin,1739,7
2021,Lima,Moquegua,1660,23
2021,San Martin,La Libertad,1656,3
2021,San Martin,Amazonas,1652,16
2021,Puno,Moquegua,1608,19
2021,Huanuco,Madre de Dios,1522,6
2021,Arequipa,Apurimac,1509,9
2021,Puno,Madre de Dios,1481,14
2021,Loreto,Ica,1386,5
2021,Puno,Lima,1327,3
2021,Piura,Tumbes,1277,11
2021,San Martin,Junin,1265,5
2021,Piura,Arequipa,1245,5
2021,Tumbes,Lima,1242,2
2021,Tumbes,Loreto,1235,4
2021,Ayacucho,Junin,1212,5
2021,Arequipa,Ica,1190,5
2021,Piura,Cajamarca,1118,4
2021,Ancash,Piura,1107,2
2021,Pasco,San Martin,1104,2
2021,Ayacucho,Cusco,1089,2
2021,San Martin,Ayacucho,1082,3
2021,Moquegua,Lima,1045,1
2021,Ica,Arequipa,1038,5
2021,Junin,Huanuco,1022,5
2021,Ayacucho,Apurimac,1004,6
2021,Cusco,Ayacucho,997,6
2021,Piura,Lambayeque,981,5
2021,La Libertad,Ayacucho,980,2
2021,Ucayali,Junin,926,2
2021,Huancavelica,Ica,894,4
2021,La Libertad,Amazonas,876,8
2021,Lambayeque,Loreto,827,3
2021,Apurimac,Ayacucho,799,4
2021,Moquegua,Puno,796,3
2021,Piura,Ayacucho,771,9
2021,Loreto,Amazonas,758,5
2021,Junin,La Libertad,745,2
2021,La Libertad,Piura,741,4
2021,Lambayeque,Tumbes,727,10
2021,Apurimac,Ica,726,3
2021,Tacna,Moquegua,720,14
2021,Lima,Madre de Dios,715,15
2021,Ica,Tumbes,703,4
2021,Tumbes,Piura,702,5
2021,Junin,Arequipa,698,4
2021,Piura,Loreto,694,3
2021,Huanuco,Ancash,680,3
2021,Piura,Ica,663,3
2021,Cajamarca,Loreto,642,3
2021,La Libertad,Arequipa,637,2
2021,Pasco,Ucayali,619,5
2021,Apurimac,Arequipa,617,2
2021,Junin,Ayacucho,617,4
2021,Apurimac,Puno,608,2
2021,La Libertad,Loreto,585,3
2021,Loreto,Madre de Dios,579,7
2021,Cusco,Junin,572,3
2021,Cajamarca,Ica,570,2
2021,Tacna,Arequipa,563,5
2021,Ancash,Ica,560,3
2021,Huanuco,Cusco,560,2
2021,Junin,Ucayali,553,5
2021,Huancavelica,San Martin,552,1
2021,Moquegua,Ucayali,551,2
2021,Moquegua,La Libertad,533,1
2021,Piura,Amazonas,525,7
2021,Ayacucho,Arequipa,509,2
2021,Lambayeque,Ancash,502,1
2021,Ica,Puno,494,1
2021,Loreto,La Libertad,494,1
2021,Arequipa,La Libertad,463,1
2021,Amazonas,La Libertad,461,1
2021,San Martin,Ancash,455,1
2021,Cajamarca,Ucayali,436,3
2021,Apurimac,Madre de Dios,428,5
2021,Cusco,Moquegua,423,5
2021,Ayacucho,Ucayali,417,5
2021,Amazonas,Piura,415,1
2021,Cusco,Ucayali,376,6
2021,Amazonas,Cajamarca,372,1
2021,Ayacucho,Puno,368,1
2021,Tacna,Ancash,362,1
2021,Ica,Moquegua,354,4
2021,Madre de Dios,Puno,354,1
2021,Ica,Apurimac,353,3
2021,Ancash,Huanuco,352,2
2021,Arequipa,Ucayali,327,3
2021,Puno,Ayacucho,319,2
2021,Moquegua,Tacna,314,9
2021,La Libertad,Tumbes,312,6
2021,Arequipa,Madre de Dios,296,9
2021,Junin,Apurimac,295,2
2021,Ayacucho,Loreto,276,1
2021,Tacna,Lima,269,1
2021,Amazonas,Lima,265,1
2021,Ayacucho,Moquegua,262,3
2021,Huancavelica,Pasco,259,1
2021,Puno,Ancash,259,1
2021,Ayacucho,Madre de Dios,255,5
2021,Piura,Ucayali,255,3
2021,Lambayeque,Huanuco,253,1
2021,Tumbes,Huanuco,239,1
2021,Huanuco,Ica,238,1
2021,Ica,Ucayali,238,1
2021,Huancavelica,Ucayali,237,2
2021,Arequipa,Huanuco,231,1
2021,Tacna,Ucayali,231,2
2021,Loreto,Pasco,225,2
2021,Ayacucho,Huanuco,222,1
2021,Piura,Moquegua,222,3
2021,Cusco,Ica,221,1
2021,Huanuco,Amazonas,219,3
2021,Lambayeque,Junin,217,1
2021,Amazonas,Madre de Dios,216,5
2021,Apurimac,Junin,214,1
2021,Tumbes,Amazonas,213,3
2021,Piura,Ancash,207,2
2021,Loreto,Apurimac,203,2
2021,Lambayeque,Apurimac,202,1
2021,Ica,Amazonas,195,3
2021,Huanuco,Tacna,193,4
2021,Arequipa,Ayacucho,187,2
2021,Junin,Ancash,187,1
2021,Ucayali,Moquegua,187,1
2021,Ucayali,Tumbes,183,1
2021,Ancash,San Martin,178,2
2021,Ica,San Martin,178,2
2021,Madre de Dios,Huanuco,176,1
2021,Tacna,Ayacucho,172,1
2021,Huancavelica,Ayacucho,171,3
2021,Amazonas,Loreto,165,1
2021,Ancash,Tacna,165,4
2021,Piura,Apurimac,164,3
2021,Ancash,Ayacucho,161,1
2021,Madre de Dios,Loreto,158,1
2021,Tacna,Apurimac,151,1
2021,Cusco,Huancavelica,150,1
2021,Junin,Madre de Dios,149,2
2021,Apurimac,Ucayali,143,2
2021,Pasco,Ayacucho,138,1
2021,Tumbes,Cajamarca,135,1
2021,Huanuco,Loreto,132,1
2021,Ancash,Lambayeque,130,1
2021,Ucayali,Lambayeque,128,1
2021,Ica,Lambayeque,125,1
2021,Tacna,Loreto,118,1
2021,Ucayali,Madre de Dios,115,3
2021,Arequipa,San Martin,103,1
2021,Lambayeque,Ucayali,103,3
2021,San Martin,Pasco,100,1
2021,Ucayali,Ica,99,2
2021,Huancavelica,Arequipa,91,1
2021,La Libertad,Ica,91,2
2021,Moquegua,Amazonas,90,1
2021,Tumbes,San Martin,89,1
2021,Cajamarca,Madre de Dios,84,2
2021,Loreto,Tacna,84,1
2021,Arequipa,Junin,83,1
2021,Cusco,Tacna,74,4
2021,Junin,Tacna,74,5
2021,Madre de Dios,Ayacucho,72,1
2021,Loreto,Moquegua,69,1
2021,Puno,Amazonas,67,1
2021,Madre de Dios,Tacna,57,2
2021,Apurimac,Tacna,55,1
2021,La Libertad,Apurimac,55,1
2021,Huancavelica,Madre de Dios,37,1
2021,La Libertad,Moquegua,19,1
2021,Madre de Dios,Moquegua,19,1
2021,Ica,Madre de Dios,17,3
2021,Piura,Tacna,17,1
2021,Ica,Tacna,13,2
2021,Cajamarca,Tumbes,12,1
2021,Loreto,Tumbes,11,1
2021,Tacna,Tumbes,11,1
2021,San Martin,Tacna,6,1
2021,La Libertad,Madre de Dios,5,1
2021,Ucayali,Tacna,5,1
2021,Ancash,Loreto,1,1
2021,Arequipa,Huancavelica,1,1
2021,Junin,Loreto,1,1
2021,Loreto,Huanuco,1,1
2022,Lima,Junin,27865,93
2022,Ancash,Lima,25229,45
2022,Lima,Piura,25198,61
2022,Lima,Loreto,23055,100
2022,Junin,Lima,21302,34
2022,Lima,San Martin,19951,95
2022,Cajamarca,Lima,17842,22
2022,Lima,Lambayeque,17242,72
2022,Lima,Arequipa,16263,75
2022,Lima,Huanuco,15942,82
2022,Lima,Ayacucho,15510,71
2022,Loreto,Lima,14052,35
2022,Lima,Ancash,13916,65
2022,Lima,Ucayali,13636,103
2022,Lima,La Libertad,13138,34
2022,Lima,Cajamarca,12929,41
2022,Cusco,Lima,12552,11
2022,Lima,Ica,12361,75
2022,Lambayeque,Lima,12038,19
2022,Lima,Apurimac,11083,64
2022,Huanuco,Lima,10832,19
2022,Arequipa,Puno,10596,18
2022,Huancavelica,Lima,10556,10
2022,San Martin,Lima,9852,15
2022,Cusco,Arequipa,9445,46
2022,Ayacucho,Lima,9149,9
2022,Cajamarca,La Libertad,9065,23
2022,Puno,Arequipa,9026,40
2022,Piura,Lima,8895,17
2022,Lima,Pasco,8687,86
2022,Huancavelica,Junin,8565,19
2022,Lima,Huancavelica,8394,44
2022,La Libertad,Lima,8371,8
2022,Lima,Cusco,8143,23
2022,Lima,Amazonas,8132,88
2022,Ica,Lima,7739,14
2022,Arequipa,Cusco,7587,24
2022,Arequipa,Lima,7151,8
2022,Lima,Puno,6013,16
2022,Apurimac,Lima,5935,7
2022,Cusco,Apurimac,5837,27
2022,Tacna,Lima,5818,4
2022,Puno,Tacna,5754,58
2022,Ayacucho,Cusco,5120,13
2022,Lambayeque,La Libertad,4997,15
2022,Junin,Huancavelica,4827,28
2022,La Libertad,Cajamarca,4799,15
2022,Pasco,Lima,4778,5
2022,Cajamarca,Amazonas,4723,39
2022,San Martin,La Libertad,4690,11
2022,Cusco,Madre de Dios,4560,49
2022,Cajamarca,Lambayeque,4494,18
2022,Puno,Cusco,4469,6
2022,Amazonas,Lima,4120,5
2022,Lambayeque,Cajamarca,3683,10
2022,Loreto,Ucayali,3590,30
2022,Huanuco,Ucayali,3500,32
2022,Junin,Ucayali,3487,23
2022,Ayacucho,Junin,3385,15
2022,La Libertad,San Martin,3373,27
2022,Loreto,San Martin,3336,19
2022,Amazonas,Lambayeque,3293,17
2022,Cajamarca,San Martin,3210,17
2022,Moquegua,Puno,3189,5
2022,Lambayeque,Piura,3125,10
2022,Moquegua,Lima,3012,5
2022,Arequipa,Apurimac,2977,12
2022,San Martin,Ucayali,2929,24
2022,Piura,San Martin,2922,7
2022,Ucayali,Lima,2880,12
2022,Junin,Huanuco,2867,11
2022,Ica,Ayacucho,2849,11
2022,Huanuco,Pasco,2847,27
2022,Puno,Lima,2841,7
2022,Ancash,La Libertad,2767,8
2022,Junin,Pasco,2743,29
2022,Arequipa,Piura,2689,6
2022,Ayacucho,Ica,2676,11
2022,Pasco,Huanuco,2639,16
2022,Lambayeque,San Martin,2634,14
2022,Junin,Ayacucho,2621,10
2022,Tacna,Puno,2594,8
2022,San Martin,Lambayeque,2499,8
2022,Ancash,Cajamarca,2495,4
2022,Cusco,Puno,2446,3
2022,Amazonas,San Martin,2443,13
2022,San Martin,Piura,2307,6
2022,San Martin,Cajamarca,2274,9
2022,Loreto,Ica,2235,9
2022,Lima,Madre de Dios,2216,28
2022,Ucayali,Huanuco,2166,13
2022,Ucayali,Loreto,2164,12
2022,La Libertad,Loreto,2138,8
2022,Arequipa,Moquegua,2101,28
2022,Moquegua,Arequipa,2101,8
2022,San Martin,Loreto,2097,13
2022,San Martin,Huanuco,2094,11
2022,Ucayali,Junin,2042,9
2022,Pasco,Junin,2041,6
2022,Lima,Tacna,2008,17
2022,Junin,Ica,1996,10
2022,Apurimac,Cusco,1992,7
2022,Arequipa,Ayacucho,1971,4
2022,Piura,Lambayeque,1958,9
2022,Ica,Piura,1951,5
2022,Ancash,Huanuco,1947,6
2022,La Libertad,Lambayeque,1921,7
2022,Ucayali,Madre de Dios,1867,16
2022,Ucayali,San Martin,1831,13
2022,Ica,Huancavelica,1782,11
2022,Amazonas,La Libertad,1690,4
2022,Lambayeque,Amazonas,1666,17
2022,Puno,Moquegua,1570,22
2022,Cusco,Ayacucho,1564,4
2022,Lima,Moquegua,1541,21
2022,Loreto,Cusco,1537,2
2022,Cusco,Tacna,1506,13
2022,Lambayeque,Ancash,1475,4
2022,La Libertad,Piura,1471,6
2022,Ucayali,Lambayeque,1453,4
2022,Piura,La Libertad,1439,4
2022,Tacna,Moquegua,1437,17
2022,Cusco,Junin,1422,5
2022,Ucayali,Ica,1385,7
2022,Tumbes,Ica,1375,5
2022,Piura,Cajamarca,1318,5
2022,Ancash,Arequipa,1251,5
2022,Huancavelica,Ayacucho,1225,11
2022,Madre de Dios,Junin,1202,2
2022,Piura,Tumbes,1202,16
2022,Ica,Apurimac,1190,9
2022,Ica,Loreto,1184,4
2022,Piura,Loreto,1179,4
2022,Tacna,Arequipa,1067,8
2022,Junin,Apurimac,1012,5
2022,Tacna,La Libertad,1002,2
2022,Loreto,Junin,982,4
2022,Ucayali,La Libertad,974,3
2022,Piura,Ancash,950,2
2022,Amazonas,Cajamarca,935,2
2022,Apurimac,Arequipa,930,3
2022,Arequipa,Madre de Dios,881,12
2022,Puno,Cajamarca,880,2
2022,Arequipa,Ica,879,4
2022,Puno,Ica,875,3
2022,Junin,Ancash,847,4
2022,Cusco,Ucayali,842,8
2022,Apurimac,Ica,841,4
2022,Huanuco,San Martin,832,7
2022,Lima,Tumbes,820,17
2022,Arequipa,Tacna,797,13
2022,Puno,Madre de Dios,795,14
2022,Ica,Huanuco,782,5
2022,Ancash,San Martin,777,5
2022,Tacna,Cusco,768,1
2022,Ica,Ucayali,735,6
2022,Tumbes,Lambayeque,726,2
2022,Pasco,Ucayali,711,7
2022,Huanuco,Junin,700,3
2022,Ayacucho,Ucayali,690,4
2022,San Martin,Amazonas,685,10
2022,Arequipa,Junin,683,1
2022,Ancash,Ica,664,6
2022,Tumbes,Piura,654,3
2022,Apurimac,Junin,644,1
2022,Pasco,San Martin,641,2
2022,Junin,Loreto,638,2
2022,Ancash,Apurimac,622,2
2022,Lambayeque,Tumbes,609,4
2022,Loreto,Huanuco,591,3
2022,Ica,Lambayeque,585,2
2022,Tumbes,Cajamarca,579,1
2022,Ayacucho,Huancavelica,578,4
2022,Puno,Apurimac,565,4
2022,Junin,Madre de Dios,509,5
2022,La Libertad,Ancash,496,2
2022,Ancash,Piura,476,1
2022,Huanuco,Arequipa,459,2
2022,Ucayali,Cajamarca,450,1
2022,Huancavelica,Ica,447,3
2022,Pasco,Arequipa,447,2
2022,La Libertad,Amazonas,446,4
2022,Lambayeque,Loreto,436,2
2022,San Martin,Junin,426,2
2022,Cusco,San Martin,421,1
2022,Huancavelica,Arequipa,411,2
2022,Junin,Lambayeque,390,1
2022,Huanuco,Madre de Dios,377,2
2022,Tumbes,La Libertad,372,3
2022,Ancash,Lambayeque,363,1
2022,Piura,Ucayali,350,2
2022,Moquegua,Tacna,349,8
2022,Piura,Amazonas,344,4
2022,Huanuco,Ica,342,2
2022,La Libertad,Tumbes,334,5
2022,San Martin,Madre de Dios,332,8
2022,Amazonas,Loreto,325,1
2022,Arequipa,Loreto,325,1
2022,Ayacucho,Madre de Dios,325,8
2022,Ayacucho,Apurimac,321,2
2022,Cajamarca,Tumbes,318,2
2022,Huanuco,Loreto,313,1
2022,Piura,Arequipa,307,3
2022,Ancash,Amazonas,303,2
2022,Ayacucho,Arequipa,302,1
2022,La Libertad,Junin,299,1
2022,La Libertad,Ica,290,1
2022,Huancavelica,Pasco,289,2
2022,Madre de Dios,Puno,288,1
2022,Piura,Ica,281,1
2022,Ica,Amazonas,280,4
2022,Madre de Dios,Cusco,279,1
2022,Lambayeque,Ica,275,1
2022,Pasco,Ica,275,1
2022,Loreto,La Libertad,273,1
2022,Madre de Dios,Ucayali,272,2
2022,Apurimac,Madre de Dios,271,4
2022,Huanuco,Tacna,266,5
2022,Ancash,Cusco,261,1
2022,Cajamarca,Pasco,246,3
2022,La Libertad,Ucayali,246,5
2022,Puno,Junin,243,1
2022,Cajamarca,Loreto,242,2
2022,Amazonas,Junin,233,1
2022,Cajamarca,Cusco,229,1
2022,Ica,San Martin,215,2
2022,Cajamarca,Ancash,212,1
2022,Cusco,Pasco,202,2
2022,Arequipa,Lambayeque,195,1
2022,San Martin,Arequipa,193,1
2022,Moquegua,Ucayali,182,3
2022,Lambayeque,Ucayali,173,2
2022,Huancavelica,Ucayali,172,3
2022,Ucayali,Tumbes,159,1
2022,Ica,Arequipa,154,2
2022,Huanuco,Huancavelica,152,1
2022,Arequipa,San Martin,150,1
2022,Arequipa,Cajamarca,149,3
2022,Pasco,Amazonas,143,1
2022,Amazonas,Madre de Dios,142,3
2022,Madre de Dios,Loreto,142,1
2022,Apurimac,Ayacucho,140,1
2022,Cusco,Moquegua,140,4
2022,Madre de Dios,Apurimac,139,1
2022,Pasco,Ayacucho,136,1
2022,Tumbes,Lima,127,1
2022,Arequipa,Huanuco,123,1
2022,Loreto,Piura,120,2
2022,Ancash,Tacna,101,3
2022,Ica,Pasco,99,1
2022,Madre de Dios,Lima,99,1
2022,Ucayali,Pasco,98,1
2022,Ancash,Ucayali,92,2
2022,Tumbes,San Martin,90,1
2022,Ancash,Pasco,88,1
2022,Junin,Arequipa,87,1
2022,Cajamarca,Arequipa,85,2
2022,Puno,Pasco,77,1
2022,Huanuco,Apurimac,73,1
2022,Lambayeque,Huanuco,71,1
2022,Ucayali,Moquegua,71,1
2022,Amazonas,Ucayali,68,1
2022,Cajamarca,Ucayali,68,1
2022,Cajamarca,Piura,59,1
2022,Loreto,Madre de Dios,55,2
2022,Ucayali,Tacna,52,4
2022,Cajamarca,Moquegua,43,2
2022,Cajamarca,Madre de Dios,39,1
2022,Arequipa,Tumbes,37,4
2022,Piura,Moquegua,35,1
2022,Cajamarca,Tacna,32,1
2022,Lambayeque,Tacna,32,1
2022,San Martin,Moquegua,31,1
2022,Huanuco,Tumbes,29,3
2022,La Libertad,Madre de Dios,20,3
2022,Tacna,Madre de Dios,20,3
2022,Lambayeque,Moquegua,19,1
2022,Tumbes,Tacna,12,2
2022,San Martin,Tumbes,10,1
2022,Loreto,Tacna,7,1
2022,Madre de Dios,Tacna,7,1
2022,Apurimac,Tacna,6,1
2022,La Libertad,Tacna,6,1
2022,Puno,Loreto,2,1
2022,Ancash,Loreto,1,1
2022,Arequipa,Huancavelica,1,1
2023,Lima,Junin,37913,105
2023,Ancash,Lima,24798,26
2023,Junin,Lima,24187,34
2023,Piura,Lima,23563,20
2023,Loreto,Lima,22427,37
2023,Lima,Lambayeque,20233,69
2023,Lima,Piura,19466,55
2023,Lima,Huanuco,18890,73
2023,Lima,Loreto,18784,106
2023,Lima,San Martin,18674,95
2023,Lima,Ancash,18155,76
2023,Cusco,Lima,16528,16
2023,Lambayeque,Lima,16103,28
2023,Cusco,Arequipa,15671,57
2023,Lima,Cajamarca,15608,41
2023,Cajamarca,Lima,14756,17
2023,Lima,Ayacucho,14145,58
2023,San Martin,Lima,13978,15
2023,Ayacucho,Lima,13840,18
2023,Puno,Arequipa,13411,37
2023,Lima,Ica,13328,66
2023,Huanuco,Lima,12049,20
2023,Lima,Amazonas,11646,93
2023,Cajamarca,La Libertad,11021,26
2023,Ucayali,Lima,10088,18
2023,Lima,Ucayali,9995,78
2023,Lima,Huancavelica,9849,62
2023,Lima,La Libertad,9825,30
2023,Lima,Apurimac,9688,53
2023,Arequipa,Cusco,9386,27
2023,Lima,Arequipa,9252,38
2023,Lima,Pasco,8457,58
2023,Apurimac,Lima,8299,9
2023,Puno,Tacna,7627,64
2023,La Libertad,Lima,7331,17
2023,Lima,Cusco,6922,23
2023,Arequipa,Puno,6731,18
2023,Loreto,Ucayali,6688,40
2023,Loreto,San Martin,6552,32
2023,Pasco,Lima,5918,8
2023,Lambayeque,La Libertad,5548,12
2023,Tumbes,Lima,5492,9
2023,Madre de Dios,Cusco,5339,19
2023,Pasco,Huanuco,5027,19
2023,Arequipa,Lima,4911,10
2023,Apurimac,Cusco,4862,12
2023,Puno,Lima,4749,7
2023,Cajamarca,Lambayeque,4652,13
2023,San Martin,Loreto,4625,20
2023,Lambayeque,Cajamarca,4398,14
2023,Cusco,Ayacucho,4229,13
2023,Cusco,Madre de Dios,4117,51
2023,Ayacucho,Cusco,4075,10
2023,Cajamarca,San Martin,3670,20
2023,Huancavelica,Lima,3620,5
2023,Lima,Tacna,3543,31
2023,Cusco,Puno,3465,4
2023,Amazonas,La Libertad,3443,5
2023,Huancavelica,Junin,3264,14
2023,Junin,Huancavelica,3259,20
2023,Apurimac,Arequipa,3230,13
2023,Ica,Lima,3216,10
2023,La Libertad,San Martin,3157,27
2023,Amazonas,Cajamarca,3133,3
2023,Piura,Arequipa,3086,7
2023,Ayacucho,Ica,2904,16
2023,Ancash,La Libertad,2888,7
2023,Huanuco,Ucayali,2753,21
2023,Junin,Cusco,2703,4
2023,Ayacucho,Junin,2666,11
2023,Moquegua,Tacna,2609,27
2023,Huanuco,Pasco,2460,29
2023,Ucayali,San Martin,2378,11
2023,Ica,Huancavelica,2346,13
2023,Lambayeque,Amazonas,2342,23
2023,Ica,Ayacucho,2338,12
2023,Lima,Puno,2327,6
2023,Ucayali,Loreto,2323,12
2023,Lambayeque,Ancash,2299,5
2023,San Martin,Amazonas,2299,23
2023,Amazonas,Lambayeque,2296,8
2023,Tacna,Puno,2252,4
2023,San Martin,Cajamarca,2170,8
2023,Cajamarca,Amazonas,2169,26
2023,Amazonas,San Martin,2158,15
2023,San Martin,Lambayeque,2091,7
2023,Arequipa,Ica,2048,9
2023,Apurimac,Puno,1947,5
2023,Puno,Cusco,1919,5
2023,Junin,Ayacucho,1898,9
2023,Junin,Pasco,1892,18
2023,Lambayeque,San Martin,1876,16
2023,Cajamarca,Piura,1867,6
2023,Piura,San Martin,1865,12
2023,Huanuco,La Libertad,1844,5
2023,Huancavelica,Ica,1831,7
2023,Arequipa,Moquegua,1732,28
