anio,origen,destino,personas,n
2023,Piura,La Libertad,1709,4
2023,La Libertad,Ancash,1700,6
2023,Ucayali,Huanuco,1687,9
2023,Pasco,Junin,1667,5
2023,San Martin,Huanuco,1653,10
2023,San Martin,Ucayali,1568,10
2023,Piura,Tumbes,1566,14
2023,Puno,Cajamarca,1564,3
2023,La Libertad,Amazonas,1554,11
2023,Lambayeque,Piura,1551,5
2023,Ayacucho,Huancavelica,1546,10
2023,Arequipa,Tacna,1531,22
2023,Piura,Lambayeque,1513,6
2023,Ica,Apurimac,1512,10
2023,Cusco,Apurimac,1434,8
2023,Lima,Madre de Dios,1432,29
2023,Junin,San Martin,1370,4
2023,Ica,Arequipa,1253,2
2023,Tacna,Arequipa,1251,5
2023,Huanuco,Junin,1172,5
2023,Lambayeque,Loreto,1156,7
2023,La Libertad,Cajamarca,1150,7
2023,Amazonas,Lima,1147,4
2023,Ayacucho,Ucayali,1140,6
2023,Huanuco,Madre de Dios,1121,6
2023,Loreto,Ancash,1117,3
2023,Arequipa,Junin,1085,4
2023,San Martin,Madre de Dios,1073,10
2023,Junin,Ucayali,1069,12
2023,Tacna,Lima,1047,2
2023,Lima,Tumbes,1012,14
2023,Arequipa,San Martin,1003,3
2023,Puno,Ucayali,995,6
2023,Apurimac,Ayacucho,970,2
2023,Ica,Puno,957,3
2023,Lima,Moquegua,901,17
2023,La Libertad,Piura,900,3
2023,Puno,Moquegua,876,15
2023,Huanuco,Arequipa,860,3
2023,Junin,Huanuco,855,6
2023,Ayacucho,Apurimac,830,4
2023,Arequipa,Loreto,826,4
2023,La Libertad,Ucayali,821,7
2023,Junin,Ica,817,3
2023,La Libertad,Ica,815,3
2023,Arequipa,La Libertad,808,2
2023,Puno,Madre de Dios,806,13
2023,Apurimac,Ica,794,3
2023,Madre de Dios,Arequipa,790,5
2023,Arequipa,Apurimac,789,5
2023,La Libertad,Cusco,789,2
2023,Lambayeque,Ayacucho,787,2
2023,Moquegua,Arequipa,746,4
2023,Arequipa,Huanuco,735,1
2023,Cajamarca,Apurimac,716,2
2023,Cusco,Ucayali,702,6
2023,Moquegua,Lima,701,2
2023,San Martin,La Libertad,700,1
2023,Cajamarca,Madre de Dios,691,4
2023,Madre de Dios,Ucayali,685,4
2023,Tacna,La Libertad,678,5
2023,Ucayali,Madre de Dios,665,7
2023,Amazonas,Ucayali,663,3
2023,Tacna,Moquegua,652,10
2023,Moquegua,Puno,648,2
2023,La Libertad,Loreto,625,4
2023,San Martin,Piura,624,2
2023,Madre de Dios,Apurimac,623,4
2023,Piura,Ancash,605,2
2023,Ucayali,Pasco,599,7
2023,Ancash,San Martin,591,4
2023,Huanuco,Loreto,577,2
2023,Cusco,Tacna,575,4
2023,Cusco,Moquegua,555,8
2023,Ayacucho,Arequipa,552,5
2023,Huanuco,San Martin,552,4
2023,Ayacucho,Amazonas,543,2
2023,La Libertad,Lambayeque,538,2
2023,Ucayali,Ica,529,2
2023,Apurimac,Madre de Dios,518,3
2023,Junin,Apurimac,510,2
2023,San Martin,Arequipa,486,3
2023,Huancavelica,Ayacucho,485,1
2023,Loreto,Ica,480,2
2023,Cusco,Ancash,474,1
2023,Arequipa,Piura,471,1
2023,Huanuco,Piura,471,1
2023,Amazonas,Ancash,464,1
2023,Arequipa,Madre de Dios,462,7
2023,Arequipa,Ucayali,453,3
2023,Loreto,Arequipa,441,2
2023,Piura,Cusco,438,2
2023,Apurimac,Pasco,429,6
2023,Loreto,La Libertad,408,1
2023,Ayacucho,Pasco,403,5
2023,Ancash,Ucayali,381,2
2023,Ica,Piura,368,1
2023,Madre de Dios,Loreto,367,2
2023,Ucayali,Lambayeque,363,1
2023,Cusco,Junin,360,2
2023,Pasco,Ucayali,359,3
2023,Piura,Huancavelica,357,1
2023,Ayacucho,Puno,353,1
2023,Ayacucho,Madre de Dios,331,11
2023,Huanuco,Huancavelica,317,2
2023,Tacna,Huancavelica,317,2
2023,Junin,Puno,310,1
2023,La Libertad,Huanuco,305,2
2023,Ica,Loreto,304,1
2023,San Martin,Ancash,303,1
2023,Madre de Dios,Ancash,300,1
2023,Piura,Ica,288,1
2023,Cajamarca,Junin,268,1
2023,Junin,La Libertad,266,1
2023,Ica,Junin,260,1
2023,Ucayali,Tumbes,258,3
2023,Pasco,Ica,256,1
2023,Cajamarca,Ancash,250,1
2023,Loreto,Huanuco,250,1
2023,Huanuco,Ancash,247,1
2023,Loreto,Amazonas,241,4
2023,Ancash,Huanuco,238,3
2023,Junin,Madre de Dios,228,3
2023,Huancavelica,Loreto,222,1
2023,Pasco,Cusco,219,1
2023,Tumbes,Ucayali,208,1
2023,Pasco,Madre de Dios,191,1
2023,Ancash,Arequipa,184,1
2023,Moquegua,Madre de Dios,180,2
2023,Pasco,Loreto,179,1
2023,Arequipa,Pasco,173,2
2023,Loreto,Madre de Dios,169,8
2023,Cajamarca,Tumbes,163,2
2023,Tacna,Loreto,163,1
2023,Piura,Amazonas,162,1
2023,Tumbes,Amazonas,162,1
2023,Ucayali,Huancavelica,157,1
2023,Apurimac,Huancavelica,154,1
2023,Piura,Apurimac,154,1
2023,Lambayeque,Tumbes,150,1
2023,Ica,San Martin,149,1
2023,Ayacucho,Loreto,140,1
2023,Tumbes,San Martin,140,1
2023,Lambayeque,Huanuco,132,2
2023,Ucayali,Amazonas,131,2
2023,Cusco,Loreto,130,1
2023,Apurimac,Huanuco,127,1
2023,Piura,Huanuco,127,1
2023,Tacna,Ancash,113,1
2023,Apurimac,Tumbes,104,1
2023,Ayacucho,San Martin,94,1
2023,Ancash,Pasco,88,1
2023,Tacna,Huanuco,88,1
2023,Cajamarca,Pasco,86,1
2023,San Martin,Pasco,86,1
2023,San Martin,Moquegua,80,2
2023,Ica,Tacna,77,1
2023,Cajamarca,Ica,75,1
2023,Huanuco,Moquegua,74,1
2023,Ica,Amazonas,71,1
2023,San Martin,Tacna,71,2
2023,Huanuco,Amazonas,64,1
2023,La Libertad,Madre de Dios,58,4
2023,Ancash,Huancavelica,51,1
2023,Ica,Moquegua,50,1
2023,Loreto,Moquegua,50,1
2023,Lambayeque,Moquegua,41,1
2023,Ancash,Tacna,39,1
2023,Madre de Dios,Tacna,34,1
2023,Puno,Junin,26,1
2023,Piura,Tacna,24,4
2023,Piura,Ucayali,21,1
2023,Ica,Madre de Dios,16,2
2023,Arequipa,Cajamarca,12,2
2023,Tumbes,Madre de Dios,8,1
2023,Cajamarca,Tacna,6,1
2023,Ucayali,Tacna,5,1
2023,Cajamarca,Huanuco,3,1
2024,Lima,Junin,29455,93
2024,Lima,Huanuco,27789,89
2024,Lima,Piura,25200,72
2024,Lima,Loreto,21368,104
2024,Junin,Lima,20758,23
2024,Piura,Lima,20104,31
2024,Apurimac,Lima,20096,17
2024,Ancash,Lima,19277,29
2024,Lima,Ancash,19086,68
2024,Cajamarca,Lima,17698,18
2024,Lima,San Martin,17117,88
2024,Huanuco,Lima,16736,21
2024,Lima,Ica,15880,74
2024,Loreto,Lima,14801,23
2024,Lima,La Libertad,14431,35
2024,Lima,Lambayeque,14280,49
2024,Lima,Ayacucho,11675,51
2024,Huancavelica,Lima,11384,14
2024,Loreto,Ucayali,11297,64
2024,Lima,Ucayali,10085,58
2024,Lima,Cajamarca,9931,21
2024,Lima,Arequipa,8872,33
2024,Ayacucho,Lima,8182,9
2024,Amazonas,Lima,8026,7
2024,Lima,Apurimac,8007,43
2024,Arequipa,Puno,7711,24
2024,Puno,Arequipa,7652,31
2024,Cusco,Arequipa,7413,30
2024,Lima,Amazonas,7293,67
2024,Lima,Pasco,7173,53
2024,Cajamarca,Lambayeque,6921,24
2024,Cajamarca,La Libertad,6773,24
2024,Lima,Huancavelica,6459,34
2024,La Libertad,Lima,6369,15
2024,Lima,Cusco,6336,25
2024,Arequipa,Lima,6283,9
2024,Tumbes,Piura,6202,18
2024,Arequipa,Cusco,6103,19
2024,Pasco,Huanuco,6094,20
2024,San Martin,Lima,6080,11
2024,Moquegua,Arequipa,6046,17
2024,Lima,Puno,5886,17
2024,Puno,Tacna,5832,60
2024,Pasco,Lima,5411,5
2024,Huancavelica,Junin,5235,16
2024,Lambayeque,Lima,5053,10
2024,San Martin,Loreto,5034,19
2024,Ayacucho,Junin,4681,16
2024,Cajamarca,San Martin,4526,22
2024,Loreto,San Martin,4461,19
2024,Junin,Huancavelica,4432,26
2024,Junin,Pasco,4401,39
2024,Ucayali,Lima,4298,13
2024,Tacna,Puno,4230,9
2024,Cusco,Lima,4112,5
2024,Cajamarca,Amazonas,4087,38
2024,Ayacucho,Ica,3977,21
2024,Lima,Tacna,3885,25
2024,Moquegua,Puno,3818,7
2024,La Libertad,Ancash,3712,12
2024,San Martin,Lambayeque,3589,12
2024,Cusco,Madre de Dios,3519,47
2024,Amazonas,San Martin,3385,17
2024,Tacna,Lima,3341,4
2024,Huanuco,Ucayali,3150,18
2024,Huanuco,San Martin,3141,17
2024,Pasco,Junin,3008,14
2024,Ayacucho,Huancavelica,2972,11
2024,Ayacucho,Cusco,2970,5
2024,Ucayali,Loreto,2872,16
2024,San Martin,Huanuco,2570,14
2024,Ucayali,San Martin,2551,9
2024,Ica,Lima,2495,5
2024,Lambayeque,Amazonas,2462,19
2024,Arequipa,Ayacucho,2428,10
2024,Ica,Huancavelica,2411,14
2024,Huanuco,Pasco,2392,22
2024,Junin,Ucayali,2330,17
2024,Ucayali,Ica,2315,10
2024,Amazonas,La Libertad,2275,5
2024,Madre de Dios,Cusco,2275,8
2024,Ica,Apurimac,2270,13
2024,Amazonas,Lambayeque,2187,6
2024,Piura,San Martin,2104,7
2024,Arequipa,Tacna,2080,24
2024,San Martin,Cajamarca,2064,8
2024,Lambayeque,San Martin,2031,9
2024,San Martin,La Libertad,1965,6
2024,Puno,Madre de Dios,1907,21
2024,La Libertad,Piura,1897,5
2024,San Martin,Amazonas,1854,21
2024,La Libertad,Cajamarca,1834,6
2024,Ica,Loreto,1764,7
2024,Lambayeque,La Libertad,1725,5
2024,Arequipa,Moquegua,1724,28
2024,Ucayali,Huanuco,1710,11
2024,Huanuco,Junin,1684,5
2024,Ucayali,Junin,1646,6
2024,San Martin,Ucayali,1641,14
2024,Apurimac,Ica,1605,7
2024,La Libertad,San Martin,1599,11
2024,Puno,Cajamarca,1575,3
2024,Puno,Moquegua,1549,20
2024,Ancash,La Libertad,1538,4
2024,Amazonas,Loreto,1523,11
2024,San Martin,Madre de Dios,1503,12
2024,Amazonas,Cajamarca,1486,6
2024,Apurimac,Madre de Dios,1411,9
2024,Moquegua,Tacna,1395,28
2024,Tumbes,Cusco,1380,2
2024,Piura,Ancash,1362,3
2024,Lima,Madre de Dios,1359,24
2024,Tacna,Arequipa,1343,6
2024,Huanuco,Ancash,1321,6
2024,Huancavelica,Ica,1313,6
2024,Huanuco,Ica,1294,6
2024,Tumbes,San Martin,1284,6
2024,Cusco,Apurimac,1278,6
2024,Puno,Lambayeque,1234,3
2024,Puno,San Martin,1225,3
2024,Junin,San Martin,1220,3
2024,Arequipa,Ucayali,1196,6
2024,Piura,Tumbes,1158,19
2024,Huancavelica,San Martin,1155,3
2024,La Libertad,Amazonas,1135,8
2024,Madre de Dios,Lima,1114,1
2024,Apurimac,Arequipa,1106,4
2024,La Libertad,Junin,1080,3
2024,Lima,Tumbes,1068,14
2024,Cusco,Ayacucho,1064,3
2024,Junin,Cajamarca,1035,3
2024,Loreto,Ica,991,6
2024,Ayacucho,Apurimac,980,6
2024,La Libertad,Lambayeque,976,3
2024,Piura,Loreto,960,4
2024,Ancash,Amazonas,955,3
2024,Junin,La Libertad,946,2
2024,Puno,Ucayali,928,7
2024,Lambayeque,Piura,917,3
2024,Madre de Dios,Puno,894,2
2024,Piura,Arequipa,886,3
2024,Junin,Arequipa,866,5
2024,Lambayeque,Loreto,837,3
2024,Loreto,Puno,837,2
2024,San Martin,Ayacucho,836,5
2024,La Libertad,Arequipa,830,3
2024,Amazonas,Ucayali,824,4
2024,Junin,Ayacucho,821,4
2024,Junin,Huanuco,817,8
2024,Arequipa,Ica,787,3
2024,Ayacucho,Pasco,780,7
2024,Ica,La Libertad,779,2
2024,Cajamarca,Huanuco,776,3
2024,Arequipa,Madre de Dios,772,12
2024,Piura,Lambayeque,764,3
2024,Apurimac,Cusco,738,7
2024,San Martin,Piura,727,2
2024,Cusco,Tacna,671,5
2024,Junin,Ica,666,4
2024,Lambayeque,Ica,664,5
2024,Cusco,Puno,657,2
2024,Huanuco,Huancavelica,637,3
2024,Lambayeque,Ancash,601,1
2024,Loreto,Cajamarca,597,2
2024,Arequipa,Junin,586,1
2024,Ica,Ayacucho,574,2
2024,Ica,Lambayeque,570,2
2024,Junin,Lambayeque,549,1
2024,Loreto,La Libertad,537,1
2024,Ancash,Lambayeque,536,1
2024,Ucayali,Madre de Dios,517,13
2024,Lima,Moquegua,512,6
2024,Lambayeque,Cajamarca,497,2
2024,La Libertad,Huanuco,484,4
2024,Ica,Moquegua,480,3
2024,La Libertad,Tumbes,461,3
2024,Ica,Junin,447,2
2024,Arequipa,La Libertad,441,1
2024,Ica,Ucayali,437,4
2024,Loreto,Amazonas,421,6
2024,Tacna,Ucayali,421,2
2024,Madre de Dios,Lambayeque,411,1
2024,Apurimac,Junin,409,2
2024,Pasco,San Martin,408,1
2024,Tacna,Moquegua,387,5
2024,Moquegua,Apurimac,383,1
2024,Puno,Apurimac,383,3
2024,La Libertad,Madre de Dios,378,2
2024,Ayacucho,Arequipa,361,2
2024,Cusco,Ucayali,353,5
2024,Tumbes,Lambayeque,349,2
2024,Arequipa,Apurimac,343,1
2024,Huancavelica,Apurimac,343,1
2024,Ucayali,Ayacucho,334,2
2024,Cusco,Huancavelica,308,1
2024,Pasco,Tumbes,307,2
2024,Ica,Madre de Dios,306,2
2024,Puno,Huancavelica,301,2
2024,Amazonas,Ancash,295,3
2024,Ayacucho,Ucayali,295,2
2024,Cajamarca,Ucayali,292,2
2024,Ayacucho,Loreto,288,1
2024,La Libertad,Loreto,288,1
2024,Ancash,Arequipa,283,1
2024,Loreto,Madre de Dios,283,2
2024,Tumbes,Ancash,282,1
2024,Puno,Cusco,281,1
2024,Ancash,Piura,280,1
2024,La Libertad,Ica,280,4
2024,Puno,Lima,278,1
2024,Madre de Dios,Arequipa,277,1
2024,Ayacucho,Madre de Dios,271,4
2024,Madre de Dios,Junin,271,1
2024,Puno,Ica,266,1
2024,Pasco,Ica,263,1
2024,Piura,Cajamarca,262,1
2024,Madre de Dios,Ucayali,259,2
2024,Piura,La Libertad,259,4
2024,Ancash,Ica,253,1
2024,Ayacucho,Piura,247,1
2024,Ancash,Huanuco,245,7
2024,Ica,Arequipa,238,2
2024,Ica,Ancash,236,1
2024,Ucayali,Ancash,236,1
2024,Huancavelica,Ayacucho,231,2
2024,San Martin,Arequipa,231,2
2024,Huanuco,Arequipa,230,3
2024,Ancash,Junin,226,1
2024,Cusco,Junin,223,1
2024,Arequipa,Ancash,222,1
2024,Cajamarca,Junin,220,1
2024,Moquegua,Ucayali,218,1
2024,Apurimac,Ancash,217,1
2024,Arequipa,Pasco,199,2
2024,Apurimac,Pasco,197,2
2024,Ucayali,Pasco,197,2
2024,Ucayali,Amazonas,196,3
2024,Loreto,Tacna,189,5
2024,Lambayeque,Madre de Dios,179,1
2024,Cusco,Ancash,177,1
2024,Cajamarca,Arequipa,172,1
2024,Madre de Dios,Apurimac,167,1
2024,Huancavelica,Ucayali,165,1
2024,Ancash,Huancavelica,164,1
2024,Lambayeque,Tumbes,164,3
2024,Tacna,Ayacucho,164,1
2024,Junin,Moquegua,158,2
2024,Ica,Amazonas,153,1
2024,Piura,Moquegua,151,1
2024,Cajamarca,Tumbes,149,2
2024,Loreto,Huanuco,146,1
2024,Madre de Dios,Huanuco,146,1
2024,Pasco,Ucayali,144,2
2024,Madre de Dios,San Martin,143,1
2024,Huancavelica,Amazonas,142,2
2024,Puno,Loreto,141,1
2024,Piura,Amazonas,138,1
2024,Apurimac,Ucayali,130,2
2024,Cusco,Huanuco,121,2
2024,Ucayali,Tacna,112,3
2024,San Martin,Pasco,98,1
2024,Ancash,San Martin,90,1
2024,Cusco,Amazonas,80,1
2024,Amazonas,Pasco,79,1
2024,Arequipa,Amazonas,74,1
2024,Cajamarca,Tacna,59,1
2024,Pasco,Huancavelica,55,1
2024,Cajamarca,Piura,49,3
2024,Piura,Junin,40,1
2024,Ancash,Tacna,39,1
2024,Lambayeque,Tacna,39,1
2024,Huanuco,Moquegua,38,1
2024,Piura,Madre de Dios,38,1
2024,Piura,Ucayali,38,1
2024,San Martin,Moquegua,38,1
2024,Huanuco,Tacna,37,1
2024,Madre de Dios,Tacna,37,1
2024,Tacna,Madre de Dios,20,3
2024,Ica,Cusco,15,1
2024,Huanuco,Madre de Dios,9,1
2024,San Martin,Tumbes,8,1
2024,Cajamarca,Loreto,5,2
2024,Cusco,Loreto,2,1
2024,Madre de Dios,Loreto,1,1
