label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2018-2022,1822,1945,5,20.668451615175222,46.866762207280864,4.4992937669787,42.36746844030217,53.133237792719136,53.133237792719136,22.023320136916418,8.085452525120534,6.383219059235724,5.875476719029491,4.4992937669787
