label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2014-2018,1418,1960,5,66.44406890671118,79.96207201257997,51.90085911163763,28.06121290094234,20.037927987420026,20.037927987420026,6.916429924085146,6.570273820207316,5.638965215731542,8.935543940918334,51.90085911163763
