from,to,entry_rate,exit_rate
2014,2015,7.727460510776861,40.67627757761328
2015,2016,6.376487299762658,44.888681298848276
2016,2017,11.095139035929288,33.7455268987542
2017,2018,8.3387674929934,38.64699680578617
