label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2017-2021,1721,1927,5,64.97252438091922,86.09562942425262,50.253603123405945,35.84202630084668,13.904370575747377,13.904370575747377,16.89013696796404,7.046127627424441,5.010832757079318,6.894928948378885,50.253603123405945
