label,window,n_hh,waves,annual_static_pct,ever_poor_pct,chronic_pct,transient_pct,never_pct,poor_0w_pct,poor_1w_pct,poor_2w_pct,poor_3w_pct,poor_4w_pct,poor_5w_pct
2017-2021,1721,1999,5,21.567410472922546,46.03809501734793,4.618256807369569,41.41983820997835,53.96190498265207,53.96190498265207,17.11268313397895,10.116904952004687,9.361725206202316,4.828524917792404,4.618256807369569
