label,window,n_workers_allwaves,waves,static_informal_pct,ever_informal_pct,chronic_pct,transitional_pct,always_formal_pct,inf_0w_pct,inf_1w_pct,inf_2w_pct,inf_3w_pct,inf_4w_pct,inf_5w_pct
2019-2023,1923,1995,5,70.18156584565087,88.35508525444982,53.747404203124695,34.60768105132512,11.644914745550185,11.644914745550185,13.648812897633588,4.516628375177953,6.280220549412961,10.162019229100618,53.747404203124695
