UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,left21,left26
030708,APURIMAC,GRAU,PROGRESO,87.81127129750983,91.21071012805588
030709,APURIMAC,GRAU,SAN ANTONIO,87.71929824561404,90.25641025641026
030710,APURIMAC,GRAU,SANTA ROSA,91.8848167539267,91.15281501340482
030711,APURIMAC,GRAU,TURPAY,80.84507042253522,83.64197530864197
030712,APURIMAC,GRAU,VILCABAMBA,80.41237113402062,81.5519765739385
030713,APURIMAC,GRAU,VIRUNDO,84.32671081677704,90.94076655052265
030714,APURIMAC,GRAU,CURASCO,87.35440931780366,91.06583072100314
040101,AREQUIPA,AREQUIPA,AREQUIPA,41.26790916709901,41.53168677005552
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,64.67788892206629,62.87250355645057
040103,AREQUIPA,AREQUIPA,CAYMA,62.965651109798294,60.06930949604871
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,68.96178129786678,67.1168608366084
040105,AREQUIPA,AREQUIPA,CHARACATO,69.71595047341587,65.37371134020619
040106,AREQUIPA,AREQUIPA,CHIGUATA,86.6617538688283,80.63530849114234
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,70.84062241045945,68.16757786104797
040108,AREQUIPA,AREQUIPA,LA JOYA,85.19037859993529,82.39787749874205
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,63.73753943217665,61.64773418306536
040110,AREQUIPA,AREQUIPA,MIRAFLORES,59.76048519736842,58.26502902414111
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,79.50428979980934,76.14465826144658
040112,AREQUIPA,AREQUIPA,PAUCARPATA,67.70596550749222,64.73439143963645
040113,AREQUIPA,AREQUIPA,POCSI,81.2061711079944,75.53763440860214
040114,AREQUIPA,AREQUIPA,POLOBAYA,86.20309050772627,78.77629063097514
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,78.21862348178138,76.19855748833263
040116,AREQUIPA,AREQUIPA,SABANDIA,64.49814126394052,61.40005622715772
040117,AREQUIPA,AREQUIPA,SACHACA,53.89669844347498,50.66013730856018
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,76.81818181818181,76.2982689747004
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,93.19796954314721,89.90895295902884
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,73.50597609561753,73.41576506955178
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,87.22672562024073,84.90678302261007
040122,AREQUIPA,AREQUIPA,SOCABAYA,66.43931320307874,63.92409462684492
040123,AREQUIPA,AREQUIPA,TIABAYA,70.14577259475219,68.04802478698683
040124,AREQUIPA,AREQUIPA,UCHUMAYO,69.67607894985362,66.29674673152934
040125,AREQUIPA,AREQUIPA,VITOR,78.31505483549351,76.22504537205081
040126,AREQUIPA,AREQUIPA,YANAHUARA,29.205294958719616,31.926889151586796
040127,AREQUIPA,AREQUIPA,YARABAMBA,65.97600872410032,69.40024479804161
040128,AREQUIPA,AREQUIPA,YURA,83.1046974285884,80.53575482406356
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,47.90803083717507,48.117121108381326
040201,AREQUIPA,CAMANA,CAMANA,45.924347362813,44.075726253944076
040202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,55.81904414447282,55.60686015831135
040203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,81.30081300813008,88.12993321190042
040204,AREQUIPA,CAMANA,MARISCAL CACERES,69.55287437899219,67.77036684135302
040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,59.79620194534507,57.531331283991484
040206,AREQUIPA,CAMANA,OCOÑA,52.88503253796095,53.48837209302326
040207,AREQUIPA,CAMANA,QUILCA,60.40061633281972,63.93244873341375
040208,AREQUIPA,CAMANA,SAMUEL PASTOR,65.13751252644472,65.18371192295614
040301,AREQUIPA,CARAVELI,CARAVELI,39.67123287671233,60.83916083916084
040302,AREQUIPA,CARAVELI,ACARI,37.99638989169675,42.72040302267003
040303,AREQUIPA,CARAVELI,ATICO,52.36105307145842,60.67534294759057
040304,AREQUIPA,CARAVELI,ATIQUIPA,43.02325581395349,53.513513513513516
040305,AREQUIPA,CARAVELI,BELLA UNION,52.40112994350282,57.30042016806723
040306,AREQUIPA,CARAVELI,CAHUACHO,41.19241192411924,54.02298850574713
040307,AREQUIPA,CARAVELI,CHALA,50.75593952483801,63.702399295619635
040308,AREQUIPA,CARAVELI,CHAPARRA,56.09756097560975,66.53013458162668
040309,AREQUIPA,CARAVELI,HUANUHUANU,80.77753779697625,88.62453531598513
040310,AREQUIPA,CARAVELI,JAQUI,38.27014218009479,42.378752886836025
040311,AREQUIPA,CARAVELI,LOMAS,35.0547730829421,36.65865384615385
040312,AREQUIPA,CARAVELI,QUICACHA,48.26086956521739,66.90355329949239
040313,AREQUIPA,CARAVELI,YAUCA,24.466019417475728,31.83779119930975
040401,AREQUIPA,CASTILLA,APLAO,70.31842304776346,67.71523178807946
040402,AREQUIPA,CASTILLA,ANDAGUA,86.34686346863468,82.52252252252252
040403,AREQUIPA,CASTILLA,AYO,70.11494252873563,71.04072398190046
040404,AREQUIPA,CASTILLA,CHACHAS,91.98855507868383,92.50764525993884
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,93.4873949579832,90.27777777777777
040406,AREQUIPA,CASTILLA,CHOCO,87.74038461538461,82.98969072164948
040407,AREQUIPA,CASTILLA,HUANCARQUI,68.31875607385811,60.67769897557132
040408,AREQUIPA,CASTILLA,MACHAGUAY,86.28571428571429,82.30337078651685
040409,AREQUIPA,CASTILLA,ORCOPAMPA,89.94114499732477,88.17708333333333
040410,AREQUIPA,CASTILLA,PAMPACOLCA,81.15555555555555,76.22014537902389
040411,AREQUIPA,CASTILLA,TIPAN,80.08298755186722,76.84210526315789
040412,AREQUIPA,CASTILLA,UÑON,85.08771929824562,78.62068965517241
040413,AREQUIPA,CASTILLA,URACA,67.90123456790124,64.49399656946827
040414,AREQUIPA,CASTILLA,VIRACO,77.19821162444113,72.78797996661102
040501,AREQUIPA,CAYLLOMA,CHIVAY,86.9139465875371,82.46089049338147
040502,AREQUIPA,CAYLLOMA,ACHOMA,90.15151515151516,83.35901386748844
040503,AREQUIPA,CAYLLOMA,CABANACONDE,84.12955465587045,79.41929974380871
040504,AREQUIPA,CAYLLOMA,CALLALLI,91.41323792486583,88.73835732430143
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,92.4021040327294,89.3709327548807
040506,AREQUIPA,CAYLLOMA,COPORAQUE,90.14925373134328,85.56701030927834
040507,AREQUIPA,CAYLLOMA,HUAMBO,86.11764705882354,85.74610244988864
040508,AREQUIPA,CAYLLOMA,HUANCA,88.36104513064133,88.25242718446601
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,92.94354838709677,89.46360153256705
040510,AREQUIPA,CAYLLOMA,LARI,84.80825958702064,85.11326860841424
040511,AREQUIPA,CAYLLOMA,LLUTA,86.77536231884058,85.50228310502283
040512,AREQUIPA,CAYLLOMA,MACA,79.51582867783985,78.63720073664825
040513,AREQUIPA,CAYLLOMA,MADRIGAL,89.38053097345133,88.91213389121339
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,86.67711598746081,85.16886930983847
040515,AREQUIPA,CAYLLOMA,SIBAYO,90.52224371373308,89.90291262135922
040516,AREQUIPA,CAYLLOMA,TAPAY,80.60606060606061,81.11888111888112
040517,AREQUIPA,CAYLLOMA,TISCO,91.8562874251497,88.73417721518987
040518,AREQUIPA,CAYLLOMA,TUTI,92.4643584521385,89.37875751503006
040519,AREQUIPA,CAYLLOMA,YANQUE,90.97956307258633,87.52556237218813
040520,AREQUIPA,CAYLLOMA,MAJES,85.03016389941807,81.91910620845708
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,70.70645554202193,69.51740989615149
040602,AREQUIPA,CONDESUYOS,ANDARAY,90.56603773584905,85.3211009174312
040603,AREQUIPA,CONDESUYOS,CAYARANI,95.50561797752809,91.09518935516888
040604,AREQUIPA,CONDESUYOS,CHICHAS,71.11111111111111,76.57657657657657
040605,AREQUIPA,CONDESUYOS,IRAY,73.33333333333333,64.55223880597015
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,77.46371275783041,76.51898734177215
040607,AREQUIPA,CONDESUYOS,SALAMANCA,86.97916666666667,87.57961783439491
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,88.6082474226804,92.31621721462874
040701,AREQUIPA,ISLAY,MOLLENDO,62.244699474810346,60.633959466139395
040702,AREQUIPA,ISLAY,COCACHACRA,80.1146905043009,75.53056921995784
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,84.98745151722565,80.85823410469557
040704,AREQUIPA,ISLAY,ISLAY,70.73764787752262,68.64664191697604
040705,AREQUIPA,ISLAY,MEJIA,65.45265348595213,63.11827956989247
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,78.94493290143453,76.1687323331159
040801,AREQUIPA,LA UNION,COTAHUASI,84.22436459246275,81.0931899641577
040802,AREQUIPA,LA UNION,ALCA,84.33874709976799,84.3167701863354
040803,AREQUIPA,LA UNION,CHARCANA,83.7748344370861,85.37414965986395
040804,AREQUIPA,LA UNION,HUAYNACOTAS,83.27974276527331,78.3295711060948
040805,AREQUIPA,LA UNION,PAMPAMARCA,90.64171122994652,91.29032258064517
040806,AREQUIPA,LA UNION,PUYCA,94.63019250253292,92.10850801479654
040807,AREQUIPA,LA UNION,QUECHUALLA,87.14285714285714,83.83838383838383
040808,AREQUIPA,LA UNION,SAYLA,74.60317460317461,76.15894039735099
040809,AREQUIPA,LA UNION,TAURIA,71.23287671232876,82.97872340425532
040810,AREQUIPA,LA UNION,TOMEPAMPA,78.1767955801105,70.53291536050156
040811,AREQUIPA,LA UNION,TORO,90.2439024390244,84.73282442748092
050101,AYACUCHO,HUAMANGA,AYACUCHO,78.27886980060508,72.97054807879852
050102,AYACUCHO,HUAMANGA,ACOCRO,90.80390983443048,89.18166635739469
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,81.05772554441756,82.84491274283833
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,85.36028241157334,79.94865211810013
050105,AYACUCHO,HUAMANGA,CHIARA,91.33816036470904,88.52091633466135
050106,AYACUCHO,HUAMANGA,OCROS,86.05271938605271,79.58050586057989
050107,AYACUCHO,HUAMANGA,PACAYCASA,67.53040719196193,63.58195211786372
050108,AYACUCHO,HUAMANGA,QUINUA,79.0942751352891,77.54339118825101
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,72.67080745341615,73.12056737588652
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,84.33882004808582,77.37000665127744
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,75.89616810877627,73.74233128834356
050112,AYACUCHO,HUAMANGA,SOCOS,90.17779705117086,87.38010156103066
050113,AYACUCHO,HUAMANGA,TAMBILLO,78.64872769815736,77.0321999549651
050114,AYACUCHO,HUAMANGA,VINCHOS,94.12129352205807,87.75140788415125
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,81.0564316929508,75.23402708352268
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,79.8861852433281,73.55674938176857
050201,AYACUCHO,CANGALLO,CANGALLO,89.32527693856998,87.91923340177961
050202,AYACUCHO,CANGALLO,CHUSCHI,90.34120734908136,86.57282079047103
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,88.84591899043355,84.39317564947655
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,84.65116279069767,84.47971781305115
050205,AYACUCHO,CANGALLO,PARAS,88.78842676311031,84.453589391861
050206,AYACUCHO,CANGALLO,TOTOS,89.7524467472654,88.75074008288928
050301,AYACUCHO,HUANCA SANCOS,SANCOS,85.90963139120095,85.12820512820512
050302,AYACUCHO,HUANCA SANCOS,CARAPO,92.26618705035972,91.64989939637827
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,83.91521197007481,86.03667136812412
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,90.87066779374472,92.0268972142171
050401,AYACUCHO,HUANTA,HUANTA,79.60137795275591,74.61741157393331
050402,AYACUCHO,HUANTA,AYAHUANCO,87.02490170380078,81.46811070998797
050403,AYACUCHO,HUANTA,HUAMANGUILLA,87.60299625468164,85.04640770024064
050404,AYACUCHO,HUANTA,IGUAIN,82.56103637269557,77.30061349693251
050405,AYACUCHO,HUANTA,LURICOCHA,74.88479262672811,71.51262564354009
050406,AYACUCHO,HUANTA,SANTILLANA,89.0807279514699,82.27699530516432
050407,AYACUCHO,HUANTA,SIVIA,85.80454096742349,81.7451703928804
050408,AYACUCHO,HUANTA,LLOCHEGUA,91.12161153941805,85.9617373319545
050409,AYACUCHO,HUANTA,CANAYRE,93.16725978647686,88.99657924743444
050410,AYACUCHO,HUANTA,UCHURACCAY,87.01690821256038,84.8573092603378
050411,AYACUCHO,HUANTA,PUCACOLPA,90.304396843292,86.36363636363636
050412,AYACUCHO,HUANTA,CHACA,82.02020202020202,81.36
050413,AYACUCHO,HUANTA,PUTIS,,83.33333333333333
050501,AYACUCHO,LA MAR,SAN MIGUEL,84.86807618381968,81.68168168168168
050502,AYACUCHO,LA MAR,ANCO,90.55900621118012,89.12476722532588
050503,AYACUCHO,LA MAR,AYNA,75.43051661994393,72.31162196679438
050504,AYACUCHO,LA MAR,CHILCAS,82.78867102396514,82.69441401971523
050505,AYACUCHO,LA MAR,CHUNGUI,88.60381861575179,84.51459201905897
050506,AYACUCHO,LA MAR,LUIS CARRANZA,73.10443490701002,76.3124199743918
050507,AYACUCHO,LA MAR,SANTA ROSA,86.33130081300813,81.71080887616321
050508,AYACUCHO,LA MAR,TAMBO,89.10941475826972,85.13611615245009
050509,AYACUCHO,LA MAR,SAMUGARI,87.29866543948458,82.52369668246446
050510,AYACUCHO,LA MAR,ANCHIHUAY,82.1173104434907,73.5367683841921
050511,AYACUCHO,LA MAR,ORONCCOY,91.34948096885813,92.75766016713092
050512,AYACUCHO,LA MAR,UNION PROGRESO,,81.53078202995009
050513,AYACUCHO,LA MAR,RIO MAGDALENA,,81.15055079559363
050514,AYACUCHO,LA MAR,NINABAMBA,,73.13167259786476
050515,AYACUCHO,LA MAR,PATIBAMBA,,73.51351351351352
050601,AYACUCHO,LUCANAS,PUQUIO,81.70142036869144,82.32651796778191
050602,AYACUCHO,LUCANAS,AUCARA,71.04984093319194,69.45652173913044
050603,AYACUCHO,LUCANAS,CABANA,66.66666666666667,69.80802792321117
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,82.85229202037351,84.60207612456747
050605,AYACUCHO,LUCANAS,CHAVIÑA,82.45425188374597,86.00405679513185
050606,AYACUCHO,LUCANAS,CHIPAO,81.36042402826855,77.47205503009458
050607,AYACUCHO,LUCANAS,HUAC-HUAS,64.01137980085349,79.17783735478105
050608,AYACUCHO,LUCANAS,LARAMATE,55.89041095890411,57.544378698224854
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,57.662835249042146,64.92985971943888
050610,AYACUCHO,LUCANAS,LLAUTA,52.622950819672134,57.945205479452056
050611,AYACUCHO,LUCANAS,LUCANAS,77.22419928825623,85.16918646508279
050612,AYACUCHO,LUCANAS,OCAÑA,62.51053074978938,66.25874125874125
050613,AYACUCHO,LUCANAS,OTOCA,50.821917808219176,66.15598885793872
050614,AYACUCHO,LUCANAS,SAISA,71.5,79.45205479452055
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,88.83878241262683,93.42265529841657
050616,AYACUCHO,LUCANAS,SAN JUAN,69.39393939393939,80.0
050617,AYACUCHO,LUCANAS,SAN PEDRO,71.93987115246958,82.02247191011236
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,68.89692585895118,76.83168316831683
050619,AYACUCHO,LUCANAS,SANCOS,61.309030654515325,68.90459363957598
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,54.255319148936174,62.3134328358209
050621,AYACUCHO,LUCANAS,SANTA LUCIA,51.824817518248175,67.55555555555556
050701,AYACUCHO,PARINACOCHAS,CORACORA,88.40293959490948,87.46969979489091
050702,AYACUCHO,PARINACOCHAS,CHUMPI,82.50950570342205,83.66464995678479
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,84.5272206303725,86.74351585014409
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,80.39867109634551,83.6923076923077
050705,AYACUCHO,PARINACOCHAS,PULLO,68.4788895315211,80.63457330415756
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,69.42857142857143,74.31640625
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,71.89349112426035,81.84713375796179
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,84.97409326424871,89.55223880597015
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,67.41573033707866,73.70317002881845
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,78.28282828282828,86.89320388349515
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,68.29268292682927,65.07936507936508
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,74.27083333333333,79.24710424710425
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,64.8,73.4006734006734
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,91.91489361702128,88.65546218487395
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,73.3644859813084,74.00881057268722
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,71.11111111111111,73.03370786516854
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,63.265306122448976,72.0
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,73.60594795539033,77.27272727272727
050901,AYACUCHO,SUCRE,QUEROBAMBA,79.70511708586297,81.20035304501324
050902,AYACUCHO,SUCRE,BELEN,81.9672131147541,90.09009009009009
050903,AYACUCHO,SUCRE,CHALCOS,76.75438596491227,77.92207792207792
050904,AYACUCHO,SUCRE,CHILCAYOC,67.003367003367,74.33862433862434
050905,AYACUCHO,SUCRE,HUACAÑA,62.944162436548226,65.0
050906,AYACUCHO,SUCRE,MORCOLLA,74.86338797814207,77.46478873239437
050907,AYACUCHO,SUCRE,PAICO,72.78481012658227,74.46808510638297
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,80.67885117493472,84.4186046511628
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,86.44400785854617,91.61904761904762
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,76.28205128205128,81.14478114478115
050911,AYACUCHO,SUCRE,SORAS,70.0,78.66379310344827
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,92.24299065420561,93.14115308151094
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,91.64835164835165,90.27484143763213
051003,AYACUCHO,VICTOR FAJARDO,APONGO,83.83233532934132,83.12101910828025
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,72.41379310344827,79.61783439490446
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,89.59491660047657,84.59677419354838
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,91.35135135135135,90.7936507936508
051007,AYACUCHO,VICTOR FAJARDO,COLCA,81.16666666666667,82.79430789133247
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,93.19066147859922,87.25314183123878
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,84.11097099621689,81.90148911798396
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,92.05366357069144,90.7185628742515
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,96.26307922272048,95.52590266875981
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,89.31552587646077,89.38740293356342
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,85.14565907124314,82.47011952191235
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,93.42806394316163,87.93893129770993
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,75.91623036649214,77.9874213836478
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,85.81560283687944,84.51369216241737
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,79.42857142857143,79.70183486238533
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,84.77508650519032,86.66666666666667
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,88.46153846153847,84.02662229617304
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,85.94594594594595,85.58989986939487
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,55.220054961216206,50.298695235909896
060102,CAJAMARCA,CAJAMARCA,ASUNCION,81.47029204431017,76.3172338090011
060103,CAJAMARCA,CAJAMARCA,CHETILLA,85.8366935483871,81.78053830227744
060104,CAJAMARCA,CAJAMARCA,COSPAN,68.29268292682927,62.715033657442035
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,71.20220010476689,65.83607673969803
060106,CAJAMARCA,CAJAMARCA,JESUS,60.22504252256967,55.31728116378229
060107,CAJAMARCA,CAJAMARCA,LLACANORA,56.11466910643489,50.655957161981256
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,56.01536204366963,51.527224435590966
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,78.46097871566309,73.68012422360249
060110,CAJAMARCA,CAJAMARCA,MATARA,60.79120879120879,52.37903225806452
060111,CAJAMARCA,CAJAMARCA,NAMORA,64.93757692983999,60.82918739635158
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,65.26743398781313,61.4323258869908
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,54.165939880225594,54.62364413279281
060202,CAJAMARCA,CAJABAMBA,CACHACHI,63.45466578424884,66.61510336099002
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,60.07167106752169,61.13169417312226
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,37.21552878179384,39.77186311787072
060301,CAJAMARCA,CELENDIN,CELENDIN,75.23183007053974,69.17448703674249
060302,CAJAMARCA,CELENDIN,CHUMUCH,91.04046242774567,82.70165208940719
060303,CAJAMARCA,CELENDIN,CORTEGANA,89.8280278082693,84.00498545907769
060304,CAJAMARCA,CELENDIN,HUASMIN,93.34107626790554,87.53933291378225
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,61.743341404358354,61.27049180327869
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,70.5421293272371,63.36391437308868
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,89.54248366013071,83.85012919896641
060308,CAJAMARCA,CELENDIN,OXAMARCA,83.68382886149384,80.993080993081
060309,CAJAMARCA,CELENDIN,SOROCHUCO,72.67714927506637,73.1528895391368
060310,CAJAMARCA,CELENDIN,SUCRE,78.24870051979208,70.47619047619048
060311,CAJAMARCA,CELENDIN,UTCO,71.7032967032967,65.98360655737704
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,86.82452944748027,77.17086834733894
060401,CAJAMARCA,CHOTA,CHOTA,87.94726253772093,79.51382645906001
060402,CAJAMARCA,CHOTA,ANGUIA,96.14906832298136,81.63129973474801
060403,CAJAMARCA,CHOTA,CHADIN,91.8986083499006,81.76959619952494
060404,CAJAMARCA,CHOTA,CHIGUIRIP,89.8609241812472,88.26291079812206
060405,CAJAMARCA,CHOTA,CHIMBAN,96.46924829157176,88.50574712643679
060406,CAJAMARCA,CHOTA,CHOROPAMPA,97.84110535405873,85.6581532416503
060407,CAJAMARCA,CHOTA,COCHABAMBA,65.30398322851153,63.73831775700935
060408,CAJAMARCA,CHOTA,CONCHAN,88.21752265861028,84.51372416130125
060409,CAJAMARCA,CHOTA,HUAMBOS,66.90833764888659,64.41873589164786
060410,CAJAMARCA,CHOTA,LAJAS,84.01486988847584,74.45538645180544
060411,CAJAMARCA,CHOTA,LLAMA,68.55852950661077,63.14190215739897
060412,CAJAMARCA,CHOTA,MIRACOSTA,79.16666666666667,69.9601593625498
060413,CAJAMARCA,CHOTA,PACCHA,89.2109500805153,84.38868976503385
060414,CAJAMARCA,CHOTA,PION,93.87442572741195,87.64607679465776
060415,CAJAMARCA,CHOTA,QUEROCOTO,78.07471264367815,74.15094339622641
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,77.18253968253968,70.18779342723005
060417,CAJAMARCA,CHOTA,TACABAMBA,95.21104943849232,83.77965866518663
060418,CAJAMARCA,CHOTA,TOCMOCHE,67.45027124773961,59.899328859060404
060419,CAJAMARCA,CHOTA,CHALAMARCA,93.32623358182464,90.2135231316726
060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,70.89595375722543,67.8495602062481
060502,CAJAMARCA,CONTUMAZA,CHILETE,61.11455108359133,58.996539792387544
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,50.74424898511502,48.609271523178805
060504,CAJAMARCA,CONTUMAZA,GUZMANGO,67.62199845081332,66.66666666666667
060505,CAJAMARCA,CONTUMAZA,SAN BENITO,48.67256637168141,43.32552693208431
060506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,63.19569120287253,64.71571906354515
060507,CAJAMARCA,CONTUMAZA,TANTARICA,65.71675302245251,66.10032362459548
060508,CAJAMARCA,CONTUMAZA,YONAN,54.263565891472865,53.3275462962963
060601,CAJAMARCA,CUTERVO,CUTERVO,66.92307692307692,65.90053426081968
060602,CAJAMARCA,CUTERVO,CALLAYUC,79.9154334038055,74.47413303013076
060603,CAJAMARCA,CUTERVO,CHOROS,75.7090909090909,72.15422276621787
060604,CAJAMARCA,CUTERVO,CUJILLO,86.98113207547169,82.4693685202639
060605,CAJAMARCA,CUTERVO,LA RAMADA,91.01307189542484,86.95156695156695
060606,CAJAMARCA,CUTERVO,PIMPINGOS,80.0845665961945,76.31929046563192
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,75.11950830867289,73.08127688476341
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,81.82234432234432,76.48401826484019
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,83.18924111431316,81.6888045540797
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,88.01223241590215,83.95792241946089
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,82.31653404067197,80.4
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,78.12254516889239,72.17113154738105
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,69.61162170174919,64.83762597984322
060614,CAJAMARCA,CUTERVO,SOCOTA,72.48870724887072,62.17457886676876
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,75.0390015600624,67.36
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,90.98267151936552,82.79191016385928
060702,CAJAMARCA,HUALGAYOC,CHUGUR,85.1017042330951,80.8298319327731
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,88.88745815091424,81.75015852885225
060801,CAJAMARCA,JAEN,JAEN,66.70215453462774,63.3667000333667
060802,CAJAMARCA,JAEN,BELLAVISTA,73.56635071090048,72.91069342678135
060803,CAJAMARCA,JAEN,CHONTALI,64.82221334398722,66.32447296058662
060804,CAJAMARCA,JAEN,COLASAY,66.99107866991079,68.0015111446921
060805,CAJAMARCA,JAEN,HUABAL,81.26277538042244,78.53891177108173
060806,CAJAMARCA,JAEN,LAS PIRIAS,72.88819875776397,72.36540664375715
060807,CAJAMARCA,JAEN,POMAHUACA,77.577505407354,81.51807770042667
060808,CAJAMARCA,JAEN,PUCARA,75.1329144514258,74.61230615307653
