UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,left21,left26
060809,CAJAMARCA,JAEN,SALLIQUE,93.21503131524008,93.52467623381169
060810,CAJAMARCA,JAEN,SAN FELIPE,75.92847317744155,76.28509719222463
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,71.53364205938436,77.81553398058253
060812,CAJAMARCA,JAEN,SANTA ROSA,69.04417089065895,70.49494597420704
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,77.22461131326497,76.42032212957687
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,82.2129217891708,81.66725538678912
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,77.86561264822134,74.94472361809045
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,76.7701027956576,76.45476553393706
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,84.62746858168761,84.44154715341156
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,71.59409684107818,72.79140073899899
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,86.97378872120731,89.25197287984884
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,71.49420486582437,62.86366795750174
061002,CAJAMARCA,SAN MARCOS,CHANCAY,59.22637920101459,48.47133757961783
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,73.55021216407356,62.8588882101405
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,79.226589964845,68.19964349376114
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,65.33795493934142,54.72154963680387
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,68.40148698884758,55.79399141630901
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,81.61088635527767,67.01421800947867
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,67.65214656392514,60.83186124939778
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,64.2007926023778,60.31537450722733
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,86.15580016934801,77.63215377894277
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,85.24305555555556,76.75276752767527
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,59.64673913043478,56.95681973954763
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,71.10060769750169,66.54545454545455
061107,CAJAMARCA,SAN MIGUEL,LLAPA,75.4954268292683,69.24296472453429
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,61.03896103896104,64.17556346381969
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,71.26590756865372,66.15483045425464
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,51.953449709060685,57.57575757575758
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,78.89637742207245,64.30045398266611
061112,CAJAMARCA,SAN MIGUEL,TONGOD,82.4223602484472,75.55816686251468
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,50.090090090090094,49.18604651162791
061201,CAJAMARCA,SAN PABLO,SAN PABLO,79.74463145676147,74.22801112249378
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,81.86335403726709,77.33436652460287
061203,CAJAMARCA,SAN PABLO,SAN LUIS,61.904761904761905,60.39360393603936
061204,CAJAMARCA,SAN PABLO,TUMBADEN,79.94711326575585,66.6396103896104
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,66.92341549295774,63.066048155511375
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,64.5083932853717,56.559766763848394
061303,CAJAMARCA,SANTA CRUZ,CATACHE,79.6878997185981,77.43307480610459
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,69.3587860988742,71.36929460580913
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,64.81051817478732,59.20634920634921
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,73.12844759653271,63.336388634280475
061307,CAJAMARCA,SANTA CRUZ,PULAN,75.78740157480316,73.92533936651584
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,67.64985727878211,63.16306483300589
061309,CAJAMARCA,SANTA CRUZ,SEXI,77.67857142857143,72.18045112781955
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,71.107544141252,64.11042944785277
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,75.01557632398755,70.23102310231023
070101,CALLAO,CALLAO,CALLAO,30.824512752411827,32.44629967823289
070102,CALLAO,CALLAO,BELLAVISTA,21.66449934980494,24.62485263851979
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,32.073459715639814,33.226261103281
070104,CALLAO,CALLAO,LA PERLA,20.796880943324457,24.37290341961648
070105,CALLAO,CALLAO,LA PUNTA,11.950439648281375,15.36997382821794
070106,CALLAO,CALLAO,VENTANILLA,41.61502358449004,42.22661617346426
070107,CALLAO,CALLAO,MI PERU,39.460430079271234,40.57512913422249
080101,CUSCO,CUSCO,CUSCO,68.668589042458,61.50140278289455
080102,CUSCO,CUSCO,CCORCA,93.68478857770455,90.15927189988624
080103,CUSCO,CUSCO,POROY,85.6584693173983,77.26326742976066
080104,CUSCO,CUSCO,SAN JERONIMO,76.1020712751629,69.21527753241706
080105,CUSCO,CUSCO,SAN SEBASTIAN,75.4477736086209,67.81144064036349
080106,CUSCO,CUSCO,SANTIAGO,77.17615658362989,68.12991194015719
080107,CUSCO,CUSCO,SAYLLA,86.70503597122303,80.01367365542389
080108,CUSCO,CUSCO,WANCHAQ,58.25429037808267,52.27085970639838
080201,CUSCO,ACOMAYO,ACOMAYO,90.01956947162427,87.0561282932417
080202,CUSCO,ACOMAYO,ACOPIA,93.37748344370861,89.9165061014772
080203,CUSCO,ACOMAYO,ACOS,90.3277378097522,87.71121351766513
080204,CUSCO,ACOMAYO,MOSOC LLACTA,95.6896551724138,91.52348224513173
080205,CUSCO,ACOMAYO,POMACANCHI,95.29411764705883,92.5925925925926
080206,CUSCO,ACOMAYO,RONDOCAN,92.96822177146721,88.38146406984553
080207,CUSCO,ACOMAYO,SANGARARA,92.34913793103448,89.62520369364476
080301,CUSCO,ANTA,ANTA,89.21494223796273,83.28595793064241
080302,CUSCO,ANTA,ANCAHUASI,90.97779877184695,86.45995984831586
080303,CUSCO,ANTA,CACHIMAYO,81.81818181818181,75.67293042153378
080304,CUSCO,ANTA,CHINCHAYPUJIO,92.65557163531115,88.36146272855133
080305,CUSCO,ANTA,HUAROCONDO,91.72203765227022,85.22663682148853
080306,CUSCO,ANTA,LIMATAMBO,85.42031523642731,78.35610932475885
080307,CUSCO,ANTA,MOLLEPATA,72.58414766558089,66.37332098193608
080308,CUSCO,ANTA,PUCYURA,89.08780903665814,83.09270516717325
080309,CUSCO,ANTA,ZURITE,89.08279220779221,84.27370948379351
080401,CUSCO,CALCA,CALCA,85.50247116968698,80.67154203035307
080402,CUSCO,CALCA,COYA,86.24551971326164,78.44361215147732
080403,CUSCO,CALCA,LAMAY,92.85103958986043,88.9362912400455
080404,CUSCO,CALCA,LARES,93.40813464235625,91.67694204685573
080405,CUSCO,CALCA,PISAC,87.05281090289608,80.58267716535433
080406,CUSCO,CALCA,SAN SALVADOR,85.63200969990906,81.64471916151572
080407,CUSCO,CALCA,TARAY,85.76936558009113,81.27702028599934
080408,CUSCO,CALCA,YANATILE,88.67964451967838,86.55848873819326
080501,CUSCO,CANAS,YANAOCA,94.93862134088764,92.09987720016373
080502,CUSCO,CANAS,CHECCA,97.46049661399549,95.8802703572578
080503,CUSCO,CANAS,KUNTURKANKI,94.36875567665759,92.45409015025042
080504,CUSCO,CANAS,LANGUI,94.77911646586345,90.72046109510086
080505,CUSCO,CANAS,LAYO,96.45390070921985,93.4487021013597
080506,CUSCO,CANAS,PAMPAMARCA,94.73206176203452,91.80470793374019
080507,CUSCO,CANAS,QUEHUE,96.01820250284415,93.52428393524283
080508,CUSCO,CANAS,TUPAC AMARU,95.90707964601769,93.74631268436578
080601,CUSCO,CANCHIS,SICUANI,89.90831045961572,86.594479182553
080602,CUSCO,CANCHIS,CHECACUPE,93.63900548918308,90.11832427246563
080603,CUSCO,CANCHIS,COMBAPATA,93.64120781527531,88.74748827863363
080604,CUSCO,CANCHIS,MARANGANI,95.05844059772156,92.03972498090145
080605,CUSCO,CANCHIS,PITUMARCA,94.13572948687633,90.3850870738288
080606,CUSCO,CANCHIS,SAN PABLO,93.8078518991382,91.2540192926045
080607,CUSCO,CANCHIS,SAN PEDRO,92.82511210762331,90.72847682119205
080608,CUSCO,CANCHIS,TINTA,94.22916085865626,92.77281888856896
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,95.97449562238295,93.78173804733161
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,94.03114186851211,89.6329928111994
080703,CUSCO,CHUMBIVILCAS,CHAMACA,97.1257185703574,94.91905354919054
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,96.49972072239807,94.9418890162056
080705,CUSCO,CHUMBIVILCAS,LIVITACA,96.1717870355477,94.28481708274454
080706,CUSCO,CHUMBIVILCAS,LLUSCO,97.88816180844735,96.12510379186271
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,97.59965709387055,94.28950863213811
080708,CUSCO,CHUMBIVILCAS,VELILLE,96.93306469666443,93.98370587006475
080801,CUSCO,ESPINAR,ESPINAR,88.57065657930289,85.80701467299406
080802,CUSCO,ESPINAR,CONDOROMA,91.19086460032626,86.33720930232558
080803,CUSCO,ESPINAR,COPORAQUE,95.61800428673493,92.39958805355303
080804,CUSCO,ESPINAR,OCORURO,94.07821229050279,92.65381083562902
080805,CUSCO,ESPINAR,PALLPATA,93.91634980988593,90.35690534249612
080806,CUSCO,ESPINAR,PICHIGUA,95.25386313465783,92.72727272727273
080807,CUSCO,ESPINAR,SUYCKUTAMBO,94.29530201342281,93.1238885595732
080808,CUSCO,ESPINAR,ALTO PICHIGUA,96.18192026951151,90.87837837837837
080901,CUSCO,LA CONVENCION,SANTA ANA,78.79851950270475,73.3395650890485
080902,CUSCO,LA CONVENCION,ECHARATE,85.4450835387565,80.4854513064133
080903,CUSCO,LA CONVENCION,HUAYOPATA,80.55555555555556,76.51006711409396
080904,CUSCO,LA CONVENCION,MARANURA,85.89242053789731,80.85706230617423
080905,CUSCO,LA CONVENCION,OCOBAMBA,94.26638176638177,90.21381578947368
080906,CUSCO,LA CONVENCION,QUELLOUNO,87.05535055350553,83.95786305492852
080907,CUSCO,LA CONVENCION,KIMBIRI,84.71520440973818,78.88223032829599
080908,CUSCO,LA CONVENCION,SANTA TERESA,87.66140602582496,80.66635382449554
080909,CUSCO,LA CONVENCION,VILCABAMBA,91.22930609369496,88.32985386221294
080910,CUSCO,LA CONVENCION,PICHARI,87.6395470243354,83.36485256006164
080911,CUSCO,LA CONVENCION,INKAWASI,91.33479212253829,89.85637342908439
080912,CUSCO,LA CONVENCION,VILLA VIRGEN,80.41237113402062,73.00319488817891
080913,CUSCO,LA CONVENCION,VILLA KINTIARINA,81.73005219985086,80.34129692832765
080914,CUSCO,LA CONVENCION,MEGANTONI,76.16875712656784,73.78665974565274
080915,CUSCO,LA CONVENCION,KUMPIRUSHIATO,,87.18304967002432
080916,CUSCO,LA CONVENCION,CIELO PUNCO,,77.421875
080917,CUSCO,LA CONVENCION,MANITEA,,83.83548541367766
080918,CUSCO,LA CONVENCION,UNION ASHANINKA,,88.22236180904522
081001,CUSCO,PARURO,PARURO,89.09281594126901,84.96350364963503
081002,CUSCO,PARURO,ACCHA,89.61325966850829,86.14623419461242
081003,CUSCO,PARURO,CCAPI,93.83708467309754,86.19246861924687
081004,CUSCO,PARURO,COLCHA,81.56146179401993,73.40425531914893
081005,CUSCO,PARURO,HUANOQUITE,94.19805589307411,89.33607520564043
081006,CUSCO,PARURO,OMACHA,96.73634030069674,94.54397394136808
081007,CUSCO,PARURO,PACCARITAMBO,91.52542372881356,84.15260454878944
081008,CUSCO,PARURO,PILLPINTO,79.84251968503936,70.92391304347827
081009,CUSCO,PARURO,YAURISQUE,93.45493562231759,87.79123951537744
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,90.85673146148308,90.35062713797035
081102,CUSCO,PAUCARTAMBO,CAICAY,92.23796033994334,86.63291139240506
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,95.86079077429983,94.17666303162487
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,93.83362420011635,90.86584205518554
081105,CUSCO,PAUCARTAMBO,HUANCARANI,93.18181818181819,90.8051689860835
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,86.9980879541109,88.503381358424
081201,CUSCO,QUISPICANCHI,URCOS,86.66943521594685,81.7108770148496
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,85.80357142857143,82.13340391741663
081203,CUSCO,QUISPICANCHI,CAMANTI,75.7070340826686,77.78510217534608
081204,CUSCO,QUISPICANCHI,CCARHUAYO,96.5008201202843,94.72817133443164
081205,CUSCO,QUISPICANCHI,CCATCA,90.74934650014522,87.54024468770122
081206,CUSCO,QUISPICANCHI,CUSIPATA,92.4181082075819,90.52044609665427
081207,CUSCO,QUISPICANCHI,HUARO,88.0066170388751,80.57915057915058
081208,CUSCO,QUISPICANCHI,LUCRE,83.6980306345733,75.31077348066299
081209,CUSCO,QUISPICANCHI,MARCAPATA,91.36345461815274,87.94356562633604
081210,CUSCO,QUISPICANCHI,OCONGATE,96.39801891040072,94.68484913561689
081211,CUSCO,QUISPICANCHI,OROPESA,81.79053411898879,75.18014411529224
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,94.9486301369863,91.96229648671807
081301,CUSCO,URUBAMBA,URUBAMBA,83.06850547144356,76.56216525030351
081302,CUSCO,URUBAMBA,CHINCHERO,91.4943732007328,84.2777911743429
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,85.91466978375219,80.18018018018019
081304,CUSCO,URUBAMBA,MACHUPICCHU,80.47788510421962,74.26791277258567
081305,CUSCO,URUBAMBA,MARAS,91.21057513914657,85.54887552883545
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,89.66742008395221,81.51680290644869
081307,CUSCO,URUBAMBA,YUCAY,84.28571428571429,78.22242903676128
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,87.40660295395308,82.58762793225252
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,74.26810477657935,71.80892717306186
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,89.85493594574227,87.36093013932043
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,85.5421686746988,82.94243070362474
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,77.38748627881449,74.28571428571429
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,86.22448979591837,85.02894954507858
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,85.67251461988305,83.4862385321101
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,66.14173228346456,60.88825214899713
090109,HUANCAVELICA,HUANCAVELICA,LARIA,86.94690265486726,82.04545454545455
090110,HUANCAVELICA,HUANCAVELICA,MANTA,80.6941431670282,81.37044967880085
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,72.15189873417721,68.25726141078839
090112,HUANCAVELICA,HUANCAVELICA,MOYA,73.27731092436974,73.6842105263158
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,92.66666666666667,90.07901668129938
090114,HUANCAVELICA,HUANCAVELICA,PALCA,87.71712158808933,86.35547576301616
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,74.79224376731302,75.85034013605443
090116,HUANCAVELICA,HUANCAVELICA,VILCA,83.17757009345794,77.85588752196837
090117,HUANCAVELICA,HUANCAVELICA,YAULI,92.79073698444896,88.25034106412005
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,90.0522041763341,84.0665873959572
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,88.94216362001798,85.88807785888078
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,85.78883982336411,83.92282958199357
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,92.01442555383822,88.39103869653768
090203,HUANCAVELICA,ACOBAMBA,ANTA,88.88452474469756,84.08051235132662
090204,HUANCAVELICA,ACOBAMBA,CAJA,79.41908713692946,75.64807541241163
090205,HUANCAVELICA,ACOBAMBA,MARCAS,81.41683778234086,77.17099373321396
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,88.67469879518072,84.08375023161015
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,83.66214549938347,80.6006006006006
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,88.59492313192706,83.50556438791733
090301,HUANCAVELICA,ANGARAES,LIRCAY,86.33641341546885,80.96053420083896
090302,HUANCAVELICA,ANGARAES,ANCHONGA,97.00076903358114,90.69148936170212
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,90.55299539170507,85.71428571428571
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,92.8922908693275,87.69700050838841
090305,HUANCAVELICA,ANGARAES,CHINCHO,66.66666666666667,67.01337295690936
090306,HUANCAVELICA,ANGARAES,CONGALLA,89.35589519650655,87.82802903405918
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,89.63068181818181,88.16155988857939
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,89.61384820239681,87.16323296354992
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,85.41996830427892,86.04651162790698
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,86.92449355432781,83.21060382916053
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,81.89655172413794,79.04903417533433
090312,HUANCAVELICA,ANGARAES,SECCLLA,93.86422976501305,88.27493261455525
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,68.1462140992167,71.2280701754386
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,52.75813295615276,56.104651162790695
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,76.54867256637168,82.17687074829932
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,70.3056768558952,71.55824508320727
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,80.51948051948052,72.58883248730965
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,63.87665198237885,65.74074074074075
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,74.65091299677766,69.88457502623295
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,58.22784810126582,56.34920634920635
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,64.99102333931778,65.85365853658537
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,58.18181818181818,59.500693481276
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,85.13708513708514,81.85714285714286
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,39.36430317848411,44.35643564356435
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,64.16309012875537,63.14410480349345
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,86.07491856677524,80.9102402022756
090502,HUANCAVELICA,CHURCAMPA,ANCO,89.11511354737667,86.62272198526561
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,79.58818263205013,76.98783910196445
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,85.98130841121495,83.97435897435898
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,75.30864197530865,74.63002114164905
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,88.70967741935483,89.35541099940863
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,81.88785800726099,80.73472874839813
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,71.75257731958763,71.85929648241206
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,77.33433734939759,73.73887240356083
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,82.41308793456032,76.16099071207431
090511,HUANCAVELICA,CHURCAMPA,COSME,86.63940013633265,85.95536200326619
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,62.851952770208904,60.23444544634806
090602,HUANCAVELICA,HUAYTARA,AYAVI,60.762331838565025,60.674157303370784
090603,HUANCAVELICA,HUAYTARA,CORDOVA,64.35506241331484,66.36871508379889
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,72.76785714285714,76.6016713091922
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,62.76923076923077,61.76470588235294
090606,HUANCAVELICA,HUAYTARA,OCOYO,73.78048780487805,68.26446280991736
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,82.79411764705883,76.5891472868217
090608,HUANCAVELICA,HUAYTARA,QUERCO,62.5974025974026,66.96230598669624
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,74.67362924281984,74.08256880733946
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,63.23943661971831,70.8029197080292
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,62.64591439688716,58.0
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,57.719714964370546,64.7834274952919
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,56.719022687609076,65.19721577726219
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,85.71428571428571,81.69336384439359
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,61.81434599156118,60.04056795131846
090616,HUANCAVELICA,HUAYTARA,TAMBO,55.57729941291585,59.85401459854015
090701,HUANCAVELICA,TAYACAJA,PAMPAS,80.85774058577405,76.96867061812024
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,84.29752066115702,82.08645054031588
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,87.38703339882122,83.32706059465562
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,86.4941366761019,85.87155963302752
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,91.59786304031083,89.34467233616809
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,86.97432080387048,83.25350363668618
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,66.60280970625799,65.7942238267148
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,87.8346641615782,85.60329067641682
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,79.86641221374046,74.4241461477363
090711,HUANCAVELICA,TAYACAJA,PAZOS,89.52536824877251,86.04392549346677
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,71.90721649484536,66.76300578034682
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,73.49514563106796,76.52035959809625
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,68.16699282452707,65.08760545100584
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,81.20567375886525,76.32352941176471
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,75.36630036630036,75.36973833902161
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,79.71360381861575,69.05263157894737
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,87.63652249890782,87.15151515151516
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,85.58467741935483,82.48239436619718
090721,HUANCAVELICA,TAYACAJA,ROBLE,90.3677758318739,87.23076923076923
090722,HUANCAVELICA,TAYACAJA,PICHOS,93.19286871961103,86.88858695652173
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,89.32432432432432,85.10182207931405
090724,HUANCAVELICA,TAYACAJA,LAMBRAS,,66.49810366624526
090725,HUANCAVELICA,TAYACAJA,COCHABAMBA,,81.66666666666667
100101,HUANUCO,HUANUCO,HUANUCO,54.74893881354178,52.006441223832525
100102,HUANUCO,HUANUCO,AMARILIS,59.105735254145145,55.32278021931135
100103,HUANUCO,HUANUCO,CHINCHAO,54.748675539475386,49.151050182367
100104,HUANUCO,HUANUCO,CHURUBAMBA,81.72020287404902,80.86021505376344
100105,HUANUCO,HUANUCO,MARGOS,89.1290527654164,88.62190812720848
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),85.02350570852921,80.44291952588895
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,75.57404326123128,71.75507900677201
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,92.26833428084139,92.43835616438356
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,76.37231503579952,72.93906810035843
100110,HUANUCO,HUANUCO,YARUMAYO,88.09171597633136,81.91148171905067
100111,HUANUCO,HUANUCO,PILLCO MARCA,68.1391647917467,63.44923106313879
100112,HUANUCO,HUANUCO,YACUS,92.31253938248267,86.07257203842049
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,75.39742619227857,72.16516023007395
100201,HUANUCO,AMBO,AMBO,62.67605633802817,59.39505932697919
100202,HUANUCO,AMBO,CAYNA,78.6472889882616,75.63025210084034
100203,HUANUCO,AMBO,COLPAS,87.84722222222223,83.39587242026266
100204,HUANUCO,AMBO,CONCHAMARCA,63.480233311730395,59.05257936507937
100205,HUANUCO,AMBO,HUACAR,66.92660550458716,66.01248884924175
100206,HUANUCO,AMBO,SAN FRANCISCO,70.07042253521126,65.99078341013825
100207,HUANUCO,AMBO,SAN RAFAEL,77.29283990345937,76.88182340547787
100208,HUANUCO,AMBO,TOMAY KICHWA,54.37062937062937,48.97631473303894
100301,HUANUCO,DOS DE MAYO,LA UNION,77.55888650963597,73.35
100307,HUANUCO,DOS DE MAYO,CHUQUIS,87.96296296296296,83.6036036036036
100311,HUANUCO,DOS DE MAYO,MARIAS,88.54344122657581,83.34841628959276
100313,HUANUCO,DOS DE MAYO,PACHAS,80.5248182105596,70.37520391517128
100316,HUANUCO,DOS DE MAYO,QUIVILLA,86.79245283018868,80.5500982318271
100317,HUANUCO,DOS DE MAYO,RIPAN,75.83025830258302,67.90599789547527
100321,HUANUCO,DOS DE MAYO,SHUNQUI,67.85714285714286,63.23529411764706
100322,HUANUCO,DOS DE MAYO,SILLAPATA,85.26727509778357,80.55372445616348
100323,HUANUCO,DOS DE MAYO,YANAS,75.7871064467766,69.75497702909648
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,82.97199638663054,80.44776119402985
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,84.5732184808144,77.6541095890411
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,83.04278922345483,80.7277628032345
100404,HUANUCO,HUACAYBAMBA,PINRA,82.77529761904762,81.5587734241908
100501,HUANUCO,HUAMALIES,LLATA,80.7105748282219,75.99720083974807
100502,HUANUCO,HUAMALIES,ARANCAY,81.58295281582953,76.03993344425957
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,85.4253112033195,78.92583120204604
100504,HUANUCO,HUAMALIES,JACAS GRANDE,86.15327656423547,81.12609040444092
100505,HUANUCO,HUAMALIES,JIRCAN,69.63350785340315,69.02834008097166
100506,HUANUCO,HUAMALIES,MIRAFLORES,92.90438965724594,84.58622867972204
100507,HUANUCO,HUAMALIES,MONZON,80.7092431456247,76.45335389360062
100508,HUANUCO,HUAMALIES,PUNCHAO,81.56161806208843,80.61855670103093
100509,HUANUCO,HUAMALIES,PUÑOS,86.19354838709677,81.33818843878015
100510,HUANUCO,HUAMALIES,SINGA,83.79594898724682,79.41415785191212
100511,HUANUCO,HUAMALIES,TANTAMAYO,73.7791932059448,74.90864799025579
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,45.32573125063257,43.51631150165427
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,65.86513329848405,64.30097317825778
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,62.360074626865675,60.62791684344506
